_id,substance_label
2019-002567-96-SE,Nivolumab
2019-002571-33-FR,Oxygen
2019-002575-34-AT,Eliapixant
2019-002578-29-NL,Evolocumab
2019-002579-33-HU,Lansoprazole / Vonoprazan
2019-002585-12-IT,Antienite / Procaine
2019-002587-28-NL,Ciprofloxacin hydrochloride / Clindamycin / Floxacillin / Fluconazole
2019-002591-14-GB,Fenofibrate
2019-002593-31-FR,Nintedanib
2019-002597-32-BE,Tilmanocept
2019-002600-40-BG,Ibrexafungerp
2019-002605-22-CZ,Zetomipzomib
2019-002607-18-DE,Amiloride / Furosemide
2019-002618-38-IT,Etravirine
2019-002619-24-RO,Dupilumab
2019-002622-79-ES,Ursodiol
2019-002623-14-RO,Cannabidiol / Dronabinol
2019-002625-29-CZ,Cannabidiol / Dronabinol
2019-002626-67-ES,Bortezomib / Dexamethasone / Lenalidomide
2019-002627-16-DE,Pirepemat
2019-002629-31-FR,Regorafenib
2019-002632-90-LV,Ipidacrine
2019-002637-11-AT,Alpelisib / Paclitaxel
2019-002638-36-DK,Glucagon hydrochloride
2019-002640-25-ES,Zuranolone
2019-002641-37-SE,Concizumab
2019-002643-23-GB,Betamethasone valerate / Crisaborole
2019-002644-24-ES,Dactolisib / Gallium / Histamine dihydrochloride
2019-002658-21-DE,Dexamethasone / Eltrombopag
2019-002660-27-BE,Capmatinib / Pembrolizumab
2019-002663-10-NL,Nusinersen
2019-002665-35-DK,Fluoroestradiol
2019-002668-28-HU,Amoxicillin / Clarithromycin / Lansoprazole / Vonoprazan
2019-002669-37-BE,Seralutinib
2019-002674-31-BE,Entecavir / Tenofovir alafenamide / Tenofovir disoproxil
2019-002676-14-CZ,Tofacitinib
2019-002677-57-ES,Vancomycin
2019-002678-29-ES,Blarcamesine hydrochloride
2019-002686-35-DE,Methylprednisolone
2019-002691-14-IT,Budesonide
2019-002704-41-BE,Desvenlafaxine / Vortioxetine
2019-002706-46-DE,Bordetella pertussis toxin / Diphtheria toxoid / Tetanus toxoid
2019-002713-19-PL,Dazodalibep
2019-002724-33-FR,Prednisone
2019-002730-36-DK,Calcium
2019-002733-10-ES,Dolutegravir / Emtricitabine / Lamivudine / Tenofovir alafenamide
2019-002738-36-HU,Lazucirnon
2019-002741-37-BE,Alpelisib / Pertuzumab / Trastuzumab
2019-002742-20-DE,Dupilumab
2019-002744-24-GB,Beclometasone / Fluticasone / Formoterol / Glycopyrronium / Vilanterol
2019-002745-38-BE,Avasopasem manganese
2019-002747-14-LT,Nitrofurantoin
2019-002748-25-DK,Disulfiram / Irinotecan
2019-002755-42-BE,Maralixibat
2019-002758-21-DE,Insulin human
2019-002762-12-DK,Budesonide
2019-002767-98-IE,Durvalumab / Tremelimumab
2019-002768-28-PL,Cefepime hydrochloride / Meropenem / Zidebactam
2019-002771-33-BG,Niclosamide
2019-002779-32-ES,Ibuprofen
2019-002782-35-FR,Eprenetapopt
2019-002783-27-NL,Canakinumab
2019-002784-10-ES,Atezolizumab
2019-002786-35-DK,Cannabidiol / Dronabinol
2019-002790-58-BE,Ipilimumab / Nivolumab
2019-002795-13-ES,Tacrolimus
2019-002799-15-IT,Ascorbic acid / Simeticone / Sodium bicarbonate
2019-002801-23-BE,Metamizole
2019-002804-42-ES,Tildrakizumab
2019-002805-23-FR,Osimertinib
2019-002806-28-ES,Enzalutamide
2019-002810-37-DE,Rituximab
2019-002813-20-DE,Brexpiprazole
2019-002818-40-IT,Vedolizumab
2019-002819-25-GB,Clindamycin hydrochloride / Clindamycin phosphate / Metronidazole / Tinidazole
2019-002821-31-AT,Lazucirnon
2019-002824-34-FR,Amoxicillin
2019-002826-58-NL,Enoximone
2019-002827-14-IT,Miglustat
2019-002833-12-DE,Acetylsalicylic acid / Atorvastatin calcium
2019-002840-26-DE,Icenticaftor
2019-002844-25-DK,Dexamethasone / Ibuprofen / Paracetamol
2019-002847-62-AT,Tacrolimus
2019-002848-24-BE,Propofol / Remifentanil / Rocuronium / Sugammadex
2019-002849-38-BE,Budesonide
2019-002854-22-BG,Eptacog alfa (activated)
2019-002856-18-FR,Ascorbic acid / Mannitol / Potassium chloride / Sodium ascorbate / Sodium sulfate
2019-002858-23-FR,Ropivacaine
2019-002859-42-HU,Naltrexone hydrochloride
2019-002869-35-ES,Dacomitinib
2019-002871-32-FR,Benralizumab
2019-002873-80-ES,Diflunisal
2019-002880-82-GB,Metformin / Ursodiol
2019-002888-10-PL,Trastuzumab
2019-002895-14-ES,Etrasimod
2019-002897-30-ES,Brexpiprazole
2019-002907-17-NL,Gaboxadol
2019-002911-25-IS,Adalimumab
2019-002912-25-HU,Ferric carboxymaltose
2019-002923-13-IT,Feprazone
2019-002930-35-DE,Tisagenlecleucel
2019-002931-27-BE,Irinotecan / Temozolomide
2019-002932-10-LT,Lebrikizumab
2019-002933-12-BG,Lebrikizumab
2019-002944-26-BE,Dasatinib / Esomeprazole
2019-002946-19-BE,Empagliflozin
2019-002947-41-NL,Propranolol
2019-002949-38-PL,Tavapadon
2019-002950-22-FR,Tavapadon
2019-002951-40-CZ,Tavapadon
2019-002954-21-FR,Infigratinib
2019-002956-18-ES,Fulvestrant / Palbociclib
2019-002959-42-FR,Adalimumab
2019-002960-29-DK,Betamethasone dipropionate / Calcipotriene
2019-002971-32-FR,Pravastatin
2019-002974-29-ES,Lutetium (177lu) oxodotreotide / Nivolumab
2019-002979-34-ES,Rebisufligene etisparvovec
2019-002980-81-BE,Lucitanib / Nivolumab
2019-002988-10-DE,Diphtheria toxoid / Hepatitis b surface antigen / Penetratin / Tetanus toxoid
2019-002989-12-NL,Tovinontrine
2019-002991-15-ES,Trastuzumab
2019-002992-33-BE,Esketamine / Quetiapine
2019-002997-30-IT,Rotigotine
2019-003002-27-FI,Drospirenone / Estetrol
2019-003008-11-BE,Solriamfetol
2019-003013-34-GB,Dexpramipexole
2019-003024-20-ES,Benzocaine / Hydrocortisone
2019-003025-22-GB,Albumin human / Magnesium / Potassium chloride / Sodium acetate / Sodium gluconate / Sodium lactate
2019-003028-19-IT,Calcitriol
2019-003033-42-ES,Rocuronium / Sugammadex
2019-003034-16-ES,Doxorubicin
2019-003036-23-GB,Fluticasone / Ipratropium / Salmeterol
2019-003060-42-NO,Pembrolizumab
2019-003063-21-PL,Serplulimab
2019-003073-25-PL,Tadalafil
2019-003076-39-BE,Efgartigimod alfa
2019-003082-17-DE,Budesonide / Fluticasone / Formoterol / Salbutamol / Salmeterol
2019-003088-22-PL,Dupilumab
2019-003089-42-AT,Dronabinol
2019-003091-39-FR,Morphine
2019-003096-20-ES,Enzalutamide / Talazoparib
2019-003097-11-BE,Capmatinib / Spartalizumab
2019-003098-24-FI,Sacubitril / Valsartan
2019-003100-13-DE,Edoxaban
2019-003101-97-ES,Calcifediol / Colecalciferol
2019-003104-12-NL,Carboplatin / Paclitaxel
2019-003106-28-ES,Lazertinib
2019-003108-10-ES,Nivolumab / Regorafenib
2019-003109-92-IE,Ketamine hydrochloride / Midazolam hydrochloride
2019-003114-13-DE,Cetuximab / Paclitaxel
2019-003117-33-FR,Azacitidine / Pevonedistat / Venetoclax
2019-003125-21-FR,Ferric carboxymaltose
2019-003127-38-NL,Simvastatin
2019-003131-31-NL,Ravagalimab
2019-003140-71-PL,Ferric pyrophosphate citrate
2019-003141-15-NL,Empagliflozin / Losartan
2019-003144-76-GB,Voxelotor
2019-003150-86-GB,Aminolevulinic acid hydrochloride
2019-003151-11-BE,Ustekinumab
2019-003168-37-DE,Secukinumab
2019-003172-40-GB,Loperamide
2019-003175-19-DK,Empagliflozin / Semaglutide
2019-003179-20-NL,Indocyanine green
2019-003186-18-ES,Citric acid / Polyethylene glycol
2019-003190-26-DE,Burosumab
2019-003192-18-DE,Alectinib / Cobimetinib / Inavolisib / Ipatasertib / Vemurafenib
2019-003197-24-GB,Prednisolone
2019-003204-12-ES,Bevacizumab / Ranibizumab
2019-003208-11-GB,Bictegravir / Cobicistat / Darunavir / Emtricitabine / Tenofovir alafenamide
2019-003209-89-AT,Insulin degludec / Insulin glargine
2019-003211-57-NO,Secukinumab
2019-003213-34-DE,Valoctocogene roxaparvovec
2019-003218-15-PL,Tildrakizumab
2019-003220-21-GB,Amitriptyline hydrochloride / Loperamide hydrochloride / Ondansetron
2019-003230-17-FR,Secukinumab
2019-003248-63-BE,Infigratinib
2019-003257-29-PL,Benzydamine hydrochloride
2019-003265-17-BE,Thyroglobulin
2019-003271-19-BE,Budesonide / Esomeprazole
2019-003276-39-ES,Glucosamine / Isoleucine
2019-003280-22-DK,Ripasudil
2019-003297-53-BE,Runcaciguat
2019-003300-12-SE,Atezolizumab
2019-003301-97-BE,Atezolizumab / Tiragolumab
2019-003302-27-DE,Blarcamesine
2019-003304-12-DE,Tozorakimab
2019-003306-27-BE,Diphtheria toxoid / Hepatitis b virus hbsag surface protein antigen / Tetanus toxoid
2019-003309-88-BE,Ralinepag
2019-003310-14-DK,Nivolumab
2019-003315-60-NL,Apomorphine
2019-003319-76-BE,Ropivacaine / Sufentanil citrate
2019-003334-16-BG,Budesonide / Mesalazine
2019-003339-53-PL,Insulin degludec
2019-003343-29-HR,Pimavanserin
2019-003350-80-FR,Ascorbic acid
2019-003351-11-NL,Beclometasone dipropionate|formoterol fumarate dihydrate|glycopyrronium bromide
2019-003352-37-DE,Ravulizumab
2019-003354-92-BG,Roflumilast
2019-003358-10-ES,Ampicillin / Ceftriaxone / Cloxacillin sodium / Daptomycin / Gentamicin sulfate / Rifampin / Vancomycin
2019-003369-16-PL,Cannabidiol
2019-003372-39-HU,Carboplatin / Cisplatin / Paclitaxel / Pemetrexed
2019-003374-91-BE,Delandistrogene moxeparvovec
2019-003383-47-IT,Methylprednisolone / Mezagitamab
2019-003386-18-NO,Candesartan cilexetil
2019-003395-39-BE,Maralixibat
2019-003396-19-ES,Nivolumab
2019-003399-38-BE,Semaglutide
2019-003405-94-BE,Izokibep
2019-003406-27-BE,Dapirolizumab pegol
2019-003426-24-IT,Tafluprost / Timolol
2019-003437-42-DK,Duloxetine
2019-003440-74-GB,Ravulizumab
2019-003444-72-ES,Everolimus
2019-003448-58-DK,Atogepant
2019-003449-14-DE,Atezolizumab
2019-003451-11-BE,Rozanolixizumab
2019-003455-11-BE,Ivacaftor / Tezacaftor
2019-003461-17-NL,Ferric carboxymaltose
2019-003463-22-PT,Clotrimazole
2019-003468-27-GB,Progesterone
2019-003474-35-ES,Bempegaldesleukin / Pembrolizumab
2019-003481-41-AT,Botulinum toxin type a
2019-003483-43-ES,Indocyanine green
2019-003485-40-GB,Abiraterone / Tildrakizumab
2019-003489-41-IT,Plerixafor
2019-003501-10-DK,Amoxicillin / Cefuroxime / Ciprofloxacin / Clarithromycin / Clavulanic acid / Clindamycin / Dicloxacillin / Doxycycline / Flucloxacillin / Fusidic acid / Linezolid / Rifampin / Sulfamethoxazole / Trimethoprim
2019-003502-28-ES,Laflunimus
2019-003505-96-GR,Sapablursen
2019-003506-26-ES,Indocyanine green
2019-003509-80-BE,Doxorubicin / Paclitaxel / Topotecan
2019-003518-15-PL,Trastuzumab
2019-003532-23-NL,Varoglutamstat
2019-003541-15-DK,Fluconazole
2019-003542-32-ES,Dornase alfa / Urokinase
2019-003549-14-HU,Ibudilast
2019-003554-86-NL,Elexacaftor / Ivacaftor / Tezacaftor
2019-003558-98-NL,Clonazepam
2019-003561-17-DE,"1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1h-imidazol-2-yl)propan-1-one, (s)-"
2019-003563-22-IE,Edasalonexent
2019-003567-21-NL,Imiquimod / Prednisolone
2019-003571-19-GB,Morphine sulfate
2019-003573-26-BE,Trametinib
2019-003575-19-PL,Avelumab / Domatinostat
2019-003576-40-ES,Cusatuzumab
2019-003582-18-BE,Docetaxel / Sotorasib
2019-003583-40-BE,Bintrafusp alfa
2019-003585-40-NL,Tacrolimus
2019-003588-24-DE,Secukinumab
2019-003589-41-DE,Insulin degludec
2019-003590-25-NL,Bupivacaine
2019-003591-40-AT,Cannabidiol
2019-003593-17-DE,Atezolizumab / Carboplatin / Etoposide
2019-003597-10-IT,Doravirine
2019-003602-27-FR,Tacrolimus
2019-003604-12-BE,Chlorhexidine
2019-003606-27-BE,Cromolyn sodium
2019-003611-62-NO,Evolocumab
2019-003614-14-IT,Bictegravir / Emtricitabine / Tenofovir
2019-003622-25-PL,Tenalisib
2019-003623-37-GB,Cannabidiol
2019-003626-24-DE,Danicamtiv
2019-003637-42-PL,Rovanersen
2019-003638-18-IT,Prednisolone / Sirolimus
2019-003643-30-DE,Aflibercept
2019-003647-29-PL,Rimabotulinumtoxinb
2019-003648-55-BE,Doxorubicin / Tazemetostat
2019-003649-14-BE,Enzalutamide / Tazemetostat
2019-003654-83-NL,Semaglutide
2019-003659-13-IT,Bomedemstat
2019-003662-40-DE,Adalimumab
2019-003668-32-BE,Avelumab / Ipilimumab / Pembrolizumab
2019-003671-19-NL,Hydralazine hydrochloride / Valproate sodium
2019-003678-16-DE,Diclofenac sodium
2019-003688-23-DK,Olpasiran
2019-003696-19-BE,Etoposide / Ifosfamide / Lenvatinib
2019-003700-12-FR,Adalimumab / Certolizumab pegol / Etanercept / Golimumab / Infliximab
2019-003703-35-PL,Pembrolizumab
2019-003714-14-AT,Cetuximab
2019-003717-34-HU,Lenvatinib / Pembrolizumab
2019-003720-20-SI,Cytisinicline / Varenicline
2019-003727-38-FR,Cetuximab
2019-003728-19-BE,Esomeprazole / Mesalazine
2019-003746-33-BE,Sisunatovir
2019-003752-36-ES,Elezanumab
2019-003753-29-ES,Elezanumab
2019-003756-37-BE,Abelacimab / Enoxaparin sodium
2019-003757-28-FR,Mexiletine
2019-003763-22-GB,Benralizumab
2019-003764-45-GB,Poractant alfa
2019-003765-18-IT,Regorafenib
2019-003766-41-NL,Voxelotor
2019-003768-31-DK,Azithromycin
2019-003771-19-DK,Metformin
2019-003774-41-HU,Dupilumab
2019-003775-19-HU,Dupilumab
2019-003779-20-DK,Emidurdar / Fluorouracil / Irinotecan / Leucovorin sodium
2019-003791-39-BE,Olaparib
2019-003792-19-ES,Fosfomycin
2019-003795-39-FI,Dexmedetomidine hydrochloride
2019-003797-10-BE,Pegcetacoplan
2019-003798-25-IT,Atezolizumab / Bevacizumab / Carboplatin / Etoposide
2019-003801-90-ES,Dupilumab
2019-003805-82-FR,Nivolumab
2019-003806-28-ES,Bemcentinib / Carboplatin / Pembrolizumab / Pemetrexed
2019-003821-70-PL,Ferric carboxymaltose
2019-003825-56-ES,Technetium / Tilmanocept
2019-003826-25-HU,Trilaciclib
2019-003828-21-NL,Indocyanine green
2019-003829-18-IT,Danicopan
2019-003844-57-NL,Dulaglutide / Semaglutide
2019-003849-15-AT,Infliximab
2019-003851-12-SK,Aflibercept
2019-003855-12-ES,Levobupivacaine hydrochloride
2019-003858-85-AT,Ferric carboxymaltose
2019-003862-41-NO,Lorlatinib
2019-003864-27-FI,Fluticasone
2019-003865-17-AT,Ipilimumab / Nivolumab
2019-003868-42-GB,Baricitinib
2019-003883-28-HR,Aflibercept
2019-003884-23-PL,Ofranergene obadenovec / Paclitaxel
2019-003887-39-BE,Apremilast
2019-003888-22-PL,Ramipril / Sacubitril / Valsartan
2019-003897-24-GB,Abemaciclib
2019-003900-10-BE,Meropenem
2019-003913-32-DE,Gemtuzumab ozogamicin / Glasdegib
2019-003914-15-CZ,Ramucirumab
2019-003923-39-HU,Aflibercept
2019-003924-19-BG,Batoclimab
2019-003948-71-BE,Botulinum toxin type a
2019-003957-27-BE,Osocimab
2019-003958-86-FR,Eleclazine
2019-003959-11-NO,Atorvastatin
2019-003962-41-GB,Ondansetron
2019-003964-30-GB,Infliximab / Rituximab / Tocilizumab
2019-003966-42-NL,Floxuridine
2019-003969-18-AT,Carboplatin / Cisplatin / Osimertinib / Pemetrexed
2019-003971-20-DK,Erenumab
2019-003972-37-ES,Chloroprocaine
2019-003976-38-ES,Licorice / Menthol / Milk thistle
2019-003981-42-BE,Carboplatin / Cisplatin / Fluorouracil / Pembrolizumab
2019-003982-17-IT,Brentuximab vedotin
2019-003984-24-DE,Niacinamide / Psilocybin
2019-003987-37-SI,Golimumab
2019-004003-12-BE,Capecitabine / Fluorouracil
2019-004007-12-GB,Abacavir / Bictegravir / Dolutegravir / Emtricitabine / Lamivudine / Tenofovir alafenamide
2019-004010-34-PL,Cladribine
2019-004013-13-BE,Dupilumab
2019-004015-31-PL,Berubicin
2019-004016-58-PL,Berubicin hydrochloride
2019-004018-33-AT,Citalopram / Escitalopram
2019-004019-29-IT,Cabergoline / Tretinoin
2019-004025-24-FR,Durvalumab
2019-004037-17-FR,Amoxicillin / Ceftriaxone / Doxycycline
2019-004041-32-GB,Canagliflozin
2019-004045-33-NL,Fluciclovine f18
2019-004046-16-GB,Atezolizumab / Brenetafusp / Pembrolizumab
2019-004050-29-NL,Avx-001
2019-004052-11-FR,Bintrafusp alfa
2019-004053-91-GB,Lomustine / Procarbazine / Vincristine
2019-004054-28-GB,Psilocybin
2019-004055-37-ES,Orilanolimab
2019-004062-17-IT,Omeprazole
2019-004070-26-IT,Cetuximab
2019-004073-76-NL,Arginine / Lysine
2019-004078-24-ES,Sarilumab
2019-004080-43-HU,Insulin glargine / Lixisenatide
2019-004084-49-BE,Futibatinib
2019-004085-17-GB,Mepolizumab / Omalizumab
2019-004088-34-FR,Methotrexate
2019-004089-16-ES,Ropivacaine
2019-004095-19-BG,Tiotropium
2019-004098-23-IT,Avelumab / Axitinib
2019-004099-20-BE,Brodalumab / Guselkumab
2019-004101-27-NL,Golimumab
2019-004103-12-ES,Mezagitamab
2019-004109-28-ES,Bictegravir / Emtricitabine / Lamivudine
2019-004113-13-DE,Prabotulinumtoxin a
2019-004118-33-DE,Tranexamic acid
2019-004119-30-ES,Estradiol / Promestriene
2019-004121-25-DK,Remifentanil / Rocuronium
2019-004126-13-DE,Cabozantinib
2019-004127-21-BG,Dexamethasone / Melphalan
2019-004131-24-PT,Macitentan
2019-004132-37-PL,Aflibercept
2019-004134-42-PL,Azacitidine / Cytarabine / Decitabine / Venetoclax
2019-004138-41-DE,Ibuprofen
2019-004139-21-GB,Mycophenolate mofetil
2019-004140-30-ES,Doravirine / Lamivudine / Tenofovir disoproxil
2019-004144-29-NO,Methoxyflurane
2019-004145-33-FR,Brolucizumab
2019-004152-10-IT,Empagliflozin
2019-004153-93-DE,Cyclophosphamide / Doxorubicin / Ifosfamide / Vinorelbine
2019-004154-28-ES,Isatuximab
2019-004171-39-BE,Itacitinib
2019-004178-24-NL,Azithromycin
2019-004188-35-IT,Acetylcysteine
2019-004190-46-GB,Ticagrelor
2019-004194-95-PL,Nivolumab
2019-004196-39-BE,Regorafenib / Tipiracil / Trifluridine
2019-004200-35-IT,Trastuzumab / Venetoclax
2019-004208-37-BE,Rosuvastatin
2019-004219-29-NL,Azithromycin / Metronidazole
2019-004222-22-NL,Insulin degludec
2019-004226-16-NO,Dersimelagon
2019-004230-42-BE,Brodalumab / Guselkumab / Ixekizumab / Risankizumab / Secukinumab / Tildrakizumab
2019-004231-23-GB,Gemcitabine
2019-004233-16-AT,Nivolumab
2019-004234-42-SE,Semaglutide
2019-004235-23-NL,Foscarbidopa / Foslevodopa
2019-004240-30-ES,Isavuconazole
2019-004246-15-DE,Secukinumab / Ustekinumab
2019-004250-28-IT,Risankizumab
2019-004255-36-SE,Fluoxetine hydrochloride / Naltrexone
2019-004256-11-IT,Edaravone
2019-004264-21-CZ,Quetiapine
2019-004281-18-DK,Clonidine
2019-004282-41-NL,Zalunfiban
2019-004293-25-AT,Nemolizumab
2019-004297-26-BE,Paracetamol
2019-004300-34-PL,Lebrikizumab
2019-004301-28-PL,Lebrikizumab
2019-004303-12-DK,Empagliflozin
2019-004308-37-FR,Gepotidacin
2019-004309-28-GB,Beclometasone
2019-004315-31-DK,Calcium
2019-004319-29-FR,Viminol
2019-004328-39-ES,Octreotide / Terlipressin
2019-004332-36-GB,Gemcitabine
2019-004336-31-FR,Durvalumab
2019-004343-76-DK,Rocuronium
2019-004345-32-GB,Blarcamesine hydrochloride
2019-004357-86-IT,Trastuzumab
2019-004360-22-ES,Biotin
2019-004364-21-PL,Ustekinumab
2019-004366-18-FR,Durvalumab / Olaparib / Selumetinib
2019-004368-22-BE,Aducanumab
2019-004369-42-BG,Tocilizumab
2019-004370-26-GB,Ferric carboxymaltose / Iron isomaltoside 1000
2019-004380-40-IT,Ipilimumab / Nivolumab
2019-004394-10-DE,Lademirsen
2019-004397-26-DK,Fluorouracil / Ipilimumab / Leucovorin / Nivolumab / Oxaliplatin
2019-004403-12-FR,Talimogene laherparepvec
2019-004427-20-ES,Umeclidinium
2019-004429-26-PL,Fluticasone / Salmeterol
2019-004430-42-DE,Emicizumab
2019-004431-23-DK,Gantenerumab
2019-004433-17-BE,Acetylsalicylic acid / Human normal immunoglobulin / Human normal immunoglobulin (ivig) / Methylprednisolone / Prednisolone
2019-004435-23-DE,Abacavir / Dolutegravir / Emtricitabine / Lamivudine / Tenofovir alafenamide
2019-004438-40-DK,Ipilimumab / Nivolumab / Tocilizumab
2019-004441-33-BE,Lenvatinib
2019-004447-80-DK,Empagliflozin
2019-004452-11-DE,Semaglutide
2019-004458-27-DK,Gonadorelin
2019-004463-44-BE,Acetylcysteine
2019-004467-50-DK,Empagliflozin
2019-004468-23-GB,Abatacept / Adalimumab
2019-004471-39-IT,Tovinontrine
2019-004475-39-BE,Entecavir / Peginterferon alfa-2a / Tenofovir alafenamide / Tenofovir disoproxil
2019-004478-24-NL,Gaboxadol
2019-004488-33-DK,Hexylcaine
2019-004489-16-AT,Diphenhydramine hydrochloride / Esketamine
2019-004497-25-BE,Eptinezumab
2019-004498-18-ES,Efavirenz
2019-004505-27-BE,Atezolizumab / Derazantinib / Paclitaxel / Ramucirumab
2019-004509-29-FR,Firibastat
2019-004511-31-DE,Posaconazole
2019-004512-58-DE,Fluorescein
2019-004536-37-DE,Pevonedistat
2019-004538-40-BE,Vancomycin
2019-004540-29-CZ,Cyclophosphamide / Cytarabine / Dexamethasone / Filgrastim / Methotrexate / Ponatinib / Rituximab / Vincristine
2019-004545-32-SE,Acarbose / Orlistat
2019-004548-31-ES,Citalopram
2019-004554-29-BG,Navtemadlin
2019-004557-92-DK,Dapagliflozin
2019-004561-41-GB,Potassium / Sodium alginate
2019-004566-17-ES,Mogamulizumab
2019-004581-18-DK,Methadone / Morphine
2019-004586-41-GB,Dapagliflozin
2019-004600-35-DK,Cholestyramine
2019-004602-94-BE,20-hydroxyecdysone
2019-004610-34-DK,Dexamethasone
2019-004619-30-BE,Ravulizumab
2019-004620-38-ES,Abacavir sulfate / Cobicistat / Darunavir / Emtricitabine / Lamivudine
2019-004624-38-BE,Pembrolizumab
2019-004625-24-BE,Ilofotase alfa
2019-004628-39-ES,Atezolizumab
2019-004630-42-PL,Cisplatin / Futibatinib / Gemcitabine
2019-004647-74-RO,Dupilumab
2019-004652-11-SI,Etrolizumab / Infliximab / Tofacitinib / Ustekinumab
2019-004657-89-GB,"Fibrinogen, human / Thrombin"
2019-004664-22-FI,Cosfroviximab
2019-004665-40-CZ,Eculizumab / Ravulizumab
2019-004669-41-NL,Capecitabine
2019-004676-18-NL,Benralizumab / Mepolizumab
2019-004679-37-ES,Mitomycin
2019-004682-40-BE,Alpelisib / Doxorubicin / Olaparib / Paclitaxel
2019-004683-22-FR,Daratumumab
2019-004686-41-CZ,Netupitant / Palonosetron
2019-004699-21-DE,Margetuximab / Trastuzumab
2019-004720-38-IT,Feprazone
2019-004728-39-DE,Cabozantinib
2019-004730-42-NL,Gadobenate dimeglumine / Gadobutrol / Gadoteridol / Gadoxetate disodium
2019-004733-17-ES,Albumin human
2019-004739-22-DE,Ruxolitinib
2019-004750-28-BE,Propofol
2019-004753-87-FR,Gemcitabine / Napabucasin
2019-004760-21-IT,C1 inhibitor (human) / Dabrafenib
2019-004766-17-SE,Zoledronic acid
2019-004767-53-DE,Brolucizumab
2019-004770-25-BE,Cetuximab / Monalizumab
2019-004778-25-NL,Rozanolixizumab
2019-004783-22-DE,Selexipag
2019-004789-17-BE,Nemolizumab
2019-004796-40-BE,Aminolevulinic acid
2019-004805-28-NL,Acetylsalicylic acid / Carbaspirin calcium
2019-004807-11-BG,Abaloparatide
2019-004812-73-NL,Esketamine
2019-004813-15-BE,Ropivacaine
2019-004817-15-BE,Abiraterone / Cabazitaxel / Docetaxel / Enzalutamide
2019-004819-31-BG,Encorafenib / Trametinib
2019-004822-15-SE,Temelimab
2019-004823-20-IT,Lanadelumab
2019-004831-21-NO,Everolimus
2019-004833-18-IT,Bintrafusp alfa
2019-004834-40-BE,Dexamethasone
2019-004837-17-ES,Bictegravir / Emtricitabine / Tenofovir alafenamide
2019-004838-41-HU,Aflibercept
2019-004839-23-ES,Emavusertib
2019-004851-36-PL,Darbepoetin alfa / Vadadustat
2019-004860-23-ES,Clopidogrel / Ticagrelor
2019-004862-16-PL,Allopurinol / Verinurad
2019-004871-38-ES,Bictegravir / Emtricitabine / Tenofovir
2019-004884-32-FR,Daptomycin
2019-004889-18-AT,Dupilumab
2019-004890-21-NL,Bromfenac / Dexamethasone / Ketorolac
2019-004891-20-FR,Mechlorethamine
2019-004895-21-IT,Atezolizumab / Tiragolumab
2019-004896-38-FR,Azacitidine
2019-004898-63-IT,Bendamustine / Copanlisib / Rituximab
2019-004899-19-FR,Letrozole / Palbociclib
2019-004906-88-NL,Vitamin k
2019-004916-76-IT,Metformin / Nivolumab
2019-004917-15-IT,Reboxetine
2019-004935-22-NL,Ezetimibe / Obicetrapib
2019-004936-52-DE,Dexpanthenol / Xylometazoline
2019-004940-31-DK,Pancreatin
2019-004942-14-BE,Entrectinib / Goserelin / Letrozole
2019-004943-54-NL,D-lactic acid
2019-004946-13-DE,Tacrolimus
2019-004947-65-ES,Linezolid / Meropenem
2019-004953-96-HR,Vopratelimab
2019-004956-12-DE,Relacorilant
2019-004972-20-BE,Evobrutinib / Teriflunomide
2019-004978-26-FR,Peginterferon alfa-2a / Tenofovir alafenamide / Tenofovir disoproxil
2019-004979-39-NL,Etripamil
2019-004980-36-CZ,Evobrutinib / Teriflunomide
2019-004981-16-NL,Brinretigene vesgedparvovec
2019-004983-23-NL,Dexamethasone / Prednisolone
2019-004991-20-ES,Cabozantinib
2019-004999-19-DK,Lamivudine
2019-005005-43-ES,Ferric carboxymaltose
2019-005010-19-ES,Adrenaline / Ropivacaine
2019-005019-18-ES,Cyclophosphamide / Doxorubicin / Epirubicin / Paclitaxel / Pertuzumab / Trastuzumab
2020-000035-50-HU,Pembrolizumab
2020-000041-14-GB,Lansoprazole
2020-000042-34-NO,Ltx-109
2020-000043-31-FR,Liraglutide
2020-000053-27-NL,Metformin
2020-000057-27-NL,Sugammadex
2020-000065-16-LV,Epeleuton
2020-000073-24-IE,Gemcitabine / Paricalcitol
2020-000079-18-GR,Brimonidine tartrate / Brinzolamide
2020-000082-16-DE,Mometasone
2020-000086-17-PL,Nomacopan
2020-000089-41-GB,Levonorgestrel
2020-000094-24-PL,Risperidone
2020-000096-21-DE,Aminolevulinic acid hydrochloride
2020-000097-15-BE,Navitoclax / Ruxolitinib
2020-000100-11-BE,Atezolizumab / Cabozantinib / Docetaxel
2020-000105-92-BE,Branaplam
2020-000110-15-CZ,Sulodexide
2020-000113-33-FR,Deucravacitinib
2020-000121-37-BE,Fluorocholine f-18 / Piflufolastat f18
2020-000122-26-GB,Exenatide
2020-000123-39-ES,Ascorbic acid
2020-000126-26-FI,Diphtheria toxoid
2020-000130-18-ES,Adalimumab / Methotrexate
2020-000134-17-BE,Dersimelagon
2020-000138-16-IT,Adavosertib
2020-000148-76-SE,Montelukast
2020-000154-10-GB,Ketamine hydrochloride
