raw_sponsor,sponsor_clean,sponsor_parent,sponsor_type,match_status,confidence,decided_by,n_trials
The Norwegian University of Science and Technology,Norwegian University of Science and Technology (NTNU),,academic,accepted,0.95,model,1
The Office of Interventional Cardiovascular Research and Clinical Trials at Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,,academic,accepted,0.9,model,1
"The Parker Institute, Bispebjerg and Frederiksberg Hospital",Parker Institute,Bispebjerg Hospital,academic,accepted,0.7,model,1
"The Pediatric Clinics, The Juliane Marie Center, The Danish National Hospital Rigshospitalet",Rigshospitalet,,hospital,accepted,0.8,model,1
The Pennine Acute Hospitals NHS Trust,Pennine Acute Hospitals NHS Trust,,hospital,accepted,0.9,model,1
The Pharmaceutical Company LEK-AM Sp. Zo.o.,Lek-AM,,industry,accepted,0.95,model,1
The Pharmaceutical Company LEK-AM Sp. Zoo. / Przedsiebiorstwo Farmaceutyczne Lek-Am Sp. z o.o.,Lek-AM,,industry,accepted,0.95,model,1
"The Police Rehabilitation Centre, Flint House",Flint House Police Rehabilitation Centre,,charity,accepted,0.6,model,1
The Princess Alexandra Hospital NHS Trust,Princess Alexandra Hospital NHS Trust,,hospital,accepted,0.9,model,1
The Public Health Agency Of Sweden,Public Health Agency of Sweden,,public_body,accepted,0.95,model,1
The Rockefeller University,The Rockefeller University,,academic,accepted,0.95,model,1
"The Royal Group of Hospitals, Belfast Health and Social Care Trust / Queens University Belfast",Belfast Health and Social Care Trust,,hospital,accepted,0.85,model,1
"The Royal Group of Hospitals, Belfast Trust",Belfast Health and Social Care Trust,,hospital,accepted,0.85,model,1
The Royal Liverpool University Hospital NHS Trust,Royal Liverpool and Broadgreen University Hospitals NHS Trust,,hospital,accepted,0.85,model,1
The Royal Marsden Foundation Trust and The Institute of Cancer Research,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Royal Marsden Hospital NHS Foundation Trust,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Royal Marsden Hospital NHS Trust,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Royal Marsden NHS Foundation Trust / The Insitute of Cancer Research,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Royal Marsden NHS Foundation Trust / The Institute of Cancer Reseacrh,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Royal Wolverhampton Hospitals NHS Trust,The Royal Wolverhampton NHS Trust,,hospital,accepted,0.9,model,1
The SAVE trial group,The SAVE trial group,,network,accepted,0.4,model,1
"The Sahlgrenska Academy, University of Gothenburg",Sahlgrenska Academy,Göteborgs universitet,academic,accepted,0.85,model,1
The Sahlgrenska Center for Pediatric Ophtalmology Research,Sahlgrenska Academy,Göteborgs universitet,academic,accepted,0.85,model,1
The Scripps Research Institute,The Scripps Research Institute,,academic,accepted,0.9,model,1
The Swedish AML Group,The Swedish AML Group,,cooperative_group,accepted,0.6,model,1
The Symbio Herborn Group GmbH,Symbio Herborn Group,,industry,accepted,0.6,model,1
The Univeristy of Nottingham,University of Nottingham,,academic,accepted,0.95,model,1
The University Hospitals  of Leicester NHS Trust,University Hospitals of Leicester NHS Trust,,hospital,accepted,0.95,model,1
The University Of Edinburgh / NHS Lothian,University of Edinburgh,,academic,accepted,0.85,model,1
The University Of Queensland,University of Queensland,,academic,accepted,0.9,model,1
The University of Adelaide,University of Adelaide,,academic,accepted,0.9,model,1
The University of Birmingham / Central Manchester University Hospitals NHS Foundation Trust,University of Birmingham,,academic,accepted,0.9,model,1
The University of Birmingham / Heart of England NHS Foundation Trust,University of Birmingham,,academic,accepted,0.9,model,1
The University of Birmingham / Manchester University NHS Foundation Trust,University of Birmingham,,academic,accepted,0.9,model,1
The University of Dundee / NHS TAYSIDE,University of Dundee,,academic,accepted,0.86,model,1
The University of Edinburgh  Lothian Health Board,University of Edinburgh,,academic,accepted,0.85,model,1
The University of Edinburgh / NHS Lothian,University of Edinburgh,,academic,accepted,0.85,model,1
The University of Leeds / The University of Sheffield,University of Leeds,,academic,accepted,0.93,model,1
The University of Leicester,University of Leicester,,academic,accepted,0.95,model,1
The University of Liverpool / Aintree University Hospital NHS Trust,University of Liverpool,,academic,accepted,0.82,model,1
The University of Liverpool / The Royal Liverpool and Broadgreen University Hospitals NHS Trust,University of Liverpool,,academic,accepted,0.82,model,1
The University of Manchester / Belfast Health and Social Care Trust,Belfast Health and Social Care Trust,,hospital,accepted,0.85,model,1
The University of Manchester / Central Manchester and Manchester Childrens University Hospital NHS Trust,Central Manchester University Hospitals NHS Foundation Trust,,hospital,accepted,0.85,model,1
The University of Manchester / Central Manchester and Manchester Childrens University NHS trust,Central Manchester University Hospitals NHS Foundation Trust,,hospital,accepted,0.85,model,1
The University of New South Wales Australia,University of New South Wales,,academic,accepted,0.9,model,1
The University of Nottingham / Derby Hospitals NHS Foundation Trust,Derby Hospitals NHS Foundation Trust,,hospital,accepted,0.6,model,1
The University of Southampton,University of Southampton,,academic,accepted,0.95,model,1
The Walton Centre NHS Foundation Trust,The Walton Centre NHS Foundation Trust,,hospital,accepted,0.8,model,1
The Walton Centre for Neurology and Neurosurgery,The Walton Centre NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Walton Centre for Neurology and Neurosurgery NHS Trust,The Walton Centre NHS Foundation Trust,,hospital,accepted,0.9,model,1
The Whittington Hospital NHS Trust,Whittington Hospital NHS Trust,,hospital,accepted,0.9,model,1
The lymphoma Study Association LYSA,LYSA,,cooperative_group,accepted,0.8,model,1
Thena Biotech S.r.l.,Thena Biotech,,industry,accepted,0.9,model,1
Theolytics Limited,Theolytics,,industry,accepted,0.9,model,1
Therabel Pharmaceuticals Ltd,Therabel Pharma,,industry,accepted,0.9,model,1
Therabron Therapeutics Inc.,Therabron Therapeutics,,industry,accepted,0.9,model,1
"Theracos, Inc.",Theracos,,industry,accepted,0.85,model,1
Theradex Europe Ltd.,Theradex Europe,,industry,accepted,0.7,model,1
Theragnostics Ltd,Theragnostics,,industry,accepted,0.7,model,1
Therakind Limited,Therakind,,industry,accepted,0.9,model,1
Therakos,Therakos,,industry,accepted,0.97,model,1
Theranexus S.A.,Theranexus,,industry,accepted,0.95,model,1
Theranexus SA,Theranexus,,industry,accepted,0.95,model,1
Therapeutic Research Unit,Therapeutic Research Unit,,unknown,accepted,0.4,model,1
Therapix Biosciences Ltd.,Therapix Biosciences,,industry,accepted,0.9,model,1
"Theravance Biopharma RD, Inc.",Theravance Biopharma,,industry,accepted,0.85,model,1
Theravia,Theravia,,industry,accepted,0.6,model,1
Thermosome GmbH,Thermosome,,industry,accepted,0.9,model,1
Theseus Pharmaceuticals Inc.,Theseus Pharmaceuticals,,industry,accepted,0.9,model,1
Thessalonikis Aristoteleio University,Aristotle University of Thessaloniki,,academic,accepted,0.85,model,1
Thiogenesis Therapeutics,Thiogenesis Therapeutics,,industry,accepted,0.8,model,1
Thomas Benfield,Thomas Benfield,,individual,accepted,0.9,model,1
Thomas Bergholt,Thomas Bergholt,,individual,accepted,0.9,model,1
Thomas Fichnter Bendtsen,Thomas Fichtner Bendtsen,,individual,accepted,0.9,model,1
Thomas Mller Jensen,Thomas Muller Jensen,,individual,accepted,0.6,model,1
Thor Petersen,Thor Petersen,,individual,accepted,0.6,model,1
Thoracale Oncologie Groep Antwerpen,Thoracale Oncologie Groep Antwerpen,,cooperative_group,accepted,0.9,model,1
Thoracale Oncologie Groep Antwerpen TOGA,Thoracale Oncologie Groep Antwerpen,,cooperative_group,accepted,0.9,model,1
"Thorax Center, Univeristy Medical Center Groningen, Groningen, The Netherlands",Universitair Medisch Centrum Groningen,,hospital,accepted,0.95,model,1
Thoraxcentrum Erasmus MC,Erasmus MC,,hospital,accepted,0.93,model,1
Thoraxclinic at the University of Heidelberg,Thoraxklinik Heidelberg,,hospital,accepted,0.9,model,1
Thoraxkirurgisk afd. Rigshospitalet,Rigshospitalet,,hospital,accepted,0.8,model,1
Thoraxklinik Heidelberg,Thoraxklinik Heidelberg,,hospital,accepted,0.9,model,1
Threshold Pharmaceuticals,Threshold Pharmaceuticals,,industry,accepted,0.98,model,1
"Threshold Pharmaceuticals, Inc",Threshold Pharmaceuticals,,industry,accepted,0.98,model,1
ThromboGenics N.V.,ThromboGenics,,industry,accepted,0.96,model,1
Thrombosis Research Institute,Thrombosis Research Institute,,unknown,accepted,0.6,model,1
Thrombotech Ltd.,Thrombotech,,industry,accepted,0.7,model,1
"TiGenix, S.A. Unipersonal",TiGenix,,industry,accepted,0.97,model,1
"TiGenix, S.A.U.",TiGenix,,industry,accepted,0.97,model,1
Tibotec Pharmaceuticals Limited Ireland,Tibotec,Johnson & Johnson,industry,accepted,0.95,model,1
"Tiburio Therapeutics, Inc.",Tiburio Therapeutics,,industry,accepted,0.9,model,1
"Tigercat Pharma, Inc.",Tigercat Pharma,,industry,accepted,0.9,model,1
Tilburg University,Tilburg University,,academic,accepted,0.9,model,1
Tillotts Pharma AG,Tillotts Pharma,,industry,accepted,0.9,model,1
"Timber Pharmaceuticals, LLC",Timber Pharmaceuticals,,industry,accepted,0.9,model,1
Timo Jahnukainen,Timo Jahnukainen,,individual,accepted,0.9,model,1
Timo Laitio,Timo Laitio,,individual,accepted,0.9,model,1
"Tioma Therapeutics, Inc.",Tioma Therapeutics,,industry,accepted,0.9,model,1
Tirol Kliniken GmbH,Tirol Kliniken,,hospital,accepted,0.8,model,1
"TiumBio Co., Ltd.",TiumBio,,industry,accepted,0.95,model,1
Tiumbio Co. Ltd.,TiumBio,,industry,accepted,0.95,model,1
Tiziana Life Sciences Plc,Tiziana Life Sciences,,industry,accepted,0.9,model,1
"Tobira Therapeutics Inc., a subsidiary of Allergan plc",Tobira Therapeutics,Allergan,industry,accepted,0.9,model,1
Tokai Pharmaceuticals Inc,Tokai Pharmaceuticals,,industry,accepted,0.98,model,1
"Tokai Pharmaceuticals, Inc.",Tokai Pharmaceuticals,,industry,accepted,0.98,model,1
"TolerRx, Inc.",TolerRx,,industry,accepted,0.8,model,1
"TolerX, Inc.",Tolerx,,industry,accepted,0.99,model,1
"Tolero Pharmaceuticals, Inc.",Tolero Pharmaceuticals,,industry,accepted,0.9,model,1
TolerogenixX GmbH,TolerogenixX,,industry,accepted,0.9,model,1
Tolremo Therapeutics AG,Tolremo Therapeutics,,industry,accepted,0.98,model,1
Tomi Niemi,Tomi Niemi,,individual,accepted,0.7,model,1
Tommi Vimpeli,Tommi Vimpeli,,individual,accepted,0.6,model,1
Tools4Patient,Tools4Patient,,industry,accepted,0.6,model,1
Top Institute Food and Nutrition,Top Institute Food and Nutrition,,industry,accepted,0.6,model,1
Top institute of Pharmaceutical Research,Top Institute of Pharmaceutical Research,,foundation,accepted,0.6,model,1
Topadur Pharma Deutschland GmbH / Topadur Pharma AG,Topadur Pharma,,industry,accepted,0.9,model,1
Topigen Pharmaceuticals Inc.,Topigen Pharmaceuticals,,academic,accepted,0.9,model,1
TopoTarget Germany AG,TopoTarget,,industry,accepted,0.9,model,1
Toray Industries Inc,Toray Industries,,industry,accepted,0.98,model,1
Toray Industries Inc.,Toray Industries,,industry,accepted,0.98,model,1
Torrent Pharmaceuticals Ltd.,Torrent Pharmaceuticals,,industry,accepted,0.9,model,1
Toscana Life Sciences Sviluppo,Toscana Life Sciences Sviluppo,,industry,accepted,0.6,model,1
Totus Medicines Inc.,Totus Medicines,,industry,accepted,0.9,model,1
Toulouse Hospital,Centre Hospitalier Universitaire de Toulouse,,hospital,accepted,0.96,model,1
Tourmaline Bio Inc.,Tourmaline Bio,,industry,accepted,0.9,model,1
Trace Neuroscience Inc.,Trace Neuroscience,,industry,accepted,0.9,model,1
Trafford NHS Trust,Trafford NHS Trust,,hospital,accepted,0.8,model,1
Tranquis Therapeutics Inc.,Tranquis Therapeutics,,industry,accepted,0.9,model,1
TransPharma Medical,TransPharma Medical,,industry,accepted,0.8,model,1
TransTech Pharma,TransTech Pharma,,industry,accepted,0.8,model,1
"Transave, Inc",Transave,,industry,accepted,0.95,model,1
Translational Oncology Research International,Translational Oncology Research International,,cooperative_group,accepted,0.6,model,1
Translational Research in Oncology,Translational Research in Oncology,,industry,accepted,0.85,model,1
Translational Research in Oncology TRIO,Translational Research in Oncology,,cooperative_group,accepted,0.85,model,1
Transparency in Healthcare,Transparency in Healthcare,,unknown,accepted,0.5,model,1
"Transplantationscntrum, Sahlgrenska Universitetssjukhuset",Sahlgrenska Universitetssjukhuset,,hospital,accepted,0.92,model,1
Transposon Therapeutics Inc.,Transposon Therapeutics,,industry,accepted,0.98,model,1
"Transposon Therapeutics, Inc",Transposon Therapeutics,,industry,accepted,0.98,model,1
Transthera Sciences (Nanjing) Inc.,Transthera Sciences,,industry,accepted,0.9,model,1
"Tranzyme, Inc",Tranzyme,,industry,accepted,0.95,model,1
Travere Therapeutics Switzerland GmbH / Travere Therapeutics Inc.,Travere Therapeutics,,industry,accepted,0.95,model,1
Treeline Biosciences Inc.,Treeline Biosciences,,industry,accepted,0.9,model,1
"Tremeau Pharmaceuticals, Inc.",Tremeau Pharmaceuticals,,industry,accepted,0.9,model,1
Trevena Inc,Trevena,,industry,accepted,0.98,model,1
"Trevena, Inc.",Trevena,,industry,accepted,0.98,model,1
Trevi Therapeutics Inc.,Trevi Therapeutics,,industry,accepted,0.98,model,1
Triana Biomedicines Inc.,Triana Biomedicines,,industry,accepted,0.9,model,1
Trichocare Diagnostics Ltd,Trichocare Diagnostics,,industry,accepted,0.7,model,1
Tricida Inc.,Tricida,,industry,accepted,0.98,model,1
Trimed Biotech GmbH,Trimed Biotech,,industry,accepted,0.7,model,1
Trimel Biopharma SRL,Trimel Biopharma,,industry,accepted,0.7,model,1
Tripep AB,Tripep AB,,industry,accepted,0.9,model,1
Trishula Therapeutics Inc.,Trishula Therapeutics,,industry,accepted,0.9,model,1
Trizell Ltd,Trizell,,industry,accepted,0.8,model,1
Trustees Of The University Of Pennsylvania,University of Pennsylvania,,academic,accepted,0.9,model,1
Tuomo Nieminen,Tuomo Nieminen,,individual,accepted,0.9,model,1
Turku Univeristy Hospital,Turku University Hospital,,hospital,accepted,0.9,model,1
Turku University Hospitla,Turku University Hospital,,hospital,accepted,0.9,model,1
Turku University hospital,Turku University Hospital,,hospital,accepted,0.9,model,1
TurnSole Biologics  Llc,TurnSole Biologics,,industry,accepted,0.88,model,1
Turun yliopistollinen keskussairaala,Turun yliopistollinen keskussairaala,,hospital,accepted,0.9,model,1
Tuula Manner,Tuula Manner,,individual,accepted,0.9,model,1
TweeSteden Hospital,TweeSteden Hospital,,hospital,accepted,0.98,model,1
TweeSteden hospital,TweeSteden Hospital,,hospital,accepted,0.98,model,1
Twi Biotechnology Inc.,Twi Biotechnology,,industry,accepted,0.9,model,1
TxCell,TxCell,,industry,accepted,0.8,model,1
U.L.S.S. 16,U.L.S.S. 16,,public_body,accepted,0.6,model,1
U.O. Ginecologia e Ostetricia,U.O. Ginecologia e Ostetricia,,hospital,accepted,0.3,model,1
U.O. Terapia Intensiva,U.O. Terapia Intensiva,,unknown,accepted,0.4,model,1
U.O. Terapia intensiva,U.O. Terapia Intensiva,,unknown,accepted,0.4,model,1
U.O. Tossicologia,U.O. Tossicologia,,unknown,accepted,0.3,model,1
U.O.C. EMATOLOGIA - OSP. S. EUGENIO - ASL RM C,Ospedale S. Eugenio,ASL Roma C,hospital,accepted,0.6,model,1
U.O.PNEUMOLOGIA- AZ. USL1 DI MASSA E CARRARA,Azienda USL1 di Massa e Carrara,,public_body,accepted,0.7,model,1
U.Z. Gasthuisberg,UZ Leuven,,hospital,accepted,0.85,model,1
UAB Eli Lilly Lietuva,Eli Lilly,,industry,accepted,0.96,model,1
UAB Froceth,UAB Froceth,,industry,accepted,0.5,model,1
UAB Roche Lietuva,Roche,,industry,accepted,0.9,model,1
UAB venioni vaistaols,UAB Venioni vaistoles,,industry,accepted,0.5,model,1
UBHT,UBHT,,hospital,accepted,0.5,model,1
UCB AE,UCB,,industry,accepted,0.95,model,1
UCB BIOPHARMA SPRL,UCB,,industry,accepted,0.95,model,1
UCB BIOSCIENCES Inc,UCB,,industry,accepted,0.95,model,1
UCB BIOSCIENCES Inc.,UCB,,industry,accepted,0.95,model,1
"UCB BIOSCIENCES, INC.",UCB,,industry,accepted,0.95,model,1
UCB BioSciences Inc. A Member of the UCB Group of Companies,UCB,,industry,accepted,0.95,model,1
"UCB BioSciences, Inc",UCB,,industry,accepted,0.95,model,1
UCB Biopharma SPRL.,UCB,,industry,accepted,0.95,model,1
UCB Biopharma Sprl,UCB,,industry,accepted,0.95,model,1
"UCB Biosciences, Inc. A Member of the UCB Group of Companies",UCB,,industry,accepted,0.9,model,1
"UCB Celltech, UK",UCB,,industry,accepted,0.8,model,1
"UCB Celltech, UK - Registered Branch of UCB Pharma SA",UCB,,industry,accepted,0.8,model,1
UCB PHARMA S.A.,UCB,,industry,accepted,0.95,model,1
UCB Pharma,UCB,,industry,accepted,0.95,model,1
UCB Pharma Belgium,UCB,,industry,accepted,0.9,model,1
UCB Pharma Inc.,UCB,,industry,accepted,0.95,model,1
UCB Pharma Ltd,UCB,,industry,accepted,0.95,model,1
"UCB Pharma, Inc",UCB,,industry,accepted,0.95,model,1
UCB S.A,UCB,,industry,accepted,0.95,model,1
UCB S.A.  Pharma Sector / UCB Pharma Inc.,UCB,,industry,accepted,0.95,model,1
UCB S.A. / UCB  Inc.,UCB,,industry,accepted,0.95,model,1
UCB S.A. Global Medical Affairs,UCB,,industry,accepted,0.9,model,1
UCB S.A. Pharma Sector / UCB Pharma Inc.,UCB,,industry,accepted,0.95,model,1
UCL - The Joint UCLH/UCL Comprehensive Biomedical Research Unit,University College London,,academic,accepted,0.9,model,1
UCL / UCL,University College London,,academic,accepted,0.9,model,1
UCL Biomedicine RD Unit,University College London,,academic,accepted,0.9,model,1
UCL CCTU,University College London,,academic,accepted,0.9,model,1
UCL Cliniques Universitaires Saint Luc,Cliniques universitaires Saint-Luc,,hospital,accepted,0.95,model,1
UCL Comprehensive Clinical Trials Unit,University College London,,academic,accepted,0.9,model,1
UCL Mont Godinne,Universite Catholique de Louvain,,academic,accepted,0.85,model,1
UCL University College London,University College London,,academic,accepted,0.9,model,1
UCL-INSTITUTE OF CHILD HEALTH,University College London,,academic,accepted,0.9,model,1
UF de mthodologie en recherche clinique,UF de méthodologie en recherche clinique,,unknown,accepted,0.4,model,1
UHCW NHS Trust,UHCW NHS Trust,,hospital,accepted,0.9,model,1
UHL NHL Trust,University Hospitals of Leicester NHS Trust,,hospital,accepted,0.85,model,1
UHToulouse,Centre Hospitalier Universitaire de Toulouse,,hospital,accepted,0.7,model,1
UHangers,UHangers,,unknown,accepted,0.3,model,1
UK Childrens Cancer Study Group,UK Children's Cancer Study Group,,cooperative_group,accepted,0.9,model,1
"UK fr Ansthesieologie, Gemeinn. Sbg. Landeskliniken BetriebsgesmbH",Gemeinnutzige Salzburger Landeskliniken Betriebsgesellschaft,,hospital,accepted,0.7,model,1
"UK fr Ansthesiologie und allgemeine Intensivmedizin, LKH Salzburg",Landeskrankenhaus Salzburg,,hospital,accepted,0.7,model,1
ULB - Unit de Recherche en Lymphologie,Universite Libre de Bruxelles,,academic,accepted,0.7,model,1
ULB - Unit de Recherche en Lymphologie - Facult des Sciences de la motricit,Universite Libre de Bruxelles,,academic,accepted,0.7,model,1
ULB ERASME,Hôpital Erasme,,hospital,accepted,0.95,model,1
ULB ERASME HOSPITAL,Hôpital Erasme,,hospital,accepted,0.95,model,1
ULB Erasme Hospital,Hôpital Erasme,,hospital,accepted,0.95,model,1
UMC Amsterdam location AMC,Amsterdam UMC,,hospital,accepted,0.88,model,1
UMC ST Radboud,Radboudumc,,hospital,accepted,0.92,model,1
UMC St Radboud University Hospital Center,Radboudumc,,hospital,accepted,0.92,model,1
"UMC Utrecht, Julius Center for Health Sciences and Primary Care",University Medical Center Utrecht,,hospital,accepted,0.95,model,1
UMCN,Radboud University Medical Center,,hospital,accepted,0.75,model,1
UMCN St Radboud,Radboud University Medical Center,,hospital,accepted,0.75,model,1
UMCN department Pharm-Tox,Radboud University Medical Center,,hospital,accepted,0.8,model,1
UMCN farm-tox,Radboud University Medical Center,,hospital,accepted,0.75,model,1
UMCU Utrecht / UMCU Utrecht,University Medical Center Utrecht,,hospital,accepted,0.95,model,1
UNIDAD HEPATICA. CIBERehd. HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,Hospital General Universitario de Alicante,,hospital,accepted,0.9,model,1
UNIMED PHARMA spol. s r. o.,Unimed Pharma,,industry,accepted,0.8,model,1
UNITHER PHARMACEUTICALS,Unither Pharmaceuticals,,industry,accepted,0.95,model,1
UNIVERSIDAD REY JUAN CARLOS,Universidad Rey Juan Carlos,,academic,accepted,0.99,model,1
UNIVERSITA  DEGLI STUDI DI PAVIA,Università degli Studi di Pavia,,academic,accepted,0.95,model,1
UNIVERSITA DEGLI STUDI DI FERRARA,Universita degli Studi di Ferrara,,academic,accepted,0.95,model,1
UNIVERSITA DEGLI STUDI DI FIRENZE,Universita di Firenze,,academic,accepted,0.95,model,1
UNIVERSITA DEGLI STUDI DI FIRENZE - DIPARTIMENTO DI PSICOLOGIA,Universita di Firenze,,academic,accepted,0.75,model,1
UNIVERSITA DEGLI STUDI DI MESSINA,Università degli Studi di Messina,,academic,accepted,0.95,model,1
UNIVERSITA DEGLI STUDI DI MILANO-BICOCCA,Università degli Studi di Milano-Bicocca,,academic,accepted,0.95,model,1
UNIVERSITA DI GENOVA,Universita di Genova,,academic,accepted,0.9,model,1
UNIVERSITA DI TORINO,Università di Torino,,academic,accepted,0.95,model,1
UNIVERSITTSKLINIKUM DER MEDIZINISCHEN FAKULTT FREIBURG,Universitätsklinikum Freiburg,,hospital,accepted,0.9,model,1
"UNIVERSITTSMEDIZIN GTTINGEN, GEORG-AUGUST-UNIVERSITT,Klinik fr Kinder- und Jugendpsychiatrie/Psychotherapie",Universitätsmedizin Göttingen,,academic,accepted,0.86,model,1
UNIVERSITY CLINIC GOLNIK,University Clinic Golnik,,hospital,accepted,0.8,model,1
UNIVERSITY HEALTH NETWORK,University Health Network,,hospital,accepted,0.9,model,1
UNIVERSITY HOSPITALS ST LUC,Cliniques universitaires Saint-Luc,,hospital,accepted,0.95,model,1
UNIVERSITY MEDICAL  CENTRE LJUBLJANA,Univerzitetni klinični center Ljubljana,,hospital,accepted,0.9,model,1
UNIVERSITY OF FLORENCE,University of Florence,,academic,accepted,0.99,model,1
UNIVERSITY OF OXFORD,University of Oxford,,academic,accepted,0.95,model,1
UNIVERSITY OF SASSARI,University of Sassari,,academic,accepted,0.9,model,1
"UO Divisione Nefrologia, Dialisi e Trapianto renale","UO Divisione Nefrologia, Dialisi e Trapianto renale",,unknown,accepted,0.3,model,1
URIACH J. URIACH Y COMPANIA S.A.,Uriach,,industry,accepted,0.95,model,1
UROLOGY ASSOCIATES S.L.,Urology Associates,,academic,accepted,0.6,model,1
URSAPHARM Arzneimittel GmbH  Co. KG,Ursapharm,,industry,accepted,0.97,model,1
"USS Centro di Fisiopatologia della Riproduzione, A.O. Papa Giovanni XXIII",Azienda Ospedaliera Papa Giovanni XXIII,,hospital,accepted,0.9,model,1
USV Private Limited,USV Private Limited,,industry,accepted,0.8,model,1
UZ Brussel / UZ Brussel,Universitair Ziekenhuis Brussel,,hospital,accepted,0.95,model,1
UZ Brussel VUB,Universitair Ziekenhuis Brussel,,hospital,accepted,0.95,model,1
UZ Brussels,Universitair Ziekenhuis Brussel,,hospital,accepted,0.95,model,1
UZ Gasthuisberg Leuven,UZ Leuven,,hospital,accepted,0.93,model,1
"UZ KULeuven, service of Rheumatology",UZ Leuven,,hospital,accepted,0.93,model,1
UZ LEUVEN,UZ Leuven,,hospital,accepted,0.93,model,1
UZ Leuven - Bloedings- en Vaatziekten,UZ Leuven,,hospital,accepted,0.93,model,1
UZ Leuven / Belgian Gynaecological Oncology Group,UZ Leuven,,hospital,accepted,0.93,model,1
UZ Leuven Orthopedic research,UZ Leuven,,hospital,accepted,0.93,model,1
UZ Leuven-Department of Urology,UZ Leuven,,hospital,accepted,0.93,model,1
"UZ leuven, Marc Van de Velde",UZ Leuven,,hospital,accepted,0.93,model,1
UZ/KU Leuven,UZ Leuven,,hospital,accepted,0.93,model,1
UZBrussel,Universitair Ziekenhuis Brussel,,hospital,accepted,0.8,model,1
UZBrussel Department of Anesthesiology and Perioperative Medicine Acute and Chronic Pain Therapy,Universitair Ziekenhuis Brussel,,hospital,accepted,0.85,model,1
UZLEUVEN,UZ Leuven,,hospital,accepted,0.93,model,1
UZLeuven / UZLeuven,UZ Leuven,,hospital,accepted,0.93,model,1
UZLeuven Afdeling Oogziekten,UZ Leuven,,hospital,accepted,0.93,model,1
UZleuven,UZ Leuven,,hospital,accepted,0.93,model,1
Ubix Therapeutics Inc.,Ubix Therapeutics,,industry,accepted,0.9,model,1
Ulrich Tacke,Ulrich Tacke,,individual,accepted,0.9,model,1
Ulrik Grevstad,Ulrik Grevstad,,individual,accepted,0.9,model,1
Ulster Community  Hospitals Trust,Ulster Community and Hospitals Trust,,hospital,accepted,0.6,model,1
Ultimovacs ASA,Ultimovacs,,industry,accepted,0.9,model,1
Ultragenyx Pharmaceutial Inc.,Ultragenyx,,industry,accepted,0.99,model,1
Ultragenyx Pharmaceuticals Inc,Ultragenyx,,industry,accepted,0.99,model,1
Ultragenyx Pharmaceuticals Inc.,Ultragenyx,,industry,accepted,0.99,model,1
Ume Universitet,Umeå universitet,,academic,accepted,0.95,model,1
Ume university,Umeå universitet,,academic,accepted,0.95,model,1
Umea University,Umeå universitet,,academic,accepted,0.8,model,1
Umecrine Mood AB,Umecrine Mood,,academic,accepted,0.9,model,1
Unai Ortega Mera,Unai Ortega Mera,,individual,accepted,0.9,model,1
Unfallkrankenhaus Salzburg,Unfallkrankenhaus Salzburg,,hospital,accepted,0.8,model,1
Uni-Zentrum naturheilkunde,Uni-Zentrum Naturheilkunde,,academic,accepted,0.5,model,1
Unicancer / Institut Gustave Roussy,Unicancer,,cooperative_group,accepted,0.93,model,1
Unidad Integral de Investigacin en Oncologa S.L.,Unidad Integral de Investigacion en Oncologia,,academic,accepted,0.9,model,1
Unidad de Cirugia Artroscpica,Unidad de Cirugia Artroscopica,,unknown,accepted,0.5,model,1
Unidad de Gestin Clnica de Endocrinologa y Nutricin,Unidad de Gestion Clinica de Endocrinologia y Nutricion,,hospital,accepted,0.5,model,1
Unidad de Investigacin Hospital Universitario de Canarias,Hospital Universitario de Canarias,,hospital,accepted,0.9,model,1
Unidad de Investigacin en Tuberculosis de Barcelona UITB,Unidad de Investigacion en Tuberculosis de Barcelona,,academic,accepted,0.9,model,1
Unidad de Neuroinmunologa,Unidad de Neuroinmunologia,,hospital,accepted,0.4,model,1
Unidad de Trasplantes y Terapia Celular  del Hospital Universitario Central de Asturias,Hospital Universitario Central de Asturias,,hospital,accepted,0.85,model,1
Unidad de Trasplantes y Terapia Celular del Hospital General Universitario Central de Asturias,Hospital Universitario Central de Asturias,,hospital,accepted,0.85,model,1
Unidad de VIH - Servicio de Enfermedades Infecciosas. Hospital de Bellvitge,Hospital Universitari de Bellvitge,,hospital,accepted,0.75,model,1
Unidad de VIH. Servicio de Enfermedades Infecciosas. Hospital de Bellvitge,Hospital Universitari de Bellvitge,,hospital,accepted,0.75,model,1
Unidad de investigacin en Tuberculosis de Barcelona,Unidad de Investigacion en Tuberculosis de Barcelona,,academic,accepted,0.9,model,1
Unidad integral de investigacin en oncologia,Unidad Integral de Investigacion en Oncologia,,academic,accepted,0.9,model,1
Unidade Local De Saude De Coimbra E.P.E.,Unidade Local de Saude de Coimbra,,hospital,accepted,0.9,model,1
