raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
WT1 mRNA DC,Wt1 mrna-electroporated dendritic cells,,cell_or_gene_therapy,accepted,0.8,model,1
WT1-A10,Wt1-a10,,biologic,accepted,0.7,model,1
WT1-A10 + AS01B,Wt1-a10 recombinant protein,,vaccine,accepted,0.75,model,1
WT1-A10 + AS15,Wt1-a10|as15,,vaccine,accepted,0.75,model,1
WT1-loaded CBDC Vaccine,Wt1-loaded cbdc vaccine,,cell_or_gene_therapy,accepted,0.8,model,1
WT1-loaded CBDC vaccine,Wt1-loaded cbdc vaccine,,cell_or_gene_therapy,accepted,0.8,model,1
WVE-003,Wve-003,,unknown,accepted,0.6,model,1
WVE-006,Wve-006,,unknown,accepted,0.6,model,1
Wainzua 45 mg solution for injection in pre-filled pen,Eplontersen,sodium,,accepted,1,registry,1
"Waran 2,5 mg tabletter",Warfarin,,,accepted,0.9,model,1
Warfarin Sodium BP,Warfarin,,,accepted,1,registry,1
Warfarin Teva 0.5mg Tablets,Warfarin,,,accepted,1,registry,1
Warfarin-Natrium,Warfarin,,,accepted,0.9,model,1
Warfarine,Warfarin,,,accepted,1,registry,1
Washington,A/washington influenza strain,,vaccine,accepted,0.6,model,1
Watchful waiting,,,,rejected,,,1
Water for Injections BP.,Water,,,accepted,1,registry,1
Water for Injections Ph. Eur.,Water,,,accepted,1,registry,1
"Weidornextrakt Trockenextrakt aus Weidornblttern mit Blten 4 - 6,6:1 Auszugsmittel: Ethanol 45  m",Hawthorn leaf and flower extract,,supplement_or_excipient,accepted,0.8,model,1
Wellbutrin XR 150 mg-Retardtabletten,Bupropion,,,accepted,1,registry,1
Whartons jelly-derived mesenchymal stem cells,Wharton's jelly-derived mesenchymal stem cells,,cell_or_gene_therapy,accepted,0.95,model,1
White Opaque Size 3 capsule containing Microcrystalline Cellulose (MCC),Microcrystalline cellulose,,,accepted,0.9,model,1
White Petrolatum,"Petrolatum, white",,,accepted,1,registry,1
White Soft Paraffin,"Petrolatum, white",,,accepted,0.95,model,1
White opaque capsule filled with a white to off- white powder,,,,rejected,,,1
"White opaque capsules, size 1",,,,rejected,,,1
"White opaque, hard hypromellose capsule, size 3 containing same excipients as TAK-279 active capsule",,,,rejected,,,1
"White, flat round, uncoated tablet. Diameter 9 mm.",,,,rejected,,,1
"White, round, convex tablets with a diameter of 8 mm containing no active pharmaceutical ingredient. The composition (per 1000 tablets) includes lactose monohydrate (85 g), potato starch (86 g), gelatin A (3 g), purified water (72 g) and magnesium stearate (0.9 g), talc (8.1 g).",,,,rejected,,,1
"White, round, plain, biconvex film-coated tablet. 
Matching 4.45 mg tablet is 3.7 mm in diameter.",,,,rejected,,,1
"White, round, plain, biconvex film-coated tablet. matching 17.8 mg tablet is 7.5 mm in diameter.",,,,rejected,,,1
Whole Virion A,"Influenza a virus, inactivated whole virion",,,accepted,0.6,model,1
"Wilate 1000, 1000 I.E. VWF",Von willebrand factor human,,,accepted,0.8,model,1
"Wilate 1000, 1000 IU VWF",Von willebrand factor human,,,accepted,0.85,model,1
"Wilate 500, 500 I.E. VWF",Von willebrand factor human,,,accepted,0.7,model,1
"Wilate 500, 500 IU VWF",Von willebrand factor human,,,accepted,0.85,model,1
Willfact 2000 IU Powder and solvent for solution for injection,Vonicog alfa,,,accepted,0.75,model,1
Wiloctin,Wiloctin,,unknown,accepted,0.3,model,1
Wilzin 25 mg hard capsules,Zinc acetate,anhydrous,,accepted,0.9,model,1
Wilzin 50 mg hard capsules,Zinc acetate,anhydrous,,accepted,0.9,model,1
Winrevair 45 mg powder and solvent for solution for injection,Sotatercept,,,accepted,1,registry,1
Winrevair 60 mg powder and solvent for solution for injection,Sotatercept,,,accepted,1,registry,1
Winrevair 60 mg powder for solution for injection,Sotatercept,,,accepted,1,registry,1
X VIVO EXPANDED WHARTONS JELLY DERIVED MESENCHYMAL STEM CELLS,"Wharton's jelly-derived mesenchymal stem cells, expanded",,cell_or_gene_therapy,accepted,0.9,model,1
X-187,X-187,,unknown,accepted,0.3,model,1
X-396 Capsules,Ensartinib,hydrochloride,,accepted,1,registry,1
X-vivo 15 (serum-free growth medium manufactured under gmp and commercially available from Lonza),,,,rejected,,,1
"XANAX 0,5 mg Tabletten",Alprazolam,,,accepted,1,registry,1
XANTHUM GUM,Xanthan gum,,supplement_or_excipient,accepted,0.9,model,1
XARELTO,Rivaroxaban,,,accepted,1,registry,1
XAV-19,Xav-19,,biologic,accepted,0.7,model,1
XCEL-M-ALPHA,Xcel-m-alpha,,unknown,accepted,0.4,model,1
XCEL-MT-OSTEO-ALPHA,Xcel-mt-osteo-alpha,,cell_or_gene_therapy,accepted,0.5,model,1
XEN1101 placebo,Placebo,,placebo,accepted,1,registry,1
"XEN1101 placebo drug product consists of a size 3 white opaque HPMC capsule (Capsugel VCaps® Plus White OP)
containing 10mg of Avicel® PH102 (microscrystaline cellulose)",Placebo,,placebo,accepted,1,registry,1
XENAZINE,Tetrabenazine,,,accepted,1,registry,1
XENETIX 350 (350 mg d’Iode,Iobitridol,,,accepted,0.7,model,1
XEOMEEN 200 eenheden poeder voor oplossing voor injectie,Incobotulinumtoxina,,,accepted,0.95,model,1
XEOMEEN 200 unités poudre pour solution injectable,Incobotulinumtoxina,,,accepted,0.9,model,1
XEOMIN,Botulinum toxin type a,,,accepted,0.95,model,1
XEOMIN 100 Einheiten Pulver zur Herstellung einer Injektionslösung,Botulinum toxin type a,,,accepted,0.9,model,1
XEOMIN 100 unidades polvo para solución inyectable,Botulinum toxin type a,,,accepted,0.95,model,1
"XEOMIN 100 yksikköä injektiokuiva-aine, liuosta varten",Incobotulinumtoxina,,,accepted,0.9,model,1
XEOMIN 100 units powder for solution for injection,Incobotulinumtoxina,,,accepted,0.95,model,1
XEOMIN 200 Einheiten Pulver zur Herstellung einer Injektionslösung,Botulinum toxin type a,,,accepted,0.6,model,1
XEOMIN 200 V pulveris injekciju šķīduma pagatavošanai,Botulinum toxin type a,,,accepted,0.9,model,1
XEOMIN 200 egység por oldatos injekcióhoz,Botulinum toxin type a,,,accepted,0.85,model,1
XEOMIN 200 jednotek prášek pro injekční roztok,Incobotulinumtoxina,,,accepted,0.9,model,1
XEOMIN 200 jednotiek prášok na injekčný roztok,Botulinum toxin type a,,,accepted,0.9,model,1
XEOMIN 200 unidades polvo para solución inyectable,Incobotulinumtoxina,,,accepted,0.95,model,1
XEOMIN 50 Units,Botulinum toxin type a,,,accepted,0.95,model,1
XEOMIN 50 unidades polvo para solución inyectable,Incobotulinumtoxina,,,accepted,0.95,model,1
"XEOMIN 50 unités, poudre pour solution injectable",Incobotulinumtoxina,,,accepted,0.9,model,1
"XEOMIN 50 yksikköä injektiokuiva-aine, liuosta varten",Incobotulinumtoxina,,,accepted,0.9,model,1
"XEOMIN, 100 unità, polvere per soluzione iniettabile",Botulinum toxin type a,,,accepted,0.75,model,1
"XEOMIN, 200 unità, polvere per soluzione iniettabile",Botulinum toxin type a,,,accepted,0.75,model,1
XG-102,Brimapitide,,,accepted,1,registry,1
XGEVA 120 mg solution for injection in pre-filled syringe,Denosumab,,,accepted,1,registry,1
XIFAXAN 550 mg filmomhulde tabletten,Rifaximin,,,accepted,1,registry,1
XILOMETAZOLINA HIDROCLORURO,Xylometazoline,hydrochloride,,accepted,1,registry,1
XL 147,Pilaralisib,,,accepted,0.9,model,1
XL-413,Bms-863233,,,accepted,1,registry,1
XL147,Pilaralisib,,,accepted,1,registry,1
XL184 100mg,Cabozantinib,,,accepted,0.9,model,1
XL184 25mg,Cabozantinib,,,accepted,0.8,model,1
XNW4107,Xnw4107,,unknown,accepted,0.5,model,1
XOFIGO,Radium (223ra) dichloride,,,accepted,0.85,model,1
XOLAIR,Omalizumab,,,accepted,1,registry,1
XOMA 213,Ersodetug,,,accepted,0.6,model,1
XOMA 358,Ersodetug,,,accepted,1,registry,1
XPF-001,Xpf-001,,unknown,accepted,0.8,model,1
XPF-008,Xpf-008,,unknown,accepted,0.8,model,1
XPro1595,Pegipanermin,,,accepted,1,registry,1
XR9576,Tariquidar,,,accepted,1,registry,1
XVR011,Xvr011,,unknown,accepted,0.5,model,1
XYLOCAINE,Lidocaine,hydrochloride,,accepted,0.97,model,1
XYLOCAINE 5 mg,Lidocaine,hydrochloride,,accepted,0.95,model,1
"XYLOCAINE VISQUEUSE 2 %, gel oral",Lidocaine,hydrochloride,,accepted,0.85,model,1
XYLOCARD 20 mg,Lidocaine,hydrochloride,,accepted,0.9,model,1
XYLOCARD® 50mg,Lidocaine,hydrochloride,,accepted,0.9,model,1
XYLOMETAZOLINE,Xylometazoline,hydrochloride,,accepted,1,registry,1
XYLOMETAZOLINE HYDROCHLORIDE,Xylometazoline,hydrochloride,,accepted,1,registry,1
Xadago,Safinamide,mesylate,,accepted,0.9,model,1
Xadago 100 mg film-coated tablets,Safinamide,mesylate,,accepted,0.95,model,1
Xadago 50 mg film-coated tablets,Safinamide,mesylate,,accepted,0.95,model,1
Xalatan,Latanoprost,,,accepted,1,registry,1
Xalatan 50 micrograms,Latanoprost,,,accepted,1,registry,1
"Xalatan, øjendråber, opløsning",Latanoprost,,,accepted,1,registry,1
Xalcori,Crizotinib,,,accepted,0.9,model,1
Xaliproden,Xaliproden,,,accepted,1,registry,1
Xaliproden hydrochloride,Xaliproden,,,accepted,1,registry,1
Xalkori,Crizotinib,,,accepted,1,registry,1
Xaluprine 20 mg,Mercaptopurine,anhydrous,,accepted,1,registry,1
Xanomeline Tartrate,Xanomeline,tartrate,,accepted,1,registry,1
Xarelto,Rivaroxaban,,,accepted,1,registry,1
"Xarelto 2,5 mg",Rivaroxaban,,,accepted,1,registry,1
Xarelto 20 mg,Rivaroxaban,,,accepted,1,registry,1
Xarelto 20mg Rivaroxaban,Rivaroxaban,,,accepted,1,registry,1
Xeljanz,Tofacitinib,citrate,,accepted,0.9,model,1
Xeloda Capecitabine,Capecitabine,,,accepted,1,registry,1
Xeloda capecitabine,Capecitabine,,,accepted,1,registry,1
Xen2174,Xen2174,,small_molecule,accepted,0.6,model,1
Xenbilox,Chenodiol,,,accepted,1,registry,1
Xenical,Orlistat,,,accepted,1,registry,1
Xenical 120 mg hard capsules,Orlistat,,,accepted,1,registry,1
Xenon gas,Xenon,,,accepted,1,registry,1
Xenon pro Anaesthesia,Xenon,,,accepted,1,registry,1
"Xenpozyme (olipudase alfa,GZ402665)",Olipudase alfa,,,accepted,1,registry,1
Xeomeen,Incobotulinumtoxina,,,accepted,0.9,model,1
Xeomin 200 unidades pó para solução injetável,Botulinum toxin type a,,,accepted,0.97,model,1
Xeomin placebo,Placebo,,placebo,accepted,1,registry,1
Xeplion,Paliperidone,palmitate,,accepted,1,registry,1
Xeplion 150 mg and Xeplion 100 mg prolonged release suspension for injection,Paliperidone,palmitate,,accepted,1,registry,1
Xeplion 25 mg prolonged release suspension for injection,Paliperidone,palmitate,,accepted,1,registry,1
Xeter 10 mg filmtabletta,Rosuvastatin,calcium,,accepted,0.6,model,1
Xevinapant Placebo,Placebo,,placebo,accepted,1,registry,1
Xevinapant placebo,Placebo,,placebo,accepted,1,registry,1
Xience V,,,,rejected,,,1
Xifaxanta,Rifaximin,,,accepted,1,registry,1
Xigduo 5 mg,Metformin hydrochloride|dapagliflozin propanediol monohydrate,,,accepted,1,registry,1
Xigris,Drotrecogin alfa (activated),,,accepted,1,registry,1
Xofluza 2 mg,Baloxavir marboxil,,,accepted,1,registry,1
Xofluza 20 mg film-coated tablets,Baloxavir marboxil,,,accepted,1,registry,1
Xolair 150 mg powder and solvent for solution for injection,Omalizumab,,,accepted,1,registry,1
Xolair 300 mg solution for injection in pre-filled syringe,Omalizumab,,,accepted,1,registry,1
Xolair omalizumab,Omalizumab,,,accepted,1,registry,1
Xoterna Breezhaler 85 micrograms,Indacaterol|glycopyrronium bromide,,,accepted,1,registry,1
Xtandi,Enzalutamide,,,accepted,1,registry,1
Xtandi - 80 mg film-coated tablets,Enzalutamide,,,accepted,1,registry,1
Xylanaest,Lidocaine,hydrochloride,,accepted,0.7,model,1
"Xylanaest 0,5 % mit Epinephrin 1:200.000 - Durchstechflaschen",Lidocaine|epinephrine,,small_molecule,accepted,0.75,model,1
Xylanaest purum 1 % - Durchstechflaschen,Lidocaine,hydrochloride,,accepted,0.7,model,1
Xylocain liniment 3,Lidocaine,hydrochloride,,accepted,0.9,model,1
"Xylocain ®Dental adrenalin 
20 mg",Lidocaine,hydrochloride,,accepted,0.6,model,1
"Xylocain, injektionsvæske, opløsning",Lidocaine,hydrochloride,,accepted,0.92,model,1
"Xylocaine 1 with Adrenaline Epinephrine 1:200,000",Lidocaine|epinephrine,,small_molecule,accepted,0.9,model,1
Xylocaine 10 mg Spray,Lidocaine,hydrochloride,,accepted,0.9,model,1
"Xylocaine 2 with Adrenaline Epinephrine 1:200,000",Lidocaine|epinephrine,,small_molecule,accepted,0.9,model,1
Xylocaine 4 Topical,Lidocaine,hydrochloride,,accepted,0.9,model,1
Xylocore High Strength,Xylocore,,unknown,accepted,0.5,model,1
Xylocore Low Strength,Xylocore,,unknown,accepted,0.5,model,1
Xylocore Medium Strength,Xylocore,,unknown,accepted,0.5,model,1
Xylometazolin,Xylometazoline,hydrochloride,,accepted,0.9,model,1
"Xylometazolini hydrochloridum 0,010g",Xylometazoline,hydrochloride,,accepted,0.98,model,1
Xyloplyin Dental Adrenalin,Lidocaine|epinephrine,,small_molecule,accepted,0.6,model,1
Xyrem sodium oxybate oral solution,Sodium oxybate,,,accepted,1,registry,1
Xyzal 0.5 mg,Levocetirizine,,,accepted,0.85,model,1
Xyzal 5 mg film-coated tablets,Levocetirizine,,,accepted,0.9,model,1
Xyzal 5mg Tablets,Levocetirizine,,,accepted,0.9,model,1
Y-90 Ibritumomab Tiuxetan,Yttrium y 90 ibritumomab tiuxetan,,,accepted,0.97,model,1
Y90-Ibritumomab Tiuxetan,Yttrium y 90 ibritumomab tiuxetan,,,accepted,0.97,model,1
YELLOW SOFT PARAFFIN,Paraffin,,,accepted,0.8,model,1
YF476,Netazepide,,,accepted,1,registry,1
YL201,Yl201,,biologic,accepted,0.6,model,1
YM178 OCAS tablet 100 mg,Mirabegron,,,accepted,1,registry,1
YM178 OCAS tablet 25 mg,Mirabegron,,,accepted,1,registry,1
YM758,Ym758,,small_molecule,accepted,0.6,model,1
YOCORAL 5 mg tabletten,Yocoral,,small_molecule,accepted,0.3,model,1
YOHIMBINUM HYDROCHLORICUM DIL. D4,Yohimbine,hydrochloride,,accepted,1,registry,1
YSLT Latanoprost 50 g,Latanoprost,,,accepted,0.97,model,1
"Yanimo Respimat 2,5 microgramos",Olodaterol|tiotropium,,small_molecule,accepted,0.8,model,1
Yarrowia lipolytica lipase,Ms-1819,,,accepted,0.85,model,1
"Yasmin® 0,03 mg",Ethinyl estradiol,,,accepted,0.7,model,1
Yeast-derived microvesicles containing recombinant Tissue Factor,Yeast-derived microvesicles containing recombinant tissue factor,,biologic,accepted,0.9,model,1
Yeast-derived microvesicles containing recombinant tissue factor,Yeast-derived microvesicles containing recombinant tissue factor,,biologic,accepted,0.9,model,1
Yellox 0.9 mg,Bromfenac,sodium,,accepted,0.8,model,1
Yohimbine,Yohimbine,hydrochloride,,accepted,1,registry,1
Yondelis 0.25 mg powder for concentrate for solution for infusion,Trabectedin,,,accepted,1,registry,1
Yondelis 0.25 mg powder for concentrate for solution for infusion.,Trabectedin,,,accepted,1,registry,1
Yorvipath 294 micrograms,Palopegteriparatide,,,accepted,1,registry,1
Yorvipath 420 micrograms,Palopegteriparatide,,,accepted,1,registry,1
Yttrium-90 radiolabelled anti-CD66 monoclonal antibody INN of Anti-CD66 Besilesomab,Yttrium y-90,,,accepted,1,registry,1
Yttrium90 radiolabelled antiCD66,Yttrium y-90 anti-cd66 antibody,,radiopharmaceutical,accepted,0.7,model,1
Yuflyma 80 mg solution for injection in pre-filled pen,Adalimumab,,,accepted,1,registry,1
Z-338,Acotiamide,hydrochloride,,accepted,1,registry,1
Z-Endoxifen,Endoxifen,,,accepted,1,registry,1
Z102 Prednisolone and Dipyridamole.,Dipyridamole|prednisolone,,small_molecule,accepted,0.7,model,1
ZADAXIN,Thymalfasin,,,accepted,1,registry,1
"ZADAXIN® 1,6 mg",Thymalfasin,,,accepted,1,registry,1
ZALTRAP,Aflibercept,,,accepted,1,registry,1
ZALTRAP 25 mg,Aflibercept,,,accepted,1,registry,1
ZANAMIVIR,Zanamivir,hydrate,,accepted,1,registry,1
ZANIDATAMAB,Zanidatamab,,,accepted,1,registry,1
ZAVEDOS,Idarubicin,hydrochloride,,accepted,1,registry,1
"ZAVEDOS 10 mg, poudre pour solution pour perfusion",Idarubicin,hydrochloride,,accepted,1,registry,1
ZD4054,Zibotentan,,,accepted,1,registry,1
ZD6474-PLACEBO TABLETS,Placebo,,placebo,accepted,1,registry,1
ZELDOX - Hartkapseln 40 mg,Ziprasidone,,,accepted,1,registry,1
ZENGAC “500 mg Polvere per soluzione per infusione e per uso orale”,Unknown substance (zengac),,unknown,accepted,0.3,model,1
ZEPATIER,Elbasvir|grazoprevir,,,accepted,1,registry,1
ZESTORIC,Hydrochlorothiazide|lisinopril,,small_molecule,accepted,0.8,model,1
ZETOMIPZOMIB (KZR-616),Zetomipzomib,maleate,,accepted,1,registry,1
"ZEULIDE 3,75 mg, poudre et solvant pour suspension injectable à libération prolongée",Triptorelin,,,accepted,0.9,model,1
ZIBOTENTAN,Zibotentan,,,accepted,1,registry,1
ZICONOTIDE,Ziconotide,acetate,,accepted,1,registry,1
ZIDOVUDINA DC.IT FU,Zidovudine,,,accepted,1,registry,1
ZIDOVUVINA,Zidovudine,,,accepted,0.85,model,1
ZILEUTON,Zileuton,,,accepted,1,registry,1
ZIMBERELIMAB,Zimberelimab,,,accepted,1,registry,1
ZIMHI™ (naloxone hydrochloride injection) for intramuscular or subcutaneous use,Naloxone,hydrochloride,,accepted,1,registry,1
"ZIMINO 12.5 mg levosimendan 2,5 mg",Levosimendan,,,accepted,0.95,model,1
ZIMOX 1 g compresse,Amoxicillin,,,accepted,0.85,model,1
ZINC,Zinc,,,accepted,0.95,model,1
ZINC ACETATE DIHYDRATE,Zinc acetate,anhydrous,,accepted,1,registry,1
ZINC ETHYL FUMARATE,Ethyl hydrogen fumarate,magnesium,small_molecule,accepted,0.7,model,1
ZINC SULFATE HEPTAHYDRATE PH. EUR.,Zinc sulfate,,,accepted,0.97,model,1
ZIRCONIUM (89Zr) Patritumab Deruxtecan,Patritumab deruxtecan,,,accepted,0.6,model,1
"ZITHROMAX 250 mg tablett, filmdragerad",Azithromycin,monohydrate,,accepted,1,registry,1
"ZITHROMAX 250 mg, comprim pellicul",Azithromycin,monohydrate,,accepted,1,registry,1
"ZITHROMAX 250 mg, comprimé pelliculé",Azithromycin,monohydrate,,accepted,1,registry,1
ZITHROMAX 40 mg,Azithromycin,monohydrate,,accepted,1,registry,1
ZK 283197,Zk 283197,,unknown,accepted,0.4,model,1
ZL-1310,Zl-1310,,biologic,accepted,0.6,model,1
ZOCOR,Simvastatin,,,accepted,1,registry,1
"ZOLADEX 3,6 mg implantat",Goserelin,acetate,,accepted,1,registry,1
"ZOLADEX LA 10,8 mg implantat",Goserelin,acetate,,accepted,1,registry,1
"ZOLADEX, 3,6 mg, implant",Goserelin,acetate,,accepted,1,registry,1
ZOLBETUXIMAB,Zolbetuximab,,,accepted,1,registry,1
ZOLEDRONIC ACID MONOHYDRATE,Zoledronic acid,,,accepted,1,registry,1
ZOLFO ESAFLUORURO,Sulphur hexafluoride,,,accepted,0.9,model,1
ZOLINZA,Vorinostat,,,accepted,1,registry,1
ZOLMITRIPTAN,Zolmitriptan,,,accepted,1,registry,1
ZOLPIDEM TARTRATE,Zolpidem,tartrate,,accepted,1,registry,1
ZOLSKETIL pegylated liposomal 2 mg,"Doxorubicin hydrochloride, liposomal",,,accepted,0.9,model,1
ZOPHREN 4 mg,Ondansetron,hydrochloride,,accepted,1,registry,1
"ZOPHREN 8 mg, comprimé pelliculé",Ondansetron,hydrochloride,,accepted,1,registry,1
ZORAC,Tazarotene,,,accepted,1,registry,1
ZOTEPINE,Zotepine,,,accepted,1,registry,1
ZP1848,Glepaglutide,,,accepted,1,registry,1
ZPL-3893787,Adriforant,,,accepted,1,registry,1
ZPL-3893787-18,Zpl-3893787-18,,small_molecule,accepted,0.5,model,1
ZPL-5212372,Pf-5212372,,,accepted,1,registry,1
ZUCLOPENTHIXOL DECANOATE,Zuclopenthixol,,,accepted,1,registry,1
ZYDELIG,Idelalisib,,,accepted,1,registry,1
ZYMAD 200 000 UI,Colecalciferol,,,accepted,1,registry,1
ZYMAD 50 000 UI,Colecalciferol,,,accepted,1,registry,1
"ZYMAD 50 000 UI, solution buvable en ampoule",Colecalciferol,,,accepted,1,registry,1
ZYN002 Placebo Transdermal Gel,Placebo,,placebo,accepted,1,registry,1
ZYNYZ 500 mg concentrate for solution for infusion,Retifanlimab,,,accepted,1,registry,1
ZYPREXA - Tabletten ueberzogen 10 mg,Olanzapine,pamoate,,accepted,1,registry,1
ZYPREXA 10 mg coated tablets,Olanzapine,pamoate,,accepted,1,registry,1
ZYPREXA 2.5 mg coated tablets,Olanzapine,pamoate,,accepted,1,registry,1
ZYTIGA,Abiraterone,,,accepted,0.95,model,1
ZYTIGA 250 mg tabletter,Abiraterone,,,accepted,0.95,model,1
ZYTIGA ABIRATERONE ACETATE,Abiraterone,,,accepted,0.75,model,1
ZYVOX,Linezolid,,,accepted,1,registry,1
Zabedosertib,Zabedosertib,,small_molecule,accepted,0.8,model,1
Zaditen ophtha sine,Ketotifen,fumarate,,accepted,1,registry,1
Zaltrap,Aflibercept,,,accepted,1,registry,1
Zalunfiban,Zalunfiban,acetate,,accepted,1,registry,1
Zampilimab,Zampilimab,,,accepted,1,registry,1
Zanidatamab,Zanidatamab,,,accepted,1,registry,1
Zantac,Ranitidine,hydrochloride,,accepted,1,registry,1
Zaredrop 75 mg,Zaredrop,,unknown,accepted,0.3,model,1
Zarnestra,Tipifarnib,,,accepted,1,registry,1
Zaroxolyn 10 mg compresse,Metolazone,,,accepted,1,registry,1
Zaroxolyn 5 mg compresse,Metolazone,,,accepted,1,registry,1
Zavedos,Idarubicin,hydrochloride,,accepted,1,registry,1
"Zavedos, pulver till injektionsvätska, lösning",Idarubicin,hydrochloride,,accepted,1,registry,1
Zavedos® 5 mg Pulver und Lösungsmittel zur Herstellung einer Injektionslösung Wirkstoff: Idarubicinhydrochlorid,Idarubicin,hydrochloride,,accepted,1,registry,1
Zavesca 100 mg hard capsules,Miglustat,,,accepted,1,registry,1
Zaxine,Rifaximin,,,accepted,0.85,model,1
Zeaxanthin,Zeaxanthin,,,accepted,1,registry,1
Zegalogue 0.6 mg solution for injection in pre-filled syringe,Dasiglucagon,hydrochloride,,accepted,1,registry,1
Zelboraf 240 mg compresse rivestite,Vemurafenib,,,accepted,1,registry,1
Zeldox,Ziprasidone,,,accepted,1,registry,1
Zemaira,.Alpha.1-proteinase inhibitor human,,,accepted,1,registry,1
Zenalb 20 Human albumin solution,Albumin human,,,accepted,0.97,model,1
Zenpep delayed-release capsule,Pancrelipase,,,accepted,0.95,model,1
Zerlasiran,Zerlasiran,,,accepted,1,registry,1
Zevalin,Ibritumomab tiuxetan,,,accepted,0.8,model,1
Zevalin: Yttrium-90 ibritumomab tiuxetan,Yttrium y 90 ibritumomab tiuxetan,,,accepted,0.95,model,1
Ziagen,Abacavir,sulfate,,accepted,0.92,model,1
Zibotentan + Dapagliflozin,Zibotentan,,,accepted,1,registry,1
Zibotentan Placebo,Placebo,,placebo,accepted,1,registry,1
Zibotentan placebo,Placebo,,placebo,accepted,1,registry,1
Ziconotide,Ziconotide,acetate,,accepted,1,registry,1
Zicronapine,Zicronapine,,,accepted,1,registry,1
Zidebactam,Zidebactam,,,accepted,1,registry,1
Zidovudin,Zidovudine,,,accepted,0.95,model,1
Zidovudine and Lamivudine,Zidovudine,,,accepted,1,registry,1
Ziftomenib Placebo,Placebo,,placebo,accepted,1,registry,1
Ziihera 300 mg powder for concentrate for solution for infusion.,Zanidatamab,,,accepted,1,registry,1
Zilovertamab,Cirmtuzumab,,,accepted,1,registry,1
Ziltivekimab,Ziltivekimab,,,accepted,1,registry,1
Ziltivekimab B 15 mg,Ziltivekimab,,,accepted,1,registry,1
Zinc Allergen (zinc chloride 1%),Zinc chloride,,,accepted,0.85,model,1
Zinc Pyrithione,Pyrithione zinc,,,accepted,1,registry,1
Zinc acetate,Zinc acetate,anhydrous,,accepted,1,registry,1
Zinc acetate USP,Zinc acetate,anhydrous,,accepted,0.95,model,1
Zinc ethyl fumarate,Ethyl hydrogen fumarate,magnesium,small_molecule,accepted,0.7,model,1
Zinc oxide 10 in ketoconazole,Ketoconazole|zinc oxide,,small_molecule,accepted,0.6,model,1
Zinc oxide ointment,Zinc oxide,,,accepted,1,registry,1
Zinc sulphate 1mmol in 10ml,Zinc sulfate,,,accepted,0.97,model,1
Zinc sulphate monohydrate,Zinc sulfate,,,accepted,0.95,model,1
Zinforo 600 mg powder for concentrate for solution for infusion,Ceftaroline fosamil,acetate,,accepted,0.95,model,1
"Zink Verla® 10 mg, Filmtabletten",Zinc,,,accepted,0.7,model,1
Zink-D-Gluconat,Zinc,,,accepted,0.8,model,1
Zinkchlorid,Zinc chloride,,,accepted,0.9,model,1
"Zinnat 500 mg, tbl flm",Cefuroxime axetil,,,accepted,1,registry,1
"Zipalertinib Placebo Tablets is a film-coated tablet that does not contain the active ingredient, zipalertinib.",Placebo,,placebo,accepted,1,registry,1
Ziprasidona,Ziprasidone,,,accepted,1,registry,1
Ziprasidone Hydrochloride approved INN,Ziprasidone,,,accepted,1,registry,1
Zirconium Zr 89 crefmirlimab berdoxam,Zirconium zr 89 crefmirlimab berdoxam,,,accepted,1,registry,1
Zn superoxide dismutase rhSOD,"Superoxide dismutase (recombinant human, zn)",,biologic,accepted,0.8,model,1
Zn-hyaluronate,Hyaluronic acid,,,accepted,0.65,model,1
Zocor,Simvastatin,,,accepted,1,registry,1
Zocord,Simvastatin,,,accepted,0.85,model,1
Zofenopril and diuretics,Zofenopril,,,accepted,1,registry,1
Zofran,Ondansetron,hydrochloride,,accepted,1,registry,1
Zofran 4 Injectie,Ondansetron,hydrochloride,,accepted,1,registry,1
"Zoladex 3,6 mg implantat",Goserelin,acetate,,accepted,1,registry,1
Zoladex 3.6 mg Implant,Goserelin,acetate,,accepted,1,registry,1
"Zoladex-10,8, implantatiestaafje 10,8 mg",Goserelin,acetate,,accepted,0.97,model,1
"Zoladex® 3,6 mg Implantat",Goserelin,acetate,,accepted,1,registry,1
Zoledronat,Zoledronic acid,,,accepted,0.9,model,1
Zoledronate,Zoledronic acid,,,accepted,1,registry,1
Zoledronate EG 4 mg,Zoledronic acid,,,accepted,1,registry,1
Zoledronate EG 5 mg,Zoledronic acid,,,accepted,1,registry,1
Zoledronic Acid Fresenius Kabi 4 mg,Zoledronic acid,,,accepted,1,registry,1
Zoledronic Acid Oresund Pharma 4 mg,Zoledronic acid,,,accepted,1,registry,1
Zoledronic Acid Seacross 5 mg,Zoledronic acid,,,accepted,1,registry,1
Zoledronic acid free of water,Zoledronic acid,,,accepted,1,registry,1
Zoledronic acid fresenius kabi,Zoledronic acid,,,accepted,1,registry,1
Zoliflodacin,Zoliflodacin,,,accepted,1,registry,1
Zoloft,Sertraline,hydrochloride,,accepted,1,registry,1
Zoloft 20 mg,Sertraline,hydrochloride,,accepted,1,registry,1
Zolpidem Viatris 10 mg comprimés pelliculés,Zolpidem,tartrate,,accepted,1,registry,1
Zolpidem tartrate,Zolpidem,tartrate,,accepted,1,registry,1
Zometa 4mg,Zoledronic acid,,,accepted,0.95,model,1
