raw_sponsor,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
Thoraxcentrum Erasmus MC,ent_001054,0.93,mint,All departments/units of Erasmus University Medical Center Rotterdam,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thoraxclinic at the University of Heidelberg,ent_003043,0.9,mint,Same clinic,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thoraxkirurgisk afd. Rigshospitalet,ent_002692,0.8,mint,Department (Thoracic Surgery) resolves to parent hospital Rigshospitalet,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Thoraxklinik Heidelberg,ent_003043,0.9,mint,Same clinic,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thoraxklinik Heidelberg gGmbH,ent_003043,0.9,mint,Same clinic,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thoraxklinik-Heidelberg gGmbH,ent_003043,0.9,mint,Same clinic,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thornton  Ross Limited,ent_003044,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Thornton  Ross Ltd,ent_003044,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Threshold Pharmaceuticals,ent_003045,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Threshold Pharmaceuticals, Inc",ent_003045,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Threshold Pharmaceuticals, Inc.",ent_003045,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ThromboGenics Ltd.,ent_003046,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ThromboGenics N.V,ent_003046,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ThromboGenics N.V.,ent_003046,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ThromboGenics NV,ent_003046,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Thrombosis Research Institute,ent_003047,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Thrombotargets Europe,ent_006761,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Thrombotech Ltd.,ent_006762,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"TiGenix, S.A. Unipersonal",ent_003048,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"TiGenix, S.A.U.",ent_003048,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tibotec BVBA,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tibotec Pharmaceuticals,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tibotec Pharmaceuticals Limited,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tibotec Pharmaceuticals Limited Ireland,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tibotec Pharmaceuticals Ltd,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tibotec Pharmaceuticals Ltd.,ent_003049,0.95,mint,"All variants of Tibotec (Janssen/J&J subsidiary), including Tibotec BVBA.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Tiburio Therapeutics, Inc.",ent_006763,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tigercat Pharma, Inc.",ent_006764,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TikoMed AB,ent_006765,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tilburg University,ent_006766,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tillotts Pharma AG,ent_006767,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Timber Pharmaceuticals, LLC",ent_006768,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Timo Jahnukainen,ent_006769,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Timo Laitio,ent_006770,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tiohundra AB,ent_006771,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tioma Therapeutics, Inc.",ent_006772,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tirol Kliniken GmbH,ent_003051,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tisento Therapeutics Inc.,ent_006773,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"TiumBio Co., Ltd.",ent_003052,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tiumbio Co. Ltd.,ent_003052,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tiziana Life Sciences Plc,ent_006774,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tobira Therapeutics Inc., a subsidiary of Allergan plc",ent_003053,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Tobira Therapeutics, Inc., a subsidiary of Allergan plc",ent_003053,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tokai Pharmaceuticals Inc,ent_003054,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tokai Pharmaceuticals, Inc.",ent_003054,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"TolerRx, Inc.",ent_006776,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"TolerX, Inc.",ent_003055,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Toleranzia AB,ent_006777,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tolero Pharmaceuticals, Inc.",ent_006778,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TolerogenixX GmbH,ent_006779,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tolerx, Inc.",ent_003055,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tolremo Therapeutics AG,ent_003056,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tomi Niemi,ent_006780,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tommi Vimpeli,ent_006781,0.6,mint,Appears to be a personal name with no institutional context.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tools4Patient,ent_006782,0.6,mint,"Single occurrence, appears to be a company name",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Top Institute Food and Nutrition,ent_003057,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Top institute of Pharmaceutical Research,ent_003058,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Topadur Pharma Deutschland GmbH / Topadur Pharma AG,ent_006783,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Topas Therapeutics GmbH,ent_006784,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Topigen Pharmaceuticals Inc.,ent_006785,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TopoTarget A/S,ent_003059,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TopoTarget Germany AG,ent_003059,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Topotarget A/S,ent_003059,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Toray Industries Inc,ent_003060,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Toray Industries Inc.,ent_003060,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Toray Industries, Inc.",ent_003060,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Torl Biotherapeutics LLC,ent_006786,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Torrent Pharmaceuticals Ltd.,ent_006787,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Toscana Life Sciences Sviluppo,ent_006789,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Totus Medicines Inc.,ent_006790,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Toulouse Hospital,ent_000698,0.96,mint,All variants of Toulouse university hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Toulouse University Hospital,ent_000698,0.96,mint,All variants of Toulouse university hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Tourmaline Bio Inc.,ent_006791,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trafford NHS Trust,ent_006793,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tranquis Therapeutics Inc.,ent_006794,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TransPharma Medical,ent_006795,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TransTech Pharma,ent_006796,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Transave, Inc",ent_003061,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Transave, Inc.",ent_003061,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Transcend Therapeutics Inc.,ent_006797,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Transgene,ent_003062,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Transgene S.A.,ent_003062,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Translational Oncology Research International,ent_003063,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Translational Research In Oncology,ent_003064,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Translational Research in Oncology,ent_003064,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Translational Research in Oncology TRIO,ent_003064,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Transparency in Healthcare,ent_006799,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Transplantationscntrum, Sahlgrenska Universitetssjukhuset",ent_002746,0.92,mint,Hospital and its departments/regional variants,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Transposon Therapeutics Inc.,ent_003065,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Transposon Therapeutics, Inc",ent_003065,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Transthera Sciences (Nanjing) Inc.,ent_006800,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tranzyme Inc.,ent_003066,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tranzyme, Inc",ent_003066,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tranzyme, Inc.",ent_003066,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Travere Therapeutics Inc.,ent_006801,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Treeline Biosciences Inc.,ent_006802,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Treeway TW001AD B.V.,ent_006803,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tremeau Pharmaceuticals, Inc.",ent_006804,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trevena Inc,ent_003067,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trevena Inc.,ent_003067,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Trevena, Inc.",ent_003067,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trevi Therapeutics Inc.,ent_003068,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Trevi Therapeutics, Inc.",ent_003068,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TrialNet Coordinating Center,ent_003069,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trichocare Diagnostics Ltd,ent_006805,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tricida Inc.,ent_003070,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Tricida, Inc.",ent_003070,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trimed Biotech GmbH,ent_006807,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trimel Biopharma SRL,ent_006808,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trinity College Dublin,ent_003071,0.8,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Trio Medicines Ltd,ent_003072,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tripep AB,ent_006809,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trishula Therapeutics Inc.,ent_006810,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Trius Therapeutics, Inc.",ent_006811,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Triveni Bio Inc.,ent_006812,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trizell Ltd,ent_006813,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Trustees Of The University Of Pennsylvania,ent_006878,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tubulis GmbH,ent_006815,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tuomo Nieminen,ent_006816,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Turku PET Centre,ent_003074,0.7,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turku Univeristy Hospital,ent_003075,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turku University Central Hospital,ent_003075,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turku University Hospital,ent_003075,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turku University Hospitla,ent_003075,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turku University hospital,ent_003075,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
TurnSole Biologics  Llc,ent_003076,0.88,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Turning Point Therapeutics Inc.,ent_003077,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Turun yliopistollinen keskussairaala,ent_003078,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tuula Manner,ent_006817,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TweeSteden Hospital,ent_003079,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TweeSteden hospital,ent_003079,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Twi Biotechnology Inc.,ent_006818,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
TxCell,ent_006819,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Tyra Biosciences Inc.,ent_006820,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.L.S.S. 16,ent_006821,0.6,mint,Single unverified public health authority reference (Unita Locale Socio Sanitaria 16).,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.L.S.S. 9 DI TREVISO,ent_000429,0.85,mint,Same local health authority (ULSS 9 Treviso); second entry is a department (Pediatria) resolved to parent institution.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O. Ginecologia e Ostetricia,ent_006822,0.3,mint,Department name lacking parent institution info; likely a hospital gynecology/obstetrics unit.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O. Terapia Intensiva,ent_003080,0.4,mint,"Only a department name given (Intensive Care Unit), no parent institution identified; both strings identical aside from case.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O. Terapia intensiva,ent_003080,0.4,mint,"Only a department name given (Intensive Care Unit), no parent institution identified; both strings identical aside from case.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O. Tossicologia,ent_006823,0.3,mint,"Only a department name given, parent institution unknown",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O.C. EMATOLOGIA - OSP. S. EUGENIO - ASL RM C,ent_006032,0.6,mint,"Department (Hematology unit) resolves to parent hospital Ospedale S. Eugenio, part of ASL Roma C",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.O.PNEUMOLOGIA- AZ. USL1 DI MASSA E CARRARA,ent_003980,0.7,mint,Department (Pneumology) resolves to parent local health authority.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
U.Z. Gasthuisberg,ent_003091,0.85,mint,"All refer to the same University Hospital Gasthuisberg/Leuven, including a department and a co-funding partner mention",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UAB Eli Lilly Lietuva,ent_001027,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UAB Froceth,ent_006824,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UAB Roche Lietuva,ent_002702,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UAB venioni vaistaols,ent_006825,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UBHT,ent_006826,0.5,mint,"UBHT is an abbreviation for United Bristol Healthcare Trust, a UK NHS hospital trust.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UCB AE,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BIOPHARMA SPRL,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BIOSCIENCES GmbH,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BIOSCIENCES Inc,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BIOSCIENCES Inc.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB BIOSCIENCES, INC.",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB BIOSCIENCES, Inc",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB BIOSCIENCES, Inc.",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BioPharma SPRL,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BioSciences GmbH,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB BioSciences Inc. A Member of the UCB Group of Companies,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB BioSciences, Inc",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biopharma,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biopharma SPRL,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biopharma SPRL.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biopharma SRL,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biopharma Sprl,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB Biopharma, SPRL",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biosciences GmbH,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Biosciences Inc.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB Biosciences, Inc.",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB Biosciences, Inc. A Member of the UCB Group of Companies",ent_003081,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UCB Celltech,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB Celltech, UK",ent_003081,0.8,mint,Celltech was acquired by UCB and operated as UCB Celltech; all three refer to the same entity.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"UCB Celltech, UK - Registered Branch of UCB Pharma SA",ent_003081,0.8,mint,Celltech was acquired by UCB and operated as UCB Celltech; all three refer to the same entity.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"UCB Celltech, UK Registered Branch of UCB Pharma SA",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Inc,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Inc.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB PHARMA,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB PHARMA S.A.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Pharma,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Pharma Belgium,ent_003081,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
UCB Pharma Inc.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Pharma Ltd,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Pharma S.A.,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB Pharma SA,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"UCB Pharma, Inc",ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
UCB S.A,ent_003081,0.95,mint,"All variants, subsidiaries and acquired units (Schwarz) of the UCB group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
