raw_substance,active_substance_clean,match_status,match_score,match_source,match_reason,n_occurrences
FRANGULA PURSHIANA BARK,Cascara sagrada,review,64,chembl,alias match (chembl_synonym): 'frangula purshiana bark' → 'cascara sagrada',1
Viscum album Trit. D2,Aviscumine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Recombinant FSH,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant AAV vector serotype 2 containing the human wild type mitochondrial ND4 gene,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
MEMBRANE FRACTIONS,Mimbane,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
ANHYDROUS ROPIVACAINE HYDROCHLORIDE,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
spicae,Spiclamine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Acetate,Acetiromate,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
chlorydrate dactylcholine,Chloral hydrate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Lindera aggregata var. aggregate,Lindane,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant human IgG1 monoclonal antibody to fibroblast growth factor 23 FGF23,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
LACTOBACILLUS BIFIDUS,Lactobacillus acidophilus,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Recombinant human apolipoprotein A-1,Recombinant human kallikrein-1,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Recombinant Neisseria meningitidis group B NadA protein.,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant human lysosomal alpha-mannosidase,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant antibody construct against human CD30 and CD16A,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
ilixadencel,Alexidine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
anhydrous bupivacaine hydrochloride,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
VACCINIUM MYRTILLUS ESTRATTO SECCO,Carcainium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant Neiserria Meningitidis group B NadA protein,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Fentalgon,Fenaclon,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Pollinex Quattro Birch 300 SU,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
Pollinex Quattro Birch 800 SU,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
Pollinex Quattro Birch 900 SU,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
Pollinex Quattro Birch 2000 SU,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
ANHYDROUS BUPIVACAINE HYDROCHLORIDE,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
Metaoxedrin,Metoxepin,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Indium 111-radiolabelled anti-CD66,Indisulam,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
PROTEASE,Promelase,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
recombinant human IgG3 monoclonal antibody specific for SpA,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant Interferon Beta-1b,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Proton Pump  Inhibitors,Piroctone,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Lactobacillus crispatus,Lactobacillus acidophilus,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pollinex Quattro Birch 900SU,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
"Myo-inositol hexaphosphate IP6, phytate",Inositol,review,63,chembl,alias match (chembl_synonym): 'myo-inositol' → 'inositol',1
"balance 1,5 Glucose, 1,25mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 2,3 Glucose, 1,25mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 4,25 Glucose, 1,25mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
RECOMBINANT HUMAN PARATHYROID HORMONE 1-84,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant Neisseria meningitidis group-B NadA protein,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
vaseline,Salverine,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
SGT-001,Stg-001,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Perfluorot-butylcyclohexane,Perfluoro tert-butylcyclohexane,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Benzodiazepines, z-hypnotics, opioids",Benzodiazepine,review,98,fuzzy:llm_reviewed,fuzzy match (jw similarity 98%),1
Recombinant human hyaluronidase PH20 Vorhyaluronidase Alfa,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant Neisseria N meningitidis group B,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant N meningitidis group B NadA protein,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant human lecithin-cholesterol acyltransferase rhLCAT,Recombinant human lecithin:cholesterol acyltransferase,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Opvido,Povidone,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Medium dose RSVPreF3 Plain,Meldonium,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Medium dose RSVPreF3 AS01E,Meldonium,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Medium dose RSVPreF3 AS01B,Meldonium,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Recombinant human mutant nerve growth factor painless  hNGFp,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Radium bromatum 15 CH,Trazium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Protena D PD de Haemophilus influenzae no tipable,Aprocitentan,review,86,fuzzy:llm_reviewed,fuzzy match (jw similarity 86%),1
acesulfame potassium,NA,review,64,chembl,ambiguous alias maps to multiple substances,1
Aluminium,Amezinium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Cyprostol,Viprostol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Primene,Primaperone,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
PRIMENE,Primaperone,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
MONTANIDE ISA51,Amonafide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
montanide ISA51,Amonafide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ANHYDROUS GELATIN,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
PLASMA AUTOLOGO,Plasmin,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant human chorionic gonadotropin,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Aurase Component B X1 27 Micrograms,Tarumase,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Aurase Component BX5 135 microgram,Tarumase,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Recombinant, non-replicating AAV2 expressing human CFI",Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant human plasma Gelsolin,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
ACT-01,Act-001,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
RECOMBINANT HUMAN ECTONUCLEOTIDE PYROPHOSPHATASE,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant Human Anti-IL12 Monoclonal Antibody,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant Anti-VEGF Humanized Monoclonal Antibody Ophthalmic Injection,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
RECOMBINANT INTERFERON BETA-1B,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Cannabis FM2 Olio,Cannabinol,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
ATH434 Mesylate,Pbt-434,review,63,chembl,alias match (chembl_synonym): 'ath434' → 'pbt-434',1
Avipendekin pegol,Navepdekinra,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
TMB-001 ointment 0.05,Kb-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Fluad Tetra,NA,review,94,epar,ambiguous alias maps to multiple substances,1
Ad26.RSV-B.preF2,Ad26.rsv.pref,review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),1
Laxabon,Azabon,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
VTX-958.Adipate,Vt-1598,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Lorastad 10 mg, tabletten",Losartan,review,87,fuzzy:manual,fuzzy match (jw similarity 87%),1
ACI-7104.056,Ci-1040,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Identical to IMP except for Active Substance,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Hydrogénophosphate de calcium dihydraté : Fournisseur Brenntag,Hydrogen,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
LEO138559 solution for injection (150 mg,Temtokibart,review,61,chembl,alias match (chembl_synonym): 'leo138559' → 'temtokibart',1
"SINTROM 4 mg, comprimé quadrisécable",Sintropium,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
SLS-005,Sc-005,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ENX-101,Tern-101,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
GS-5290 tablets 150 mg,Gs-9256,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
GS-5290 tablets 300 mg,Gs-9256,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Medicinal Air Synthetic, 21.75% v",Idremcinal,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
"Tablets identical to ""Test"" in appearance and taste but containing no active ingredient",Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Linola Fett,Clinolamide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Renaparin,Senaparib,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Capsules identical to Nitroxolin Forte 250 mg capusules.,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ABBV-552,Abbv-257,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Nortase®,Ocrase,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"NIFLURIL 250 mg, gélule",Eniluracil,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Hydrogénophosphate de calcium dihydraté : Fournisseur Brenntag
Stéarate de magnésium : Fournisseur Cooper
Amidon de maïs : Fournisseur Barentz",Hydrogen,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
Identical capsule,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Identical to Intuniv 1mg.,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Identical to Intuniv 3mg,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Identical to Intuniv 2mg.,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Identical to atomoxetine hydrochloride 10mg, 18mg, 25mg, 40mg and 60mg.",Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Identical to Intuniv 4mg.,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
MK-6024_PBO_0.5mL,Mk-0249,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
"Encapsulation of microcrystalline cellulose
into HPMC capsules to match the CRD-4730 active capsules in appearance",Ensaculin,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Rifadine 300 mg gélules,Rifampin,review,62,chembl,alias match (chembl_synonym): 'rifadine' → 'rifampin',1
Metother 50 mg,Ether,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
IMA402,Ima-026,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
OXU-001,Nox-100,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"INTRALIPIDE 20 POUR CENT, émulsion pour perfusion.",Cinitapride,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Anti-CCR8 NF mAb,Anti-cd18,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Capsule coated tablets,Cholate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
CT7001 Tablet,Ct-7001,review,63,chembl,alias match (chembl_synonym): 'ct7001' → 'ct-7001',1
TAK-280,Tak-285,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
AZD5863,Azd8683,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Dolamizol 500 mg tablet,Doxaminol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
NS-229 matching tablets with no active treatment,Ns-2359,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
RVT-3101,Evt-101,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Identical with the MP patches but without the active substance,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"MINI-SINTROM 1 mg, comprimé",Acenocoumarol,review,62,chembl,alias match (chembl_synonym): 'mini-sintrom' → 'acenocoumarol',1
Glucosemonohydrate with HPMC capsule,Lactose monohydrate,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
Tamloset 40 mg,Maltose,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Tamloset 80 mg,Maltose,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
FBX-101,Ab-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Substance : lactose
Forme pharmaceutique : gélule
Source : Cooper (Melun, France), fournisseur de matières premières pharmaceutiques
Unité : 1 gélule constitue 1 unité de prise et contient 100% de lactose et 0 mg d’acide ursodésoxycholique
Durée du traitement : 4 semaines
Voie d’administration : orale
Posologie : 2 gélules par jour à avaler avec un verre d’eau pendant ou en dehors des repas",Substance p,review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),1
"Quinol 10 polvo estabilizado, sobres dispersables de 150mg",Mequinol,review,92,fuzzy:llm_reviewed,fuzzy match (jw similarity 92%),1
Azitromicina Teva 250 mg comprimidos recubiertos con película EFG.,Azithromycin,review,62,chembl,alias match (chembl_synonym): 'azitromicina' → 'azithromycin',1
hybrid PSMA,Thyroid,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Fisiológico B.Braun 0,9% Solución para perfusión",Fish oil,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
IMG-007,Mgd-007,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
IBU-NAC,Ibufenac,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"TETRALYSAL 150 mg, gélule",Lymecycline,review,62,chembl,alias match (chembl_synonym): 'tetralysal' → 'lymecycline',1
CARDIOPLEGIA SOLUTIONS,Cardiopet,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
HMB-001,Kb-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
STK-002,Tak-020,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pearlitol® 100 SD (mannitol),Pefcalcitol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Candesartán Kern Pharma 8 mg comprimidos EFG,Candesartan,review,94,fuzzy:llm_reviewed,fuzzy match (jw similarity 94%),1
Candesartán Kern Pharma 16 mg comprimidos EFG,Candesartan,review,94,fuzzy:llm_reviewed,fuzzy match (jw similarity 94%),1
GEN1055 DP,Gen-1053,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
AMY109,Amy-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Betamican® Accuhaler® 50 microgramos,Betamicin,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
Betamican 25 microgramos,Betamicin,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
AZD8421,Azd-8418,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
VER-01,Vrc-01,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
"identical tablets containing Lactose Monohydrate Fast-F lo, Cellulose Microcrystalline PH-102, Croscarmellose Sodium, Colloidal Silicon Dioxide-Cabot, and Magnesium Stearate 5712.",Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pollinex Quattro Plus 1.0 mL Birch,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
ALGIDRIN 20 mg,Alifedrine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
NUROFEN FEBBRE E DOLORE Bambini 100mg,Suprofen,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"Cloreto de Sódio 0,9 % Labesfal, 9 mg",Colterol,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
GalliUC 370 MBq,Gallium,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Veritikug (upb-101) matching solution for subcutaneous injection with no active treatment,Verekitug,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Fluasterone Buccal Tablet,Calusterone,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
TransCon hGH,Transcrocetin,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Colistimetato de sodio Accord 2 millones de UI polvo para solución inyectable y para perfusión EFG,Colistimethate,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
Colistimetato de sodio Altan Pharma 2 millones de UI polvo para solución inyectable y para perfusión,Colistimethate,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
Cefepima Accord 1 g polvo para solución inyectable y para perfusión EFG,Cefepime,review,62,chembl,alias match (chembl_synonym): 'cefepima' → 'cefepime',1
AZD7270,Azd2207,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
FARMORUBICIN® 50 mg HL Pulver zur Herstellung einer Injektionslösung,Epirubicin,review,62,chembl,alias match (chembl_synonym): 'farmorubicin' → 'epirubicin',1
"Laxabon pulver til mikstur, oppløsning i doseposer a 68,5 g.",Azabon,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pollinex Quattro Grass 1.0 ml,Proline,review,87,fuzzy:llm_reviewed,fuzzy match (jw similarity 87%),1
AZD0305,Azd1305,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
CPK850,Cdp-850,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Somatuline Autogel 120 mg, solution for injection in a pre-filled syringe",Lanreotide acetate,review,61,chembl,alias match (chembl_synonym): 'somatuline' → 'lanreotide acetate',1
Sym024,Sym-023,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
MCS110,Mcs-110,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Cannabis Sativa L. ‘Afina’ inflorescence aerosol via the Syqe Inhaler (drug-device combination),Cannabinol,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Cerubidin 20 mg pulver till infusionsvätska, lösning",Carubicin,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Rimactan 300 mg hörð hylki.,Rifampin,review,62,chembl,alias match (chembl_synonym): 'rimactan' → 'rifampin',1
Hidroxil B1-B6-B12 comprimidos recubiertos con película,Idronoxil,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
pitavastatina cinfa 2 mg comprimidos recubiertos con película EFG,Pitavastatin,review,62,chembl,alias match (chembl_synonym): 'pitavastatina' → 'pitavastatin',1
AVB-101,Av-101,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Cellulose microcrystaline; lactose monohydrate; magnesium stearate,Powdered cellulose,review,63,chembl,alias match (chembl_synonym): 'cellulose' → 'powdered cellulose',1
S65487 Solution for infusion 100 mg,Vob-560,review,62,chembl,alias match (chembl_synonym): 's65487' → 'vob-560',1
RECOMBINANT HUMAN PLASMA GELSOLIN,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
"Niopam 300, solution for injection, glass bottles",Anilopam,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
AZD5462,Azd5672,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
BMS-986470,Bms-986094,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Lipovir 50 mg,Lopinavir,review,88,fuzzy:llm_reviewed,fuzzy match (jw similarity 88%),1
LVT-001,Jt-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Recombinant Humanized Anti-PD-1 Monoclonal Antibody Solution for injection,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
AZD5492,Azd-5423,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
AZD1390,Azd-1390,review,64,chembl,alias match (chembl_synonym): 'azd1390' → 'azd-1390',1
Diluent for REGN5458,Difluprednate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
per infusione,Perifosine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Adenovirus associated viral vector serotype 5 containing the human pde6b gene,Adefovir,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
OAV101B,Av-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Dalbavancina Sala 500 mg polvo para concentrado para solución para perfusión EFG,Dalbavancin,review,62,chembl,alias match (chembl_synonym): 'dalbavancina' → 'dalbavancin',1
"tablet
cellulose microcrystalline - 95,60 mg",Powdered cellulose,review,61,chembl,alias match (chembl_synonym): 'cellulose' → 'powdered cellulose',1
"tablet
Croscarmellose sodium - 2,00 mg",Croscarmellose sodium,review,81,chembl,alias match (ban): 'croscarmellose' → 'croscarmellose sodium',1
STC-1010,Stx-100,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
ORIC-114,Oric-101,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
"Monoprost, øjendråber, opløsning",Nocloprost,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ACETAMOL adulti 500 mg compresse,Acetaminosalol,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
TRICORTIN 1000 “12 mg+1 mg,Trichlormethine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
EVX-01,Avx-001,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
MAB-22,Mab-425,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Peregrine System™ Kit,Pargeverine,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
XANTHUM GUM,Xanthohumol,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
HYDROXYPROPYL CELLULOSE LF,Hydroxypropyl cellulose,review,96,fuzzy:chembl,fuzzy match (jw similarity 96%),1
"AROMASINE 25 mg, comprimé enrobé",Barmastine,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
SCI-110_DF1,Sc-1,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
SCI-110_DF2,Sc-1,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
SCI-110_DF3,Sc-1,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
medoxa 5 mg,Medroxalol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
ABBV-8736,Ab-836,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Alhydrogel®,Hydrogen,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Hemopexin, Human",Hemopexin (human),review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),1
SAR421869,Sar425899,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
SAR422459,Sar425899,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Azithran 500 mg επικαλυμμένα με λεπτό υμένιο δισκία,Bazlitoran,review,86,fuzzy:llm_reviewed,fuzzy match (jw similarity 86%),1
"balance 4,25% Glucose, 1,75 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 2,3% Glucose, 1,75 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 4,25% Glucose, 1,25 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 2,3% Glucose, 1,25 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 1,5% Glucose, 1,75 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
"balance 1,5% Glucose, 1,25 mmol",Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
ARTEGENE,Arteflene,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Coated tablets to match memantine (10,Cholate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Alendronat Teva 70 mg tabletter,Alendronate sodium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
AZD8630,Azd8683,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Peptide A52 associated to melanin,Pareptide,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
Peptide A49 associated to melanin,Pareptide,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
Instant MSC Product accompanying Autologous Chondron Transplantation (IMPACT),Imlunestrant,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"ZOPHREN 8 mg, comprimé pelliculé",Ondansetron hydrochloride,review,62,chembl,alias match (chembl_synonym): 'zophren' → 'ondansetron hydrochloride',1
"AMLOR 10 mg, gélule",Amlodipine besylate,review,62,chembl,alias match (chembl_synonym): 'amlor' → 'amlodipine besylate',1
Plasma-Lyte® 148 (pH 7.4) solution for infusion.,Plasmalyte a,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
"Sulfametizol ”Alternova”, tabletter",Sulfamethizole,review,63,chembl,alias match (chembl_synonym): 'sulfametizol' → 'sulfamethizole',1
"Hexamycin, injektionsvæske, opløsning",Hamycin,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
ANX007,Asn007,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
LIB-01 MONOHYDRATE,Duvelisib monohydrate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
DELPRIM 300 mg comprimé sécable,Delapril,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
