"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMEA-001948-PIP01-16","P/245/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001948-pip01-16","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","09/09/2016","Indapamide;perindopril erbumine;amlodipine besilate","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001941-PIP01-16","P/238/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001941-pip01-16","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","09/09/2016","ezetimibe;rosuvastatin calcium","Cardiovascular diseases","Treatment of hypercholesterolaemia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001969-PIP01-16","P/246/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001969-pip01-16","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","12/09/2016","allogeneic human neural stem cells genetically modified to express c-MycERTAM, a c-Myc and modified oestrogen receptor fusion protein (CTX0E03)","Neurology","Treatment of cerebral infarction","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001912-PIP01-15","P/253/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001912-pip01-15","RP","RP: decision refers to a refusal on a proposed Paediatric Investigation Plan","RP: decision refers to a refusal on a proposed Paediatric Investigation Plan","26/09/2016","angiotensin II (LJPC-501)","Other","Treatment of catecholamine-resistant hypotension associated with distributive shock","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000876-PIP07-15","P/229/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000876-pip07-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","01/09/2016","Eculizumab","Immunology-Rheumatology-Transplantation","Prevention of delayed graft function after solid organ transplantation","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000520-PIP01-08-M05","P/183/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000520-pip01-08-m05","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/07/2016","belimumab","Immunology-Rheumatology-Transplantation","Treatment of Systemic Lupus Erythematosus (SLE)","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001697-PIP02-14","P/178/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001697-pip02-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2016","Eleclazine","Cardiovascular diseases","Treatment of hypertrophic cardiomyopathy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001697-PIP01-14","P/177/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001697-pip01-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2016","Eleclazine","Cardiovascular diseases","Treatment of congenital long QT syndromes","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000170-PIP01-07-M04","P/167/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000170-pip01-07-m04","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","16/06/2016","eltrombopag","Haematology-Hemostaseology","Treatment of Idiopathic Thrombocytopenia Purpura (ITP)","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000329-PIP02-09-M05","P/147/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000329-pip02-09-m05","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","14/06/2016","darbepoetin alfa","Oncology","Treatment of anaemia due to chronic disorders","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001916-PIP01-15","P/173/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001916-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","17/06/2016","ciclosporin","Ophthalmology","Treatment of keratoconjunctivitis sicca","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001914-PIP01-15","P/166/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001914-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/06/2016","olmesartan medoxomil;rosuvastatin calcium","Cardiovascular diseases","Prevention of cardiovascular events;Treatment of dyslipidaemia;Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001910-PIP01-15","P/165/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001910-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/06/2016","imetelstat","Oncology","Treatment of myelofibrosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001887-PIP01-15","P/153/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001887-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","14/06/2016","Ibuprofen;tramadol","Pain","Treatment of pain","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001753-PIP02-15","P/151/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001753-pip02-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","14/06/2016","peanut flour","Pneumology-allergology","Treatment of peanut allergy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001495-PIP01-13-M01","P/136/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001495-pip01-13-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","20/05/2016","drospirenone","Endocrinology-Gynaecology-Fertility-Metabolism","Prevention of pregnancy","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000778-PIP02-12-M01","P/131/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000778-pip02-12-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","20/05/2016","vorapaxar","Cardiovascular diseases","Prevention of arterial thromboembolism","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000471-PIP01-08-M02","P/128/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000471-pip01-08-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/05/2016","sitagliptin phosphate monohydrate","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type II diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001861-PIP01-15","P/142/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001861-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","20/05/2016","diclofenac (sodium);capsaicin","Pain","Treatment of musculoskeletal and connective tissue pain and discomfort","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001884-PIP02-15","P/143/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001884-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","20/05/2016","Hydrogen peroxide","Dermatology","Treatment of seborrhoeic keratosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001006-PIP02-15","P/233/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001006-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","27/10/2015","nintedanib","Pneumology-allergology","Treatment of systemic sclerosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001876-PIP01-15","P/112/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001876-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/04/2016","atorvastatin;perindopril arginine","Cardiovascular diseases","Treatment of cardiovascular disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001842-PIP02-15","P/110/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001842-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/04/2016","Gallium (68Ga)","Other","Radiolabelling agent","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001908-PIP01-15","P/114/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001908-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/04/2016","levocetirizine (dihydrochloride);montelukast sodium","Pneumology-allergology","Treatment of asthma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001874-PIP01-15","P/117/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001874-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","22/04/2016","levodopa","Neurology","Treatment of Parkinson's disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001878-PIP01-15","P/113/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001878-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","15/04/2016","Finasteride","Dermatology","Treatment of androgenetic alopecia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001825-PIP01-15","P/123/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001825-pip01-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","12/05/2016","darunavir;cobicistat;emtricitabine;tenofovir alafenamide","Infectious diseases","Treatment of human immunodeficiency virus (HIV-1) infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001414-PIP01-12-M01","P/107/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001414-pip01-12-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/04/2016","olesoxime","Neurology","Treatment of spinal muscular atrophy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001155-PIP01-11-M03","P/115/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001155-pip01-11-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/04/2016","heterologous human adult liver-derived progenitor cells","Gastroentology-Hepatology","Treatment of urea cycle disorders","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001519-PIP01-13","P/288/2014","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001519-pip01-13","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","12/12/2014","(R)-7-Chloro-benzo[b]thiophene-2-carboxylic acid (1-aza-bicyclo[2.2.2]oct-3-yl)-amide hydrochloride hydrate (EVP-6124)","Neurology","Treatment of schizophrenia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001671-PIP01-14","P/27/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001671-pip01-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","29/01/2016","abrilumab","Gastroentology-Hepatology","Treatment of ulcerative colitis;Treatment of Crohn's disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001752-PIP01-15","P/179/2015","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001752-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","07/08/2015","(S)-1-{5-Phenyl-4-[(pyridin-2-ylmethyl)-amino]-thieno[2,3-d]pyrimidin-2-yl}-piperidine-3-carboxylic acid (2-hydroxy-ethyl)-amide","Cardiovascular diseases","Treatment of supraventricular arrhythmias","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000495-PIP01-08-M09","P/91/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000495-pip01-08-m09","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2016","tapentadol hydrochloride","Pain","Treatment of acute pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000898-PIP01-10-M02","P/65/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000898-pip01-10-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2016","Meropenem","Infectious diseases","Treatment of bacterial meningitis;Treatment of bacterial sepsis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000661-PIP01-09-M07","P/62/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000661-pip01-09-m07","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2016","trenonacog alfa","Haematology-Hemostaseology","Treatment of hereditary factor IX deficiency (Haemophilia B)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001506-PIP02-14-M01","P/52/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001506-pip02-14-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2016","basmisanil","Psychiatry","Treatment of down syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000494-PIP01-08-M09","P/92/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000494-pip01-08-m09","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","18/03/2016","tapentadol hydrochloride","Pain","Treatment of acute pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000486-PIP01-08-M04","P/44/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000486-pip01-08-m04","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","27/02/2016","tapentadol hydrochloride","Pain","Treatment of chronic pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000485-PIP01-08-M04","P/43/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000485-pip01-08-m04","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","27/02/2016","tapentadol hydrochloride","Pain","Treatment of chronic pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001769-PIP01-15","P/89/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001769-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","22/03/2016","azithromycin;Miconazole;sulfamethoxazole","Dermatology","Treatment of burns","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001873-PIP01-15","P/87/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001873-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","18/03/2016","testosterone","Ophthalmology","Treatment of dry eye disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001859-PIP02-15","P/86/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001859-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","18/03/2016","recombinant human monoclonal antibody against growth differentiation factor 8 (REGN1033)","Neurology","Treatment of sporadic inclusion body myositis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001792-PIP01-15","P/83/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001792-pip01-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","18/03/2016","autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with lentiviral vector that encodes for the human Wiskott Aldrich Syndrome (WAS) cDNA sequence","Immunology-Rheumatology-Transplantation","Treatment of Wiskott Aldrich Syndrome","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001764-PIP03-15","P/82/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001764-pip03-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","18/03/2016","tetracaine hydrochloride;Oxymetazoline hydrochloride","Anaesthesiology","Local anaesthesia","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001755-PIP01-15","P/80/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001755-pip01-15-0","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","18/03/2016","exenatide","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type II diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001712-PIP02-15","P/77/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001712-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","18/03/2016","biotin","Neurology","Treatment of multiple sclerosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001755-PIP01-15","P/80/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001755-pip01-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","18/03/2016","exenatide","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type II diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001867-PIP01-15","P/41/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001867-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","19/02/2016","Humanised IgG4 monoclonal antibody against extracellular tau (BMS-986168)","Neurology","Treatment of progressive supranuclear palsy","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001892-PIP01-15","P/55/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001892-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","18/03/2016","Fluoroestradiol (18F)","Diagnostic","Detection of increased expression of oestrogen receptors in tissues and organs for diagnostic purposes","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001871-PIP01-15","P/48/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001871-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","04/02/2016","ramipril;amlodipine","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001747-PIP01-15","P/37/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001747-pip01-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","12/02/2016","recombinant human antibody against the respiratory syncytial virus fusion protein (REGN2222)","Infectious diseases","Prevention of lower respiratory tract disease caused by respiratory syncytial virus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001807-PIP02-15","P/36/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001807-pip02-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","05/02/2016","processed nerve allograft (human)","Other","Treatment of nerve injuries","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001844-PIP01-15","P/35/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001844-pip01-15","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","01/02/2016","methacetin (13C)","Gastroentology-Hepatology","Diagnosis of liver disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000067-PIP02-11-M02","P/6/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000067-pip02-11-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/01/2016","human heterologous liver cells","Gastroentology-Hepatology","Treatment of urea cycle disorders","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001854-PIP01-15","P/34/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001854-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","29/01/2016","(3Z,5S)-5-(hydroxymethyl)-1-[(2'-methyl[1,1'-biphenyl]-4-yl)-carbonyl]-3-pyrrolidinone-O-methyloxime","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of female infertility","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001851-PIP01-15","P/33/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001851-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","29/01/2016","tiprelestat","Oncology","Treatment of oesophageal carcinoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001847-PIP01-15","P/32/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001847-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","29/01/2016","pexiganan (acetate)","Infectious diseases","Treatment of diabetic foot ulcer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001836-PIP01-15","P/31/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001836-pip01-15","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","29/01/2016","revusiran","Neurology","Treatment of transthyretin-related amyloidosis (ATTR amyloidosis)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001718-PIP01-14","P/28/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001718-pip01-14","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","29/01/2016","17 beta-estradiol;etonogestrel","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of dysmenorrhea;Prevention of pregnancy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001311-PIP01-12-M01","P/26/2016","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001311-pip01-12-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","26/01/2016","vancomycin","Infectious diseases","Treatment of bacterial sepsis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
