"sponsor_name","baseline_date"
"Sknes University Hospital","2026-05-05"
"Skyepharma","2026-05-05"
"Sla","2026-05-05"
"Slagelse Hospital / Slagelse Hospital","2026-05-05"
"Slagelse Sygehus","2026-05-05"
"Slaskie Centrum Chorob Serca W Zabrzu","2026-05-05"
"Slidgigtinstituttet","2026-05-05"
"Sligo General Hospital","2026-05-05"
"Sling","2026-05-05"
"Sll","2026-05-05"
"Slotervaart Hospital","2026-05-05"
"Slovensko Zdruenje Za Gastroenterologijo In Hepatologijo","2026-05-05"
"Slso","2026-05-05"
"Smart Immune / Smart Immune","2026-05-05"
"Smartdyelivery","2026-05-05"
"Smarthealth","2026-05-05"
"Smartpractice","2026-05-05"
"Smartwise","2026-05-05"
"Smerteklinikken","2026-05-05"
"Smith Nephew","2026-05-05"
"Smithkline Beecham","2026-05-05"
"Smittskyddsinstitutet, Strama","2026-05-05"
"Snderjylland Hospital","2026-05-05"
"Sobi","2026-05-05"
"Sociedad Andaluza De Enfermedades Infecciosas Saei","2026-05-05"
"Sociedad Andaluza De Trasplante De Rganos Y Tejidos","2026-05-05"
"Sociedad Andaluza De Trasplante De Rganos Y Tejidos Satot","2026-05-05"
"Sociedad Espaola De Cardiologa","2026-05-05"
"Sociedad Espaola De Ciruga Peditrica","2026-05-05"
"Sociedad Espaola De Farmacia Hospitalaria","2026-05-05"
"Sociedad Espaola De Medicina Intensiva, Crtica Y Unidades Coronarias Semicyuc","2026-05-05"
"Sociedad Espaola De Medicina Interna","2026-05-05"
"Sociedad Espaola De Ozonoterapia - Seot","2026-05-05"
"Sociedad Espaola De Retina Y Vtreo","2026-05-05"
"Sociedad Madrilea De Nefrologa Somane","2026-05-05"
"Sociedade Portuguesa De Cardiologia","2026-05-05"
"Societ Campana Di Immunoterapia Oncologica","2026-05-05"
"Societ Industria Farmaceutica Italiana Sifi Spa","2026-05-05"
"Societ Italian Di Cardiologia Invasiva Gise","2026-05-05"
"Societ Italo Britannica L. Manetti - H. Roberts C. Per Azioni","2026-05-05"
"Societa Italiana Di Andrologia","2026-05-05"
"Societa Italiana Di Diabetologia","2026-05-05"
"Societa Italiana Di Endoscopia Digestiva - Sied","2026-05-05"
"Societa Italiana Di Malattie Infettive E Tropicali Simit","2026-05-05"
"Societa Italiana Di Nefrologia","2026-05-05"
"Societa Italiana Di Reumatologia - Sir","2026-05-05"
"Societa Italiana Malattie Infettive E Tropicali","2026-05-05"
"SOCIETA ITALO BRITANNICA L. MANETTI - H.ROBERTS C. PER AZIONI","2026-05-05"
"SOCIETA LABORATORIO FARMACEUTICO S.I.T","2026-05-05"
"Societa Prodotti Antibiotici","2026-05-05"
"Societe Francaise De Cardiologie","2026-05-05"
"Society For Blood And Marrow Transplantation","2026-05-05"
"Society For Blood And Marrow Transplantation Ebmt","2026-05-05"
"Society Institute For Clinical","2026-05-05"
"Socit Franaise De Cardiologie","2026-05-05"
"Socratec Concepts In Drug","2026-05-05"
"Sod Anestesia E Terapia Intensiva, Dai Oncologia, Aou Careggi, Firenze","2026-05-05"
"Sod Medicina E Cardiologia Geriatrica, Centro Per Lo Studio Della Sincope - Universit Degli Studi Di Firenze-Aoucareggi","2026-05-05"
"Sofamor - Danek","2026-05-05"
"Sofar","2026-05-05"
"Sofar Spa","2026-05-05"
"Softox Defense Solutions As","2026-05-05"
"Softox Solutions As","2026-05-05"
"Sogaisida","2026-05-05"
"Sogug","2026-05-05"
"Sogug Spanish Genitourinary","2026-05-05"
"Sogug Spanish Genitourinary Oncologic","2026-05-05"
"Sogug, Grupo Espaol Para El Estudio Del Cancer Genitourinario","2026-05-05"
"Sojournix","2026-05-05"
"Sol-Gel Technologies","2026-05-05"
"Solace","2026-05-05"
"Solascure","2026-05-05"
"Soledad Carregui, Natividad Banegas, Sara Cruz","2026-05-05"
"Solenne","2026-05-05"
"Soleno","2026-05-05"
"Solfarcos Solucoes Farmaceuticas E Cosmeticas Lda","2026-05-05"
"Solid","2026-05-05"
"Soligenix","2026-05-05"
"Solstice","2026-05-05"
"Solstice Neurosciences, , A Subsidiary Of Mdd Us Operations","2026-05-05"
"Solti","2026-05-05"
"Solti Grupo Espaol De Estudio, Tratamiento Y Otras Estrategias Experimentales En Tumores Slidos","2026-05-05"
"Solvay","2026-05-05"
"Solvay Biologicals","2026-05-05"
"Solvay Pharmaceuticqals","2026-05-05"
"Solvotrin Innovations","2026-05-05"
"Som","2026-05-05"
"Som Innovation Som","2026-05-05"
"Sonderforschungsbereich 656 Sfb 656","2026-05-05"
"Sonia Luque Pardos","2026-05-05"
"Sonus","2026-05-05"
"Sopharma","2026-05-05"
"Sopherion","2026-05-05"
"Sophiahemmet","2026-05-05"
"Sophiris Bio","2026-05-05"
"Sophiris Bio . 1258 Prospect Street La Jolla, Ca 92037 Usa","2026-05-05"
"Soria Natural","2026-05-05"
"Sorin Crm (Microport Crm)","2026-05-05"
"Sorlandet Sykehus Hf","2026-05-05"
"Sorlandsklinikken","2026-05-05"
"Sorriso","2026-05-05"
"Sosei","2026-05-05"
"Sotio","2026-05-05"
"Sotio a.s","2026-05-05"
"SOTIO a.s","2026-05-05"
"South","2026-05-05"
"South Devon Nhs Foundation Trust","2026-05-05"
"South Eastern","2026-05-05"
"South Eastern Health And Social Care Trust","2026-05-05"
"South London And Maudsley Nhs Foundation Trust","2026-05-05"
"South Manchester University Hospital","2026-05-05"
"South Manchester University Hospital Nhs Trust","2026-05-05"
"South Manchester University Hospitals Nhs Trust","2026-05-05"
"South Manchester University Nhs Trust","2026-05-05"
"South Manchester University Trust","2026-05-05"
"South Tees Acute Hospitals Nhs Trust","2026-05-05"
"South Tees Hospitals Nhs Foundation Trust","2026-05-05"
"South Tees Hospitals Nhs Trust","2026-05-05"
"South Tees Nhs Foundation Trust","2026-05-05"
"South Tees Nhs Trust","2026-05-05"
"South Warwickshire Nhs Foundation Trust","2026-05-05"
"Southampton Universities Hospital Trust","2026-05-05"
"Southampton University","2026-05-05"
"Southampton University Hopsitals Nhs Trust","2026-05-05"
"Southampton University Hospitals","2026-05-05"
"Southend Hospital","2026-05-05"
"Southern Cooperative","2026-05-05"
"Southern Health Nhs Foundation Trust","2026-05-05"
"Southern New Drug Organization Sendo","2026-05-05"
"Southport And Ormskirk Hospital Nhs Trust","2026-05-05"
"Southwest Swog","2026-05-05"
"Spa Societa Prodotti Antibiotici","2026-05-05"
"Spaarne Gasthuis","2026-05-05"
"Spaarne Gasthuis Stichting","2026-05-05"
"Spaarne Hospital","2026-05-05"
"Spago Nanomedical","2026-05-05"
"Spanish Cardiology Society","2026-05-05"
"Spanish Cooperative For Gastrointestinal Tomour Therapy","2026-05-05"
"Spanish Genito","2026-05-05"
"Spanish Genitourinary","2026-05-05"
"Spanish Genitourinary - Sogug","2026-05-05"
"Spanish Genitourinary Sogug","2026-05-05"
"Spanish Hiv/Aids Network","2026-05-05"
"Spanish Long Cancer Slcg/Gecp","2026-05-05"
"Spanish Lung Cancer","2026-05-05"
"Spanish Lung Cancer Grupo Espaol De Cncer De Pulmn","2026-05-05"
"Spanish Lung Cancer Slcg/Gecp","2026-05-05"
"Spanish Of Neuroendocrine Tumors Getne","2026-05-05"
"Spanish Society Of Cardiology","2026-05-05"
"Sparingvision","2026-05-05"
"Spark","2026-05-05"
"Sparkle","2026-05-05"
"Sparrow","2026-05-05"
"Spcg","2026-05-05"
"Special Account For Funds","2026-05-05"
"Specialisttandvrden/Bettfysiologi, Folktandvrden Sdra Bohsln","2026-05-05"
"Specialisttandvrdskliniken Vstmanlands Sjukhus Vsters","2026-05-05"
"Specjalistyczny Szpital Im. Dra Alfreda Sokolowskiego","2026-05-05"
"Spectracure (Publ)","2026-05-05"
"Spectrum","2026-05-05"
"Speedel","2026-05-05"
"Speising Orthopaedic Hospital Vienna","2026-05-05"
"Spero","2026-05-05"
"Spherium Biomed","2026-05-05"
"Spikimm","2026-05-05"
"Spinal Cord Injury Centre Of Western","2026-05-05"
"Spinifex Pty","2026-05-05"
"Spirig","2026-05-05"
"Splicebio","2026-05-05"
"Splisense","2026-05-05"
"Splona Bolninica Celje","2026-05-05"
"Sportmedisch Expertisecentrum","2026-05-05"
"Spring Bank","2026-05-05"
"Springworks","2026-05-05"
"Springworks Subsidiary 2, Pbc","2026-05-05"
"Spruce","2026-05-05"
"Spur","2026-05-05"
"Spyre","2026-05-05"
"Spyryx","2026-05-05"
"Sqy","2026-05-05"
"Sren H. Sindrup","2026-05-05"
"Sren Rittig","2026-05-05"
"Sren Sindrup","2026-05-05"
"Srh Wald","2026-05-05"
"Srlandet Hospital","2026-05-05"
"Srlandet Sykehus Hf","2026-05-05"
"Srmlands Lns Landsting","2026-05-05"
"Sse, Nevroklinikken, Oslo Universitetssykehus","2026-05-05"
"Ssl","2026-05-05"
"St Anna Kinderkrebsforschung","2026-05-05"
"St Antonius Hospital","2026-05-05"
"St Augustinus","2026-05-05"
"St Bartholomews And The London Nhs Trust","2026-05-05"
"St Elisabeth Hospital","2026-05-05"
"St Erik Eye Hospital","2026-05-05"
"St Erik Eye Hospital / St Erik Eye Hospital","2026-05-05"
"St Eriks Eye Hospital","2026-05-05"
"St George Street Capital","2026-05-05"
"St Georges Hospital","2026-05-05"
"St Georges Nhs Trust","2026-05-05"
"St Georges University Hospital Nhs Foundation Trust","2026-05-05"
"St Georges University Hospitals Nhs Foundation Trust","2026-05-05"
"St Georges University Of London","2026-05-05"
"St Helens Knowsley Hospitals Nhs Trust","2026-05-05"
"St Helier Hospital Nhs Trust","2026-05-05"
"St James Hospital","2026-05-05"
"St Maartenskliniek","2026-05-05"
"St Marys Nhs Trust","2026-05-05"
"St Olavs Hospital","2026-05-05"
"St Olavs Hospital Trondheim University Hospital","2026-05-05"
"St Olavs Hospital, University Hospital Of Trondheim","2026-05-05"
"St Olavs University Hospital","2026-05-05"
"St Patricks Mental Health Services","2026-05-05"
"St Raphaels Hospice, Surrey","2026-05-05"
"St Stephens Aids Trust","2026-05-05"
"St Vincents University Hospital","2026-05-05"
"St. Anna Childrens Cancer Institute","2026-05-05"
"St. Anna Kinderkrebsforschung","2026-05-05"
"St. Anna Kinderkrebsforschung e.V","2026-05-05"
"St. Anna Kinderkrebsforschung/Ccri","2026-05-05"
"St. Elisabeth Gruppe Katholische Kliniken Rhein-Ruhr","2026-05-05"
"St. Elisabeth Hospital","2026-05-05"
"St. Elisabeth Ziekenhuis","2026-05-05"
"St. Eriks Eye Hospital","2026-05-05"
"St. James Hospital","2026-05-05"
"St. Jamess Hospital","2026-05-05"
"St. Josef-Hospital, Ruhr University, Bochum","2026-05-05"
"St. Joseph-Hospital G","2026-05-05"
"St. Josephs , Mcmaster University","2026-05-05"
"St. Jude Childrens Hospital","2026-05-05"
"St. Lucas Andreas Hospital","2026-05-05"
"St. Olavs Hospital","2026-05-05"
"St. Olavs Hospital Hf","2026-05-05"
"St. Olavs Hospital Hf / St. Olavs Hospital Hf","2026-05-05"
"St. Olavs Hospital, Trondheim University Hospital","2026-05-05"
"St. Olavs University Hospital","2026-05-05"
"St. Vincent Hospital, Medical Department Ii","2026-05-05"
"St. Vincents University Hospital","2026-05-05"
"Stada","2026-05-05"
"Staf Longziekten","2026-05-05"
"Stage","2026-05-05"
"Staidson Beijing Co., . And Beijing Defengrui Biological Technology Co","2026-05-05"
"Stallergenes","2026-05-05"
"Stallergenes Ibrica","2026-05-05"
"Stanford University School Of Medicine","2026-05-05"
"Stanmore Clinical Facility","2026-05-05"
"Starpharma Pty","2026-05-05"
"Start","2026-05-05"
"State University Hospital","2026-05-05"
"Statens Serum Institut","2026-05-05"
"Stav Hematologie A Krevn Transfuze","2026-05-05"
"Stavanger Helseforskning As","2026-05-05"
"Stavanger University Hospital","2026-05-05"
"Stayble","2026-05-05"
"Stdt. Krankenhaus Martha Maria Halle","2026-05-05"
"Stdtische Kliniken Neuss, Lukaskrankenhaus","2026-05-05"
"Stdtisches Klinikum Mnchen","2026-05-05"
"Stealth Bio","2026-05-05"
"Stealth Biotherapeutics","2026-05-05"
"Stealth Peptides","2026-05-05"
"Steba","2026-05-05"
"Steen Bendix Haugaard","2026-05-05"
"Steen Stender","2026-05-05"
"Stefan Lundeberg","2026-05-05"
"Steiermrkische Gebietskrankenkasse","2026-05-05"
"Steigerwald Arzneimittelwerk","2026-05-05"
"Steiner Co. Deutsche Arzneimittelgesellschaft Mbh Co","2026-05-05"
"Stelexis","2026-05-05"
"Stelic Institute Co","2026-05-05"
"Stellaris Aps","2026-05-05"
"Stemline","2026-05-05"
"Sten Madsbad","2026-05-05"
"Sten Walther","2026-05-05"
"Steno Diabetes Center Copenhagen","2026-05-05"
"Steno Diabetes Center Odense","2026-05-05"
"Step","2026-05-05"
"Stepani Bendel","2026-05-05"
"Sterna Biologicals","2026-05-05"
"Sterotherapeutics","2026-05-05"
"Sterreichische Gesellschaft Zur Erforschung Komplementr Alternativer Therapien In Der Onkologie","2026-05-05"
"Sterreichisches Akromegalie Register","2026-05-05"
"Stfold Hospital Trust","2026-05-05"
"Stichting Alrijne Zorggroep","2026-05-05"
"Stichting Antoni Van Leeuwenhoek Ziekenhuis","2026-05-05"
"Stichting Apotheek Der Haarlemse Ziekenhuizen","2026-05-05"
"Stichting Catharina Hospital","2026-05-05"
"Stichting Epilepsie Instellingen","2026-05-05"
"Stichting Ggz Drenthe","2026-05-05"
"Stichting Lever Onderzoek","2026-05-05"
"Stichting Longgeneeskunde Fryslan","2026-05-05"
"Stichting Nvalt Studies","2026-05-05"
"Stichting Pediatrisch Onderzoek Enschede","2026-05-05"
"Stichting Rijnstate Ziekenhuis","2026-05-05"
"Stichting Rotterdams Onderzoeksconsortium Kindergeneeskunde","2026-05-05"
"Stichting Toegepast Caridologisch Onderzoek","2026-05-05"
"Stichting Tricals Foundation","2026-05-05"
"Stichting Zuyderland Medisch Centrum","2026-05-05"
"Stiefel","2026-05-05"
"Stiefel Maidenhead","2026-05-05"
"Stiefel Maidenhead Commonly Known As Stiefel","2026-05-05"
"Stiefel Maidenhead Trading As Stiefel","2026-05-05"
"Stiftung Hannoversche Kinderheilanstalt, Kinder - Und Jugendkrankenhaus Auf Der Bult, Diabeteszentrum Fr Kinder - Und J","2026-05-05"
"Stiftung Institut Fr Herzinfarktforschung","2026-05-05"
"Stil Forschungs","2026-05-05"
"Stockholm Centre For Dependency Disorders","2026-05-05"
"Stockholm County Council Danderyd Hospital","2026-05-05"
"Stockholm County Council, Karolinska University Hospital Huddinge","2026-05-05"
"Stockholm Lns Landsting, Karolinska University Hospital","2026-05-05"
"Stockholm Services","2026-05-05"
"Stockholm South General Hospital","2026-05-05"
"Stockholm Spine Center","2026-05-05"
"Stockholms Lns Landsting","2026-05-05"
"Stockholms Lns Landsting, Karolinska Universitetssjukhuset Huddinge, Anestesikliniken","2026-05-05"
"Stockholms Lns Sjukvrdsomrde Slso","2026-05-05"
"Stoke","2026-05-05"
"Stomatoloka Klinika Ukc, Ljubljana","2026-05-05"
"Stop Sida","2026-05-05"
"Stragen","2026-05-05"
"Strahlenklinik, Universittsklinikum Erlangen, Insoweit Handelnd Fr Den Freistaat Bayern","2026-05-05"
"Strakan","2026-05-05"
"Strathmann","2026-05-05"
"Streeklaboratorium Voor De Volksgezondheid Kennemerland","2026-05-05"
"Strekin","2026-05-05"
"Structural Genomix","2026-05-05"
"Structure","2026-05-05"
"Struttura Semplice Gestione-Org.-Funz. Hub Emofilia","2026-05-05"
"Stryker","2026-05-05"
"Sttn Zdravotn Stav","2026-05-05"
"Studienzentrale Ago","2026-05-05"
"Stulln","2026-05-05"
"Stx","2026-05-05"
"Stz 1172 Gesundheitsfrderung Und Stoffwechselforschung","2026-05-05"
"Su/Mlndal Sjukhus","2026-05-05"
"Sublimity Hold Co","2026-05-05"
"Substipharm","2026-05-05"
"Substipharm Developpement","2026-05-05"
"Substipharm Dveloppement","2026-05-05"
"Sucampo","2026-05-05"
"Sucampo Americas","2026-05-05"
"Suchthilfe Wien Ggmbh","2026-05-05"
"Sudo","2026-05-05"
"Suffolk Mental Health Partnerships Trust","2026-05-05"
"Sumitomo","2026-05-05"
"Sumitomo America","2026-05-05"
"Sumitomo Co","2026-05-05"
"Sumitomo Dainippon","2026-05-05"
"Sumitomo Dainippon Co","2026-05-05"
"Summit","2026-05-05"
"Summit Cambridge","2026-05-05"
"Summit Oxford","2026-05-05"
"Summit Sub","2026-05-05"
"Sun Advanced Company","2026-05-05"
"Sun Advanced Company . Sparc","2026-05-05"
"Sun Advanced Company Sparc","2026-05-05"
"Sun Advanced Company, . Sparc","2026-05-05"
"Sun Fze","2026-05-05"
"Sun Industries","2026-05-05"
"Sun Industries / Iqvia / Labcorp Central Laboratory Services","2026-05-05"
"Sunesis","2026-05-05"
"Sunovion","2026-05-05"
"Sunovion Respiratory","2026-05-05"
"Sunuvion","2026-05-05"
"Suomen Msd","2026-05-05"
"Supernus","2026-05-05"
"Suppremol","2026-05-05"
"Surface Logix","2026-05-05"
"Surgimab","2026-05-05"
"Sussex Nhs Consortium","2026-05-05"
"Sussex Nhs Consortium, Department, Worthing Hospital","2026-05-05"
"Sutro","2026-05-05"
"Suven Life","2026-05-05"
"Suzhou Connect","2026-05-05"
"Suzhou Ribo Life Co","2026-05-05"
"Sven O. Skouby, Professor, Md, Dmsc. Unit Of Reproductive Medicine, Herlev/Gentofte Hospital","2026-05-05"
"Sven Olaf Skouby, Professor, Md, Dmsc. Unit Of Reproductive Medicine, Herlev/Gentofte Hospital","2026-05-05"
"Sven-Ke Lundin","2026-05-05"
"Svettmottagningen Hidroskliniken, Stockholm","2026-05-05"
"Swanbio","2026-05-05"
"Swansea Nhs Trust","2026-05-05"
"Swansea University","2026-05-05"
"Swbh Nhs Trust","2026-05-05"
"Swedish Cll","2026-05-05"
"Swedish Herbal Institute","2026-05-05"
"Swedish Institute For Infectious Disease Control","2026-05-05"
"Swedish Institute For Infectious Disease Control Smi","2026-05-05"
"Swedish Match North","2026-05-05"
"Swedish Orphan","2026-05-05"
"Swedish Pituitary Study","2026-05-05"
"Swindon And Marlborough Nhs Foundation Trust","2026-05-05"
"Swindon Marlborough Nhs Trust","2026-05-05"
"Swiss Cancer Institute","2026-05-05"
"Swiss Cardio Technologies","2026-05-05"
"Swiss Go Trial","2026-05-05"
"Syddansk Universitet (University Of Southern )","2026-05-05"
"Sydn- Ja Keuhkokeskus, Hus","2026-05-05"
"Sydnexis","2026-05-05"
"Sydvestjysk Sygehus","2026-05-05"
"Sydvestjysk Sygehus, Esbjerg","2026-05-05"
"Sygehus Lillebaelt Vejle Sygehus","2026-05-05"
"Sygehus Snderjylland, Orthopedic Department","2026-05-05"
"Sygehus Soenderjylland Soenderborg","2026-05-05"
"Sygnis","2026-05-05"
"Sykehuset I Vestfold Hf","2026-05-05"
"Sykehuset Innlandet Hf","2026-05-05"
"Sykehuset Stfold Hf","2026-05-05"
"Sykehuset Stfold, Fredrikstad","2026-05-05"
"Sykehuset Telemark Hf","2026-05-05"
"Sylentis","2026-05-05"
"Sylentis Sau","2026-05-05"
"Sylentis Sau - Pharmamar","2026-05-05"
"Sylentis U","2026-05-05"
"Symbio","2026-05-05"
"Symbiopharm","2026-05-05"
"Symphogen","2026-05-05"
"Synact Aps","2026-05-05"
"Synageva","2026-05-05"
"Synagile","2026-05-05"
"Synairgen","2026-05-05"
"Synartro","2026-05-05"
"Syncore Co","2026-05-05"
"Syndax","2026-05-05"
"Synektik","2026-05-05"
"Synektik Spka Akcyjna","2026-05-05"
"Synergia","2026-05-05"
"Synermore Co","2026-05-05"
"Syneurx Taiwan","2026-05-05"
"Synlogic","2026-05-05"
"Synnovation","2026-05-05"
"Synosia","2026-05-05"
"Synox","2026-05-05"
"Synphora","2026-05-05"
"Synspira","2026-05-05"
"Synta","2026-05-05"
"Synthekine","2026-05-05"
"Synthetic","2026-05-05"
"Synthon","2026-05-05"
"Synthon Chile Ltda","2026-05-05"
"Synthorx, A Sanofi Company","2026-05-05"
"Syntopix","2026-05-05"
"Syqe Medical","2026-05-05"
"Syros","2026-05-05"
"Systems Medicine","2026-05-05"
"Systimmune","2026-05-05"
"Szegedi Tudomnyegyetem Szent","2026-05-05"
"Szpital Im. Jana Pawla Ii","2026-05-05"
"T","2026-05-05"
"T Kardioloogiakliinik","2026-05-05"
"T-Knife","2026-05-05"
"T.O.A.D","2026-05-05"
"T3","2026-05-05"
"T7","2026-05-05"
"Tacl","2026-05-05"
"Tacurion","2026-05-05"
"Taiho","2026-05-05"
"Taiho Usa","2026-05-05"
"Taina Sipponen","2026-05-05"
"Takeda","2026-05-05"
"Takis","2026-05-05"
"Tako","2026-05-05"
"Talecris Biotherapeutics","2026-05-05"
"Tallaght Hospital, Dublin 24","2026-05-05"
"Talon","2026-05-05"
"Tameside Hospital Nhs Foundation Trust","2026-05-05"
"Tampere Heart Hospital","2026-05-05"
"Tampere University","2026-05-05"
"Tampere University Hospital","2026-05-05"
"Tampereen Yliopistollinen Sairaala","2026-05-05"
"Tan Tock Seng Hospital Pte","2026-05-05"
"Tanabe America","2026-05-05"
"Tanabe Seiyaku Co","2026-05-05"
"Tandvrden Su/Mlndal","2026-05-05"
"Taneli Raivio, Helsingin Yliopistollinen Keskussairaala","2026-05-05"
"Tango","2026-05-05"
"Tango . / Tango","2026-05-05"
"Tanvex","2026-05-05"
"Tap","2026-05-05"
"Tapestry","2026-05-05"
"Tarchominskie Zaklady Farmaceutyczne Polfa","2026-05-05"
"Targacept","2026-05-05"
"Targanta","2026-05-05"
"Targed","2026-05-05"
"Targeon","2026-05-05"
"Targid","2026-05-05"
"Targid University Leuven","2026-05-05"
"Targovax","2026-05-05"
"Targovax As","2026-05-05"
"Tari Haahtela","2026-05-05"
"Tarian","2026-05-05"
"Tarja Heiskanen","2026-05-05"
"Tarsa","2026-05-05"
"Tarsier","2026-05-05"
"Tartu Likooli Kardioloogiakliinik","2026-05-05"
"Tartu University Department Of Sports Medicine And Rehabilitation","2026-05-05"
"Tartu University Hospital","2026-05-05"
"Tartu University Hospital Psychiatry Clinic","2026-05-05"
"Tarveda","2026-05-05"
"Tasly","2026-05-05"
"Tatiana Cobo Ibez","2026-05-05"
"Tauernkliniken A.ö. Tauernklinikum","2026-05-05"
"Taunton Somerset Nhs Trust","2026-05-05"
"Taurx","2026-05-05"
"Taurx Pte","2026-05-05"
"Tavanta","2026-05-05"
"Taxolog","2026-05-05"
"Tays","2026-05-05"
"Tays Sydaenkeskus","2026-05-05"
"Tays Sydnkeskus","2026-05-05"
"Tays Sydnsairaala","2026-05-05"
"Tays, Hematologian Yksikk","2026-05-05"
"Tays/ Anestesiayksikk","2026-05-05"
"Tays/Teho-Osasto","2026-05-05"
"Tayside Academic Centre","2026-05-05"
"Tayside Clinical Trials Unit, University Of Dundee","2026-05-05"
"Tayside Medical Centre","2026-05-05"
"Tayside Medical Centre On Behalf Of University Of Dundee","2026-05-05"
"Tb Investigation Unit Of Barcelona","2026-05-05"
"Tbf","2026-05-05"
"Tc Biopharm","2026-05-05"
"Techfields","2026-05-05"
"Techni","2026-05-05"
"Technical University Carl-Gustav-Carus","2026-05-05"
"Technical University Munich","2026-05-05"
"Technical University Munich, Klinikum Rechts Der Isar","2026-05-05"
"Technical University Of Dresden","2026-05-05"
"Technical University Of Munich","2026-05-05"
"Technical Unversity Of Munich","2026-05-05"
"Technische Universitaet Dresden","2026-05-05"
"Technische Universitaet Muenchen Fakultaet Fuer Medizin","2026-05-05"
"Technische Universitaet Muenchen, Medizinische Fakultaet","2026-05-05"
"Technische Universitaet Muenchen, Vertreten Durch Das Klinikum Rechts Der Isar","2026-05-05"
"Technische Universitt Dreden","2026-05-05"
"Technische Universitt Dresden","2026-05-05"
"Technische Universitt Dresen","2026-05-05"
"Technische Universitt Mnchen","2026-05-05"
"Technische Universitt Mnchen Fakultaet Fuer Medizin","2026-05-05"
"Technische Universitt Mnchen Fakultt Fr Medizin","2026-05-05"
"Technische Universitt Mnchen, Fakultt Fr Medizin Vertreten Durch Den Dekan","2026-05-05"
"Technische Universitt Mnchen, Fakultt Fr Medizin, Klinikum Rechts Der Isar","2026-05-05"
"Technische Universitt Mnchen, Fakultt Fr Medizin, Represented By Dean","2026-05-05"
"Technische Universitt Mnchen, Represented By The School Of Medicine","2026-05-05"
"Technische Universitt Mnchen, Vertreten Durch Das Klinikum Rechts Der Isar","2026-05-05"
"Technological University Dublin","2026-05-05"
"Technology And Biopharmacy, University Of Groningen","2026-05-05"
"Technophage Investigacao E Desenvolvimento Em Biotecnologia","2026-05-05"
"Tecnical University Of Munich","2026-05-05"
"Tecnimede - Sociedade Tcnico-Medicinal","2026-05-05"
"Tecnimede Sociedade Tcnico Medicinal","2026-05-05"
"Tecnimede-Sociedade Tecnico-Medicinal","2026-05-05"
"Tecnimede, Sociedade Tcnico-Medicinal","2026-05-05"
"Tectonic","2026-05-05"
"Tedec Meiji Farma","2026-05-05"
"Tedec-Meiji Farma","2026-05-05"
"Teemu Luostarinen","2026-05-05"
"Teijo Saari","2026-05-05"
"Teikoku Seiyaku Co","2026-05-05"
"Teikoku Seiyaku Co. . / Teikoku Seiyaku Co","2026-05-05"
"Teikoku Usa","2026-05-05"
"Teikyo University","2026-05-05"
"Teitur Trophics Aps","2026-05-05"
"Tekonivelsairaala Coxa","2026-05-05"
"Telik","2026-05-05"
"Telios","2026-05-05"
"Telios . / Telios","2026-05-05"
"Telix (Innovations) Pty","2026-05-05"
"Telix Pty","2026-05-05"
"Tenax","2026-05-05"
"Tenboron","2026-05-05"
"Tengion","2026-05-05"
"Tenvie","2026-05-05"
"Terese Katzenstein","2026-05-05"
"Tergooi Hospital, Dep Of Internal Medicine","2026-05-05"
"Terho Heikkinen","2026-05-05"
"Tern","2026-05-05"
"Terns","2026-05-05"
"Tesaro","2026-05-05"
"Tesla Medical s.r.o","2026-05-05"
"Tetec","2026-05-05"
"Tetec Tissue Engineering Technologies","2026-05-05"
"Tetherex","2026-05-05"
"Tetra Pharm Technologies Aps","2026-05-05"
"Tetralogic","2026-05-05"
"Tetraphase","2026-05-05"
"Teva","2026-05-05"
"Tff","2026-05-05"
"Tg","2026-05-05"
"The Alimentary Pharmabiotic Centre, University College Cork","2026-05-05"
"The All","2026-05-05"
"The All Cooperative Icorg","2026-05-05"
"The Aurum Institute / Quality Regulatory Clinical / Quality Regulatory Clinical","2026-05-05"
"The Austrian Society Of Surgical Aco-Asso","2026-05-05"
"The Back Center","2026-05-05"
"The Bonifin Study","2026-05-05"
"The Brigham And Women’s Hospital","2026-05-05"
"The Cancer Institute","2026-05-05"
"The Cancer Institute - Antoni Van Leeuwenhoek Hospital Nki-Avl","2026-05-05"
"The Cancer Institute/ Antoni Van Leeuwenhoek Hospital","2026-05-05"
"The Cardinal Stefan Wyszyski Institute Of Cardiology","2026-05-05"
"The Cardiothoracic Centre Liverpool Nhs Trust","2026-05-05"
"The Cardiovascular Foundation","2026-05-05"
"The Cardiovascular Mr","2026-05-05"
"The Central Remedial Clinic And The Childrens University Hospital","2026-05-05"
"The Centre For Child And Adolescent Mental Health, Eastern And Southern R-Bup","2026-05-05"
"The Centre for Child and Adolescent Mental Health, Eastern and Southern R.BUP","2026-05-05"
"The Christie NHS Foundation Trust","2026-05-05"
"The Clatterbridge Cancer Centre Nhs Foundation","2026-05-05"
"The Clatterbridge Cancer Centre Nhs Foundation Trust","2026-05-05"
"The Clinical Centre, Rcsi Education And Centre","2026-05-05"
"The Company LEK-AM Sp. Zo.o","2026-05-05"
"The Company LEK-AM Sp. Zoo. / Przedsiebiorstwo Farmaceutyczne Lek-Am Sp. z o.o","2026-05-05"
"The Department Of Calcium- And Bone-Metabolic Diseases","2026-05-05"
"The Department Of Urology","2026-05-05"
"The Dutch Colorectal Cancer","2026-05-05"
