alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
philipps-university,Philipps University Marburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
philipps-university marburg,Philipps-University Marburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
philipps-university of marburg,Philipps-University of Marburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
philips,Philips,NA,NA,unknown,llm_reviewed,1,llm_reviewed
philogen s p a,Philogen S.p.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
philogen s pa,Philogen S.pA.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
phnix laboratorium gmbh,Phnix Laboratorium GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
phoenux ag,Phoenux AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
phosprint p c,Phosprint P.C.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
phost'in therapeutics,Phost'In Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
photocure asa,Photocure ASA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
photonamic gmbh and co kg,Photonamic GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
photonamic gmbh co kg,photonamic GmbH Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
photopharmica,Photopharmica Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
photopharmica ltd,Photopharmica Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pht spa,PHT SpA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
phytopharm plc,Phytopharm plc,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pia jger,Pia Jäger,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pia sterlund and helena isoniemi,Pia sterlund and Helena Isoniemi,NA,NA,unknown,llm_reviewed,1,llm_reviewed
piam farmaceutici s p a,PIAM FARMACEUTICI S.P.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pibdnet,PIBDNet,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pieris pharmaceuticals gmbh,Pieris Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pieris pharmaceuticals inc,Pieris Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pierre schydlowsky,Pierre Schydlowsky,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pierrel research europe gmbh,Pierrel Research Europe GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pijt-hme central hospital,Pijt-Hme Central Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
pikralida sp z o o,Pikralida Sp. z o.o.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pila pharma,PILA PHARMA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pila pharma ab,PILA PHARMA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pilar samper ots,Pilar Samper Ots,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pileje,PiLeJe,NA,NA,unknown,llm_reviewed,1,llm_reviewed
piqur therapeutics ag,PIQUR Therapeutics AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
piramal imaging ltd,Piramal Imaging SA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
piramal imaging sa,Piramal Imaging SA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
piramal life sciences limited,Piramal Life Sciences Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pirkanmaan hyvinvointialue,Pirkanmaan hyvinvointialue,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pirkanmaan sairaanhoitopiiri,Pirkanmaan sairaanhoitopiiri,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pkh-pharmazeutische kontroll- und herstellungslabor gmbh,PKH-Pharmazeutische Kontroll- und Herstellungslabor GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plan nacional sobre sida,Plan Nacional Sobre SIDA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plastikkirurgisk og brystkirurgisk afdeling region sjlland,Region Sjælland,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plazmaferezis lloms kzhaszn nonprofit kft,Plazmaferezis lloms Kzhaszn Nonprofit Kft,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pledpharma ab,PledPharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plethora solutions limited,Plethora Solutions Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plethora solutions ltd,Plethora Solutions,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plexxikon inc,Plexxikon Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pliant therapeutics inc,Pliant Therapeutics Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pliva - istraivanje i razvoj d o o,PLIVA Research and Development Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pliva hrvatska d o o,PLIVA Hrvatska d.o.o.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pliva research and development ltd,PLIVA Research and Development Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pluristem ltd,Pluristem Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
plymouth hospital nhs trust,Plymouth Hospital NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
plymouth hospitals nhs trust,Plymouth Hospital NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
pmv pharmaceuticals inc,Pmv Pharmaceuticals Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pneumologia c/o villa pineta,Pneumologia c/o Villa Pineta,NA,NA,unknown,llm_reviewed,1,llm_reviewed
podipsk nemocnice s poliklinikou roudnice n l s r o,"Podipsk nemocnice s poliklinikou, Roudnice n.L., s.r.o",NA,NA,unknown,llm_reviewed,1,llm_reviewed
pohjois-karjalan keskussairaala,Pohjois-Karjalan keskussairaala,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pohjois-pohjanmaan hyvinvointialue,Pohjois-Pohjanmaan hyvinvointialue,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pohjois-pohjanmaan hyvinvointialue / university of oulu,Pohjois-Pohjanmaan hyvinvointialue / University Of Oulu,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pohjois-savon hyvinvointialue,Pohjois-Savon hyvinvointialue,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pohl-boskamp gmbh co kg,G. Pohl-Boskamp GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
point biopharma inc,Point Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
poissy hospital,Poissy Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
polaris group,Polaris Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polclinica nuestra seora del rosario,Policlínica Nuestra Señora del Rosario,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polichem s a,Polichem S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polichem sa,Polichem SA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
policlinico a gemelli,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico di bari-uo gastroenterologia,Policlinico di Bari,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico gemelli,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico gemelli-cic- ucsc,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico san donato ircss,POLICLINICO SAN DONATO IRCSS,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico san donato s p a,Policlinico San Donato S.p.A.,NA,NA,hospital,llm_reviewed,1,llm_reviewed
policlinico universitario agostino gemelli,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,review_queue,1,review_queue
policlinico universitario agustino gemelli,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,NA,NA,hospital,llm_reviewed,1,llm_reviewed
polish adult leukaemia group palg,Polish Adult Leukaemia Group PALG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polish adult leukemia group,Polish Adult Leukaemia Group PALG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polish lymphoma research group - plrg,Polish Lymphoma Research Group - PLRG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polish lymphoma research group plrg,Polish Lymphoma Research Group PLRG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polish myeloma consortium,Polish Myeloma Consortium,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polpharma biologics s a,Polpharma Biologics S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polpharma s a,Polpharma S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polski bank komrek macierzystych jsc pbkm,PBKM - Polski Bank Komórek Macierzystych,NA,NA,unknown,llm_reviewed,1,llm_reviewed
poltreg s a,Poltreg S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polyclinique de l'europe,Polyclinique de l'Europe,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polymedix inc,PolyMedix Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polyneuron pharmaceuticals ag,Polyneuron Pharmaceuticals AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polyphor ag,Polyphor AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polyphor ltd,Polyphor AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
polypid ltd,Polypid Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pomeranian medical university,Pomeranian Medical University,NA,NA,unknown,llm_reviewed,1,llm_reviewed
poniard pharmaceuticals inc,"Poniard Pharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
pontificia universidad catlica de chile,Pontificia Universidad Católica de Chile,NA,NA,academic,llm_reviewed,1,llm_reviewed
poole hospital nhs trust,Poole Hospital NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
population council - center for biomedical research,Population Council - Center for Biomedical Research,NA,NA,unknown,llm_reviewed,1,llm_reviewed
population health research institute,Population Health Research Institute,NA,NA,unknown,llm_reviewed,1,llm_reviewed
population health research institute phri,Population Health Research Institute,NA,NA,unknown,llm_reviewed,1,llm_reviewed
porin kaupunki,Porin kaupunki,NA,NA,unknown,llm_reviewed,1,llm_reviewed
portola pharma uk ltd,Portola Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
portola pharmaceuticals inc,Portola Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
portsmouth hospitals nhs trust,Portsmouth Hospitals Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
portsmouth hospitals trust,Portsmouth Hospitals Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
portsmouth institution medicine health social care portsmouth university / research development unit queen alexandra hospital,"Portsmouth Institution Medicine, Health Social Care, Portsmouth University / Research Development Unit, Queen Alexandra Hospital",NA,NA,hospital,llm_reviewed,1,llm_reviewed
portuguese lung cancer study group,Portuguese Lung Cancer Study Group,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
poxel,Poxel,NA,NA,unknown,llm_reviewed,1,llm_reviewed
poxel s a,Poxel,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ppm services s a,PPM SERVICES S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ppm services sa,PPM SERVICES S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pr i johansson,Pr I Johansson,NA,NA,unknown,llm_reviewed,1,llm_reviewed
praehospitalet,Præhospitalet,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prague psychiatric center,Prague Psychiatric Center,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prague psychiatric centre,Prague Psychiatric Centre,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prana biotechnology,Prana Biotechnology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
praxis pharmaceutical s a,Praxis Pharmaceutical S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
praxis precision medicines inc,Praxis Precision Medicines Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
praxis prof koenig,Praxis Prof. Koenig,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prcl research inc,PRCL Research Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
precision biosciences inc,Precision Biosciences,NA,NA,unknown,llm_reviewed,1,llm_reviewed
preglem s a,PregLem S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prelude therapeutics inc,Prelude Therapeutics Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
premacure ab,Premacure AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
premacure ab a member of shire group of companies,Premacure AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
premacure ab a member of the shire group of companies,Premacure AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prep biopharm ltd,PrEP Biopharm Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prescient therapeutics limited,Prescient Therapeutics Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prestige biopharma limited,Prestige BioPharma Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prestige biopharma ltd,Prestige Biopharma Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prestige biopharma pte ltd,Prestige BioPharma Pte Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
presurgy s,"PRESURGY, S.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
presurgy s l,PRESURGY S.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prevail therapeutics inc,Prevail Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prexton therapeutics b v,Prexton Therapeutics B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prilenia neurotherapeutics ltd,Prilenia Neurotherapeutics Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prim univ -prof dr gnter janetschek c/o universittsklinik fr urologie und andrologie,Prim. Univ.-Prof. Dr. Gnter Janetschek c/o Universittsklinik fr Urologie und Andrologie,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prima biomed,Prima BioMed,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prima biomed ltd,Prima BioMed,NA,NA,unknown,llm_reviewed,1,llm_reviewed
primecell advanced therapy a s,PrimeCell Advanced Therapy a.s.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
priment clinical trials unit ucl,University College London,NA,NA,academic,llm_reviewed,1,llm_reviewed
princess alexandra hospital,Princess Alexandra Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
princess margaret cancer centre,Princess Margaret Cancer Centre,NA,NA,unknown,llm_reviewed,1,llm_reviewed
princess mxima center,Princess Maxima Center For Pediatric Oncology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
princess mxima center for pediatric oncology,Princess Maxima Center For Pediatric Oncology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
princess mxima center of pediatric oncology,Princess Maxima Center For Pediatric Oncology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
principia biopharma,Principia Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
principia biopharma australia pty ltd,Principia Biopharma Australia Pty Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
principia biopharma inc,Principia Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prinnovation gmbh,Prinnovation GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
priothera s a s,Priothera S.A.S.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
priovant therapeutics inc,Priovant Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
private universitt witten/herdecke ggmbh,University Witten/Herdecke,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prm21097,PRM21097,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prncipe de asturias university hospital,Príncipe de Asturias University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
pro aparts srl,PRO APARTS SRL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pro-actina s a,pro-ACTINA S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pro-implant foundation,PRO-IMPLANT Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
probelte pharma s a,PROBELTE PHARMA S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
probelte pharma s l,Probelte Pharma S.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
probelte pharma s l u,Probelte Pharma S.L.U.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
probiodrug ag,Probiodrug AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter and gamble,Procter & Gamble,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter and gamble pharmaceuticals,Procter and Gamble Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter gamble ltd,Procter & Gamble,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter gamble pharmaceuticals,Procter Gamble Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter gamble pharmaceuticals inc,Procter & Gamble Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter gamble technical centres limited,Procter Gamble Technical Centres Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
procter gamble technical centres ltd uk,Procter Gamble Technical Centres Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
proctor and gamble technical centres ltd,Procter & Gamble Technical Centres Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof alfredo chetta,PROF. ALFREDO CHETTA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof alice stanton,Prof Alice Stanton,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof antonella giannantoni - clinica urologica - universit di perugia,Università degli Studi di Perugia,NA,NA,academic,llm_reviewed,1,llm_reviewed
prof asbjrn mohr drewes,Prof. Asbjrn Mohr Drewes,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof b wiedenmann klinik fr gastroenterologie charit campus virchow,Charité Universitätsmedizin Berlin,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof bart neyns,Prof Bart Neyns,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof brunangelo falini dr ssa maria paola martelli universita di perugia,"PROF.BRUNANGELO FALINI,DR.SSA MARIA PAOLA MARTELLI,UNIVERSITA DI PERUGIA",NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof david cunningham,Prof David Cunningham,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr christian werner,Prof. Dr.Christian Werner,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr h lode,Prof. Dr. H. Lode,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr hartmut zwick,Prof.Dr.Hartmut ZWICK,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr istvan racz,Prof. Dr. Istvan Racz,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr kristian reich,Prof. Dr. Kristian Reich,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr m a f j van de laar,prof. dr. M.A.F.J. van de Laar,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr martina kerscher university of hamburg,University of Hamburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr med anders fink-jensen,"Prof., dr. med. Anders Fink-Jensen",NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr med margitta worm,Prof. Dr. med. Margitta Worm,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr med milos opravil universittsspital zrich,Universitätsspital Zürich,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr peter eickholz,Prof. Dr. Peter Eickholz,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof dr r kreutz leiter der abteilung klinische pharmakologie der charite berlin,Charité Universitätsmedizin Berlin,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof efisio puxeddu sezione medicina interna scienze endocrine e metaboliche universit di perugia,"PROF.EFISIO PUXEDDU, SEZIONE MEDICINA INTERNA SCIENZE ENDOCRINE E METABOLICHE, UNIVERSIT DI PERUGIA",NA,NA,academic,llm_reviewed,1,llm_reviewed
prof gustav dobos kliniken essen mitte,"Prof. Gustav Dobos, Kliniken Essen Mitte",NA,NA,hospital,llm_reviewed,1,llm_reviewed
prof harry siristatidis,Prof. Harry Siristatidis,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof heinz ludwig md wilhelminenspital first department of medicine and medical oncology,"Prof. Heinz Ludwig, MD, Wilhelminenspital, First Department of Medicine and Medical Oncology",NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof ivana zavaroni,Prof. Ivana Zavaroni,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof jes olesen,Prof Jes Olesen,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof john yarnold institute of cancer research,Institute of Cancer Research,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof m a dimopoulos,Prof. M.A. Dimopoulos,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof mathias abegg,Prof. Mathias Abegg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof ola wins anesthesia and intensive care medicine norrlands university hospiatal,Norrlands Universitetssjukhus,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof per soelberg srensen,Prof. Per Soelberg Srensen,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof peter licht,Prof. Peter Licht,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof salvatore grisanti,Prof. Salvatore Grisanti,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof stefano gandolfi-universita degli studi di parma,Prof. Stefano Gandolfi-Universita degli studi di Parma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof tiziano gherli,PROF. TIZIANO GHERLI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof v lund,Prof V Lund,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof vassilis georgoulias,Prof Vassilis Georgoulias,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prof w j fokkens academic medical center,Amsterdam UMC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profem gmbh,Profem GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor anita leys - dienst oftalmologie uz st rafal,Professor Anita Leys - Dienst Oftalmologie UZ St. Rafal,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor christina eintrei institution of medical health section of anesthesiology,"Professor Christina Eintrei,Institution of Medical Health, Section of Anesthesiology",NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor dmsc tina vilsbll,"Professor, DMSc Tina Vilsbøll",NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor joergen berg dahl,Professor Joergen Berg Dahl,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor jrgen b dahl,Professor Jrgen B. Dahl,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor jrgen berg dahl,Professor Jørgen Berg Dahl,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor krzysztof tadeusz drzewiecki,Professor Krzysztof Tadeusz Drzewiecki,NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor peter humaidan the fertility clinic skive,"Professor Peter Humaidan, The Fertility Clinic Skive",NA,NA,hospital,llm_reviewed,1,llm_reviewed
professor ph d md filip krag knop,"Professor, Ph.d. MD. Filip Krag Knop",NA,NA,unknown,llm_reviewed,1,llm_reviewed
professor thomas john kiernan,Professor Thomas John Kiernan,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profibrix bv,ProFibrix BV,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profil institut fr stoffwechselforschung gmbh,Profil Institut fr Stoffwechselforschung GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profil institut fuer stoffwechselforschung gmbh,Profil Institut für Stoffwechselforschung GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profil mainz gmbh co kg,Profil Mainz GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
profile pharma ltd,Profile Pharma Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
proge farm srl,PROGE FARM SRL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
progen pharmaceuticals limited,PROGEN PHARMACEUTICALS LIMITED,NA,NA,unknown,llm_reviewed,1,llm_reviewed
progenics pharmaceuticals inc,"Progenics Pharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
programa de medicina molecular y gentica hospital vall dhebron,Hospital Universitari Vall d'Hebron,NA,NA,hospital,llm_reviewed,1,llm_reviewed
projenx inc,Projenx,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prokidney,ProKidney,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prokrea bcn s l,Prokrea BCN S.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prolong pharmaceuticals llc,Prolong Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prolor biotech ltd,PROLOR Biotech Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promedior inc,Promedior Inc,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promefarm,Promefarm,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promethera biosciences,Promethera Biosciences,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prometheus biosciences inc,Prometheus Biosciences,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prometheus biosciences inc a subsidiary of merck co inc,"Prometheus Biosciences, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
prometic biosciences inc,ProMetic Biosciences,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prometic biotherapeutics inc,ProMetic BioTherapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prometic biotherapeutics ltd,Prometic Biotherapeutics Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promius pharma llc,Promius Pharma LLC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promix trial group,PROMIX Trial Group,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
promo international srl,PROMO INTERNATIONAL SRL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promontory therapeutics inc,Promontory Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
promore pharma ab,Promore Pharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
pronai therapeutics inc,"ProNAi Therapeutics, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
proqr therapeutics,ProQR Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
proqr therapeutics iv b v,ProQR Therapeutics IV B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
proqr therapeutics viii b v,ProQR Therapeutics VIII B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
proreo pharma innovation ag,Proreo Pharma Innovation AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prosensa therapeutics b v,Prosensa Therapeutics BV,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prosensa therapeutics bv,Prosensa Therapeutics BV,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prosidion ltd,Prosidion,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prosonix limited,Prosonix Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
prospect therapeutics inc,"Prospect Therapeutics, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
prostalundoperations ab,ProstaLundOperations AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
