alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
otsuka pharmaceutical development and commercialization inc,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,llm_curated,1,NA
ottimo pharma,Ottimo Pharma,NA,NA,unknown,self_alias,0.94,self
otto-von-guericke-universitt magdeburg,Otto-von-Guericke-Universität Magdeburg,NA,NA,academic,llm_curated,1,NA
ouro medicines,Ouro Medicines,NA,NA,unknown,self_alias,0.94,self
ovid therapeutics,Ovid Therapeutics,NA,NA,unknown,self_alias,0.94,self
owlstone medical,Owlstone Medical,NA,NA,unknown,self_alias,0.94,self
oxagen,Oxagen,NA,NA,unknown,self_alias,0.94,self
oxcia,Oxcia,NA,NA,unknown,self_alias,0.94,self
oxford miomedica uk,Oxford MioMedica UK,NA,NA,unknown,self_alias,0.94,self
oxford university hospitals nhs foundation trust,Oxford University Hospitals NHS Foundation Trust,NA,NA,hospital,llm_curated,1,NA
oxigene,OXiGENE,NA,NA,unknown,self_alias,0.94,self
oxion biologics,Oxion Biologics,NA,NA,unknown,self_alias,0.94,self
oxolife,Oxolife,NA,NA,unknown,self_alias,0.94,self
oxthera intellectual property,OxThera Intellectual Property,NA,NA,unknown,self_alias,0.94,self
oxular,Oxular,NA,NA,unknown,self_alias,0.94,self
oxurion,Oxurion,NA,NA,unknown,self_alias,0.94,self
oxypharma,OxyPharma,NA,NA,unknown,self_alias,0.94,self
oxytone bioscience,Oxytone Bioscience,NA,NA,unknown,self_alias,0.94,self
pacira pharmaceuticals,Pacira Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
paion pharma,Paion Pharma,NA,NA,unknown,self_alias,0.94,self
paion uk ltd / acacia pharma,PAION UK Ltd / Acacia Pharma,NA,NA,unknown,self_alias,0.94,self
palatin technologies,Palatin Technologies,NA,NA,unknown,self_alias,0.94,self
palau pharma,Palau Pharma,NA,NA,unknown,self_alias,0.94,self
palladio biosciences,Palladio Biosciences,NA,NA,unknown,self_alias,0.94,self
palleos healthcare,Palleos healthcare,NA,NA,unknown,self_alias,0.94,self
palobiofarma,PaloBiofarma,NA,NA,unknown,self_alias,0.94,self
palupa medical,PALUPA Medical,NA,NA,unknown,self_alias,0.94,self
panacea biotec,Panacea Biotec,NA,NA,unknown,self_alias,0.94,self
panin,Panin,NA,NA,unknown,self_alias,0.94,self
pannon reprodukcios intezet,Pannon Reprodukciós Intézet,NA,NA,unknown,self_alias,0.94,self
pannonpharma,PannonPharma,NA,NA,unknown,self_alias,0.94,self
panoptica,PanOptica,NA,NA,unknown,self_alias,0.94,self
pantec biosolutions,Pantec Biosolutions,NA,NA,unknown,self_alias,0.94,self
paratech,ParaTech,NA,NA,unknown,self_alias,0.94,self
paratek pharma,Paratek Pharma,NA,NA,unknown,self_alias,0.94,self
paratek pharmaceuticals,Paratek Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
parc de salut mar,Parc De Salut Mar,NA,NA,NA,ctis_businesskey,0.95,NA
paringenix,ParinGenix,NA,NA,unknown,self_alias,0.94,self
parion sciences,Parion Sciences,NA,NA,unknown,self_alias,0.94,self
paripharma,PARIPharma,NA,NA,unknown,self_alias,0.94,self
paris lodron universitat salzburg,Paris Lodron Universität Salzburg,NA,NA,unknown,self_alias,0.94,self
parnassia groep,Parnassia Groep,NA,NA,unknown,self_alias,0.94,self
partner therapeutics,Partner Therapeutics,NA,NA,unknown,self_alias,0.94,self
pascoe pharmazeutische praparate,Pascoe pharmazeutische Präparate,NA,NA,industry,self_alias,0.94,self
pascoe pharmazeutische prparate gmbh,Pascoe pharmazeutische Präparate,NA,NA,industry,llm_curated,1,NA
pasithea therapeutics,Pasithea Therapeutics,NA,NA,unknown,self_alias,0.94,self
passage bio,Passage Bio,NA,NA,unknown,self_alias,0.94,self
pathalys pharma,Pathalys Pharma,NA,NA,unknown,self_alias,0.94,self
patheon softgels,Patheon Softgels,NA,NA,unknown,self_alias,0.94,self
pathios therapeutics,Pathios Therapeutics,NA,NA,unknown,self_alias,0.94,self
pbkm - polski bank komorek macierzystych,PBKM - Polski Bank Komórek Macierzystych,NA,NA,unknown,self_alias,0.94,self
pci biotech,PCI Biotech,NA,NA,unknown,self_alias,0.94,self
pdiatrische endokrinologie universittsmedizin berlin charit,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,llm_curated,1,NA
pdl biopharma,PDL BioPharma,NA,NA,unknown,self_alias,0.94,self
peaches biotech,Peaches Biotech,NA,NA,unknown,self_alias,0.94,self
pearl therapeutics,Pearl Therapeutics,NA,NA,unknown,self_alias,0.94,self
pellepharm,PellePharm,NA,NA,unknown,self_alias,0.94,self
peloton therapeutics,Peloton Therapeutics,NA,NA,unknown,self_alias,0.94,self
peninsula pharmaceuticals,Peninsula Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
pennine acute nhs trust,Pennine Acute NHS Trust,NA,NA,hospital,self_alias,0.94,self
pentixapharm,PentixaPharm,NA,NA,unknown,self_alias,0.94,self
peptimmune,PEPTIMMUNE,NA,NA,unknown,self_alias,0.94,self
peptomyc,Peptomyc,NA,NA,unknown,self_alias,0.94,self
peptonic medical,Peptonic Medical,NA,NA,unknown,self_alias,0.94,self
per logstrup poulsen,Per Løgstrup Poulsen,NA,NA,unknown,self_alias,0.94,self
peregrine pharmaceuticals,Peregrine Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
pergamum,Pergamum,NA,NA,unknown,self_alias,0.94,self
perioc,PerioC,NA,NA,unknown,self_alias,0.94,self
periotrap pharmaceuticals,PerioTrap Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
perle bioscience,Perle Bioscience,NA,NA,unknown,self_alias,0.94,self
perrigo israel pharmaceuticals,Perrigo Israel Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
peter wolf md department of dermatology medical university of graz,Medical University Of Graz,NA,NA,unknown,llm_curated,1,NA
pethema fundacion,Pethema Fundacion,NA,NA,NA,ctis_businesskey,0.95,NA
pfizer,Pfizer,Pfizer,Pfizer,industry,llm_curated,1,NA
pfizer inc,Pfizer,Pfizer,Pfizer,industry,llm_curated,1,NA
pfizer limited,Pfizer,Pfizer,Pfizer,industry,llm_curated,1,NA
ph pharma,pH Pharma,NA,NA,unknown,self_alias,0.94,self
phafag,Phafag,NA,NA,unknown,self_alias,0.94,self
pharm pharmaceutical research management,PHARM Pharmaceutical Research Management,NA,NA,unknown,self_alias,0.94,self
pharma 2100,Pharma 2100,NA,NA,unknown,self_alias,0.94,self
pharma holdings,Pharma Holdings,NA,NA,unknown,self_alias,0.94,self
pharma nord,Pharma Nord,NA,NA,unknown,self_alias,0.94,self
pharma start,Pharma Start,NA,NA,unknown,self_alias,0.94,self
pharma stulln,Pharma Stulln,NA,NA,unknown,self_alias,0.94,self
pharma two b,Pharma Two B,NA,NA,unknown,self_alias,0.94,self
pharmaand,pharmaand,NA,NA,unknown,self_alias,0.94,self
pharmaceutical research network,Pharmaceutical Research Network,NA,NA,cooperative_group,self_alias,0.94,self
pharmachemie,Pharmachemie,NA,NA,unknown,self_alias,0.94,self
pharmacia and upjohn,Pharmacia & Upjohn,NA,NA,unknown,self_alias,0.94,self
pharmacosmos,Pharmacosmos,NA,NA,unknown,self_alias,0.94,self
pharmaengine,PharmaEngine,NA,NA,unknown,self_alias,0.94,self
pharmaleads,Pharmaleads,NA,NA,unknown,self_alias,0.94,self
pharmalink,Pharmalink,NA,NA,unknown,self_alias,0.94,self
pharmamel,Pharmamel,NA,NA,unknown,self_alias,0.94,self
pharmanest,Pharmanest,NA,NA,unknown,self_alias,0.94,self
pharmanord uk,Pharmanord UK,NA,NA,unknown,self_alias,0.94,self
pharmanutra,Pharmanutra,NA,NA,unknown,self_alias,0.94,self
pharmaplot,Pharmaplot,NA,NA,unknown,self_alias,0.94,self
pharmapnea,Pharmapnea,NA,NA,unknown,self_alias,0.94,self
pharmarama international,Pharmarama International,NA,NA,unknown,self_alias,0.94,self
pharmascience,Pharmascience,NA,NA,unknown,self_alias,0.94,self
pharmasset,Pharmasset,NA,NA,unknown,self_alias,0.94,self
pharmatrophix,Pharmatrophix,NA,NA,unknown,self_alias,0.94,self
pharmavax,Pharmavax,NA,NA,unknown,self_alias,0.94,self
pharmaxis,Pharmaxis,NA,NA,unknown,self_alias,0.94,self
pharmazam,Pharmazam,NA,NA,unknown,self_alias,0.94,self
pharmazeutische fabrik evers and co,Pharmazeutische Fabrik Evers & Co.,NA,NA,unknown,self_alias,0.94,self
pharmazz eu,Pharmazz EU,NA,NA,unknown,self_alias,0.94,self
pharmed holding,pharmed holding,NA,NA,unknown,self_alias,0.94,self
pharmexa,Pharmexa,NA,NA,unknown,self_alias,0.94,self
pharming group,Pharming Group,NA,NA,unknown,self_alias,0.94,self
pharming technologies,Pharming Technologies,NA,NA,unknown,self_alias,0.94,self
pharmion,Pharmion,NA,NA,unknown,self_alias,0.94,self
pharmnovo,Pharmnovo,NA,NA,unknown,self_alias,0.94,self
pharmos,Pharmos,NA,NA,unknown,self_alias,0.94,self
pharos pharmaceutical oriented services single member,PharOS Pharmaceutical Oriented Services Single Member,NA,NA,unknown,self_alias,0.94,self
pharos pharmaceutical oriented servises ltd / ccdrd cooperative clinical drug research and development,PharOS Pharmaceutical Oriented Servises Ltd. / CCDRD Cooperative Clinical Drug Research and Development,NA,NA,unknown,self_alias,0.94,self
pharvaris netherlands,Pharvaris Netherlands,NA,NA,unknown,self_alias,0.94,self
phasebio pharmaceuticals,PhaseBio Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
phathom pharmaceuticals,Phathom Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
phaxiam therapeutics,Phaxiam Therapeutics,NA,NA,NA,ctis_businesskey,0.95,NA
phenex pharmaceuticals,Phenex Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
phenomix,Phenomix,NA,NA,unknown,self_alias,0.94,self
phenonet,Phenonet,NA,NA,unknown,self_alias,0.94,self
pheon therapeutics,Pheon Therapeutics,NA,NA,unknown,self_alias,0.94,self
pherecydes pharma,Pherecydes Pharma,NA,NA,unknown,self_alias,0.94,self
philikos,Philikos,NA,NA,unknown,self_alias,0.94,self
philogen,Philogen,NA,NA,unknown,self_alias,0.94,self
phnix laboratorium,Phnix Laboratorium,NA,NA,unknown,self_alias,0.94,self
phoenux,Phoenux,NA,NA,unknown,self_alias,0.94,self
photocure,Photocure,NA,NA,unknown,self_alias,0.94,self
photonamic,Photonamic,NA,NA,unknown,self_alias,0.94,self
phytopharm,Phytopharm,NA,NA,unknown,self_alias,0.94,self
pia jager,Pia Jäger,NA,NA,unknown,self_alias,0.94,self
piam farmaceutici,PIAM Farmaceutici,NA,NA,unknown,self_alias,0.94,self
pieris pharmaceuticals,Pieris Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
pierre fabre,Pierre Fabre,Pierre Fabre,Pierre Fabre,industry,llm_curated,1,NA
pierre fabre medicament,Pierre Fabre,Pierre Fabre,Pierre Fabre,industry,llm_curated,1,NA
pierrel research europe,Pierrel Research Europe,NA,NA,unknown,self_alias,0.94,self
piqur therapeutics,PIQUR Therapeutics,NA,NA,unknown,self_alias,0.94,self
piramal imaging,Piramal Imaging,NA,NA,unknown,self_alias,0.94,self
piramal life sciences,Piramal Life Sciences,NA,NA,unknown,self_alias,0.94,self
pkh-pharmazeutische kontroll- und herstellungslabor,PKH-Pharmazeutische Kontroll- und Herstellungslabor,NA,NA,unknown,self_alias,0.94,self
pledpharma,PledPharma,NA,NA,unknown,self_alias,0.94,self
plethora solutions,Plethora Solutions,NA,NA,unknown,self_alias,0.94,self
plexxikon,Plexxikon,NA,NA,unknown,self_alias,0.94,self
pliant therapeutics,Pliant Therapeutics,NA,NA,unknown,self_alias,0.94,self
pliva hrvatska,PLIVA Hrvatska,NA,NA,unknown,self_alias,0.94,self
pliva research and development,PLIVA Research and Development,NA,NA,unknown,self_alias,0.94,self
pluristem,Pluristem,NA,NA,unknown,self_alias,0.94,self
pmv pharmaceuticals,Pmv Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
point biopharma,Point Biopharma,NA,NA,unknown,self_alias,0.94,self
polichem,Polichem,NA,NA,unknown,self_alias,0.94,self
policlinica nuestra senora del rosario,Policlínica Nuestra Señora del Rosario,NA,NA,unknown,self_alias,0.94,self
policlinico di bari,Policlinico di Bari,NA,NA,hospital,self_alias,0.94,self
polpharma,Polpharma,NA,NA,unknown,self_alias,0.94,self
poltreg,Poltreg,NA,NA,unknown,self_alias,0.94,self
polymedix,PolyMedix,NA,NA,unknown,self_alias,0.94,self
polyneuron pharmaceuticals,Polyneuron Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
polyphor,Polyphor,NA,NA,unknown,self_alias,0.94,self
polypid,Polypid,NA,NA,unknown,self_alias,0.94,self
poniard pharmaceuticals,Poniard Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
pontificia universidad catolica de chile,Pontificia Universidad Católica de Chile,NA,NA,academic,self_alias,0.94,self
portola pharmaceuticals,Portola Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
poznan university of medical sciences,Poznań University of Medical Sciences,NA,NA,unknown,self_alias,0.94,self
ppm services,Ppm Services,NA,NA,unknown,self_alias,0.94,self
praxis pharmaceutical,Praxis Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
praxis precision medicines,Praxis Precision Medicines,NA,NA,unknown,self_alias,0.94,self
prcl research,PRCL Research,NA,NA,unknown,self_alias,0.94,self
precision biosciences,Precision Biosciences,NA,NA,unknown,self_alias,0.94,self
preglem,PregLem,NA,NA,unknown,self_alias,0.94,self
prelude therapeutics,Prelude Therapeutics,NA,NA,unknown,self_alias,0.94,self
premacure,Premacure,NA,NA,unknown,self_alias,0.94,self
prep biopharm,PrEP Biopharm,NA,NA,unknown,self_alias,0.94,self
prescient therapeutics,Prescient Therapeutics,NA,NA,unknown,self_alias,0.94,self
prestige biopharma,Prestige BioPharma,NA,NA,unknown,self_alias,0.94,self
presurgy,PRESURGY,NA,NA,unknown,self_alias,0.94,self
prevail therapeutics,Prevail Therapeutics,NA,NA,unknown,self_alias,0.94,self
prexton therapeutics,Prexton Therapeutics,NA,NA,unknown,self_alias,0.94,self
prilenia neurotherapeutics,Prilenia Neurotherapeutics,NA,NA,unknown,self_alias,0.94,self
priment clinical trials unit ucl,University College London,NA,NA,academic,llm_curated,1,NA
princess maxima center for pediatric oncology,Princess Maxima Center For Pediatric Oncology,NA,NA,NA,ctis_businesskey,0.95,NA
princess mxima center,Princess Maxima Center For Pediatric Oncology,NA,NA,hospital,llm_curated,1,NA
princess mxima center for pediatric oncology,Princess Maxima Center For Pediatric Oncology,NA,NA,hospital,llm_curated,1,NA
princess mxima center of pediatric oncology,Princess Maxima Center For Pediatric Oncology,NA,NA,hospital,llm_curated,1,NA
principe de asturias university hospital,Príncipe de Asturias University Hospital,NA,NA,hospital,self_alias,0.94,self
prinnovation,Prinnovation,NA,NA,unknown,self_alias,0.94,self
priovant therapeutics,Priovant Therapeutics,NA,NA,unknown,self_alias,0.94,self
pro aparts,Pro Aparts,NA,NA,unknown,self_alias,0.94,self
pro-actina,pro-ACTINA,NA,NA,unknown,self_alias,0.94,self
probelte pharma,Probelte Pharma,NA,NA,unknown,self_alias,0.94,self
probiodrug,Probiodrug,NA,NA,unknown,self_alias,0.94,self
prof b wiedenmann klinik fr gastroenterologie charit campus virchow,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,Charité Universitätsmedizin Berlin,hospital,llm_curated,1,NA
profem,Profem,NA,NA,unknown,self_alias,0.94,self
professor dmsc tina vilsboll,"Professor, DMSc Tina Vilsbøll",NA,NA,unknown,self_alias,0.94,self
professor jorgen berg dahl,Professor Jørgen Berg Dahl,NA,NA,unknown,self_alias,0.94,self
profil institut fur stoffwechselforschung gmbh,Profil Institut für Stoffwechselforschung GmbH,NA,NA,unknown,self_alias,0.94,self
profil institut fur stoffwechselforschung gmbh / paediatrisches forschungsnetzwerk,PROFIL Institut für Stoffwechselforschung GmbH / Paediatrisches Forschungsnetzwerk,NA,NA,unknown,self_alias,0.94,self
profil mainz,Profil Mainz,NA,NA,unknown,self_alias,0.94,self
profile pharma,Profile Pharma,NA,NA,unknown,self_alias,0.94,self
proge farm,Proge Farm,NA,NA,unknown,self_alias,0.94,self
progen pharmaceuticals,Progen Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
progenics pharmaceuticals,Progenics Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
projenx,Projenx,NA,NA,unknown,self_alias,0.94,self
prokrea bcn,Prokrea BCN,NA,NA,unknown,self_alias,0.94,self
prolong pharmaceuticals,Prolong Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
prolor biotech,PROLOR Biotech,NA,NA,unknown,self_alias,0.94,self
promedior,Promedior,NA,NA,unknown,self_alias,0.94,self
prometheus biosciences,Prometheus Biosciences,NA,NA,unknown,self_alias,0.94,self
prometic biosciences,ProMetic Biosciences,NA,NA,unknown,self_alias,0.94,self
prometic biotherapeutics,ProMetic BioTherapeutics,NA,NA,unknown,self_alias,0.94,self
promius pharma,Promius Pharma,NA,NA,unknown,self_alias,0.94,self
promo international,Promo International,NA,NA,unknown,self_alias,0.94,self
promontory therapeutics,Promontory Therapeutics,NA,NA,unknown,self_alias,0.94,self
promore pharma,Promore Pharma,NA,NA,unknown,self_alias,0.94,self
pronai therapeutics,ProNAi Therapeutics,NA,NA,unknown,self_alias,0.94,self
proreo pharma innovation,Proreo Pharma Innovation,NA,NA,unknown,self_alias,0.94,self
prosensa therapeutics,Prosensa Therapeutics,NA,NA,unknown,self_alias,0.94,self
prosidion,Prosidion,NA,NA,unknown,self_alias,0.94,self
prosonix,Prosonix,NA,NA,unknown,self_alias,0.94,self
prospect therapeutics,Prospect Therapeutics,NA,NA,unknown,self_alias,0.94,self
prostalundoperations,ProstaLundOperations,NA,NA,unknown,self_alias,0.94,self
prostrakan,ProStrakan,NA,NA,unknown,self_alias,0.94,self
protagenic therapeutics,Protagenic Therapeutics,NA,NA,unknown,self_alias,0.94,self
protagonist therapeutics,Protagonist Therapeutics,NA,NA,unknown,self_alias,0.94,self
protalix biotherapeutics,Protalix BioTherapeutics,NA,NA,industry,llm_curated,1,NA
protara therapeutics,Protara Therapeutics,NA,NA,unknown,self_alias,0.94,self
protein design labs,Protein Design Labs,NA,NA,unknown,self_alias,0.94,self
proteo biotech,Proteo Biotech,NA,NA,unknown,self_alias,0.94,self
prothena biosciences,Prothena Biosciences,NA,NA,unknown,self_alias,0.94,self
prothena therapeutics,Prothena Therapeutics,NA,NA,unknown,self_alias,0.94,self
protherics development medicines,Protherics Development Medicines,NA,NA,unknown,self_alias,0.94,self
protherics medicines development,Protherics Medicines Development,NA,NA,unknown,self_alias,0.94,self
protherics salt lake city,Protherics Salt Lake City,NA,NA,unknown,self_alias,0.94,self
prothya biosolutions,Prothya Biosolutions,NA,NA,unknown,self_alias,0.94,self
proveca pharma,Proveca Pharma,NA,NA,unknown,self_alias,0.94,self
provectus biopharmaceuticals,Provectus Biopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
provention bio,Provention Bio,NA,NA,unknown,self_alias,0.94,self
provepharm,Provepharm,NA,NA,unknown,self_alias,0.94,self
provexis,Provexis,NA,NA,unknown,self_alias,0.94,self
provident clinical research and consulting,Provident Clinical Research & Consulting,NA,NA,unknown,self_alias,0.94,self
provincia lombardo veneta dell'ordine ospedaliero di san giovanni di dio,Provincia Lombardo Veneta dell'Ordine Ospedaliero di San Giovanni di Dio,NA,NA,unknown,self_alias,0.94,self
provincia religiosa di s pietro ordine ospedaliero san giovanni di dio,Provincia Religiosa di S.Pietro Ordine Ospedaliero San Giovanni di Dio,NA,NA,unknown,self_alias,0.94,self
proximagen,Proximagen,NA,NA,unknown,self_alias,0.94,self
psicofundacion - fundacion espanola para promocion desarrollo cientifico y profesional de la psicologia,"Psicofundación - Fundación Española para Promoción, Desarrollo Científico y Profesional de la Psicología",NA,NA,unknown,self_alias,0.94,self
psioxus therapeutics,PsiOxus Therapeutics,NA,NA,unknown,self_alias,0.94,self
psivida,pSivida,NA,NA,unknown,self_alias,0.94,self
psyadon pharmaceuticals,Psyadon Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
psychogenics,PsychoGenics,NA,NA,unknown,self_alias,0.94,self
ptc therapeutics,PTC Therapeutics,NA,NA,unknown,self_alias,0.94,self
puleva biotech,Puleva Biotech,NA,NA,unknown,self_alias,0.94,self
pulmatrix,Pulmatrix,NA,NA,unknown,self_alias,0.94,self
pulmocide,Pulmocide,NA,NA,unknown,self_alias,0.94,self
pulmotect,Pulmotect,NA,NA,unknown,self_alias,0.94,self
pulmovant,Pulmovant,NA,NA,unknown,self_alias,0.94,self
puma biotechnology,Puma Biotechnology,NA,NA,unknown,self_alias,0.94,self
puolustusvoimat sotilaslaaketieteen keskus,"Puolustusvoimat, Sotilaslääketieteen Keskus",NA,NA,unknown,self_alias,0.94,self
puretech lyt 100,PureTech LYT 100,NA,NA,unknown,self_alias,0.94,self
purgenesis techonologies,PurGenesis Techonologies,NA,NA,unknown,self_alias,0.94,self
pyxis oncology,Pyxis Oncology,NA,NA,unknown,self_alias,0.94,self
q-med,Q-Med,NA,NA,unknown,self_alias,0.94,self
q32 bio,Q32 Bio,NA,NA,unknown,self_alias,0.94,self
qed therapeutics,QED Therapeutics,NA,NA,unknown,self_alias,0.94,self
qilu pharmaceutical co,Qilu Pharmaceutical Co.,NA,NA,unknown,self_alias,0.94,self
qualiphar,Qualiphar,NA,NA,unknown,self_alias,0.94,self
qualix pharma,Qualix Pharma,NA,NA,unknown,self_alias,0.94,self
quark pharmaceuticals,Quark Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
queen mary university london,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,academic,llm_curated,1,NA
queen silvia children's and adolescents hospital,Queen Silvia Children's and Adolescents Hospital,NA,NA,hospital,self_alias,0.94,self
quell therapeutics,Quell Therapeutics,NA,NA,unknown,self_alias,0.94,self
quest pharmatech,QUEST Pharmatech,NA,NA,unknown,self_alias,0.94,self
quince therapeutics,Quince Therapeutics,NA,NA,unknown,self_alias,0.94,self
quralis,Quralis,NA,NA,unknown,self_alias,0.94,self
qurient co,Qurient Co.,NA,NA,unknown,self_alias,0.94,self
ra pharmaceuticals,Ra Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
radboud umc,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud universitair medisch centrum,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud university medical center,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud university medical centre,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud university medical centre nijmegen,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud university nijmegen medical center,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radboud university nijmegen medical centre department of endocrinology,Radboudumc,NA,NA,hospital,llm_curated,1,NA
radboudumc,Radboudumc,Radboudumc,Radboudumc,hospital,llm_curated,1,NA
radius health,Radius Health,NA,NA,unknown,self_alias,0.94,self
radius pharmaceuticals,Radius Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
rafael blancas-gomez casero,Rafael Blancas-Gómez Casero,NA,NA,unknown,self_alias,0.94,self
rafael pharmaceuticals,Rafael Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
rain therapeutics,Rain Therapeutics,NA,NA,unknown,self_alias,0.94,self
raincy-montfermeil intercommunal hospital group,Raincy-Montfermeil Intercommunal Hospital Group,NA,NA,hospital,self_alias,0.94,self
rainier therapeutics,Rainier Therapeutics,NA,NA,unknown,self_alias,0.94,self
rakuten medical,Rakuten Medical,NA,NA,unknown,self_alias,0.94,self
rallybio ipa,"Rallybio, IPA",NA,NA,unknown,self_alias,0.94,self
ramsay generale de sante,Ramsay Générale de Santé,NA,NA,unknown,self_alias,0.94,self
ranbaxy laboratories,Ranbaxy Laboratories,NA,NA,unknown,self_alias,0.94,self
rapidscan pharma solutions eu ltd rps eu,Rapidscan Pharma Solutions EU Ltd RPS EU,NA,NA,unknown,self_alias,0.94,self
rapport therapeutics,Rapport Therapeutics,NA,NA,unknown,self_alias,0.94,self
rapt therapeutics,Rapt Therapeutics,NA,NA,unknown,self_alias,0.94,self
raptor therapeutics,Raptor Therapeutics,NA,NA,unknown,self_alias,0.94,self
ratiopharm gmbh teva eu medical affairs,Teva,NA,NA,industry,llm_curated,1,NA
rayzebio,Rayzebio,NA,NA,unknown,self_alias,0.94,self
razor genomics / intergroupe francophone de cancerologie thoracique,Razor Genomics / Intergroupe Francophone de Cancérologie Thoracique,NA,NA,unknown,self_alias,0.94,self
rb pharmaceuticals,RB Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
rdd pharma,RDD Pharma,NA,NA,unknown,self_alias,0.94,self
rdr pharma,RDR Pharma,NA,NA,unknown,self_alias,0.94,self
realta life sciences,Realta Life Sciences,NA,NA,unknown,self_alias,0.94,self
reanal pte,Reanal Pte.,NA,NA,unknown,self_alias,0.94,self
reata pharmaceuticals,Reata Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
reata uk,Reata UK,NA,NA,unknown,self_alias,0.94,self
rebro lns landsting,Örebro Läns Landsting,NA,NA,public_body,llm_curated,1,NA
recardio,RECARDIO,NA,NA,unknown,self_alias,0.94,self
receptopharm,ReceptoPharm,NA,NA,unknown,self_alias,0.94,self
rechon life science,Rechon Life Science,NA,NA,unknown,self_alias,0.94,self
recip,Recip,NA,NA,unknown,self_alias,0.94,self
reckitt benckiser healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,llm_curated,1,NA
reckitt benckiser healthcare uk ltd,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,Reckitt Benckiser Healthcare,industry,llm_curated,1,NA
recode therapeutics,Recode Therapeutics,NA,NA,unknown,self_alias,0.94,self
recognify life sciences,Recognify Life Sciences,NA,NA,unknown,self_alias,0.94,self
red andaluza de diseno y traslacion de terapias avanzadas,Red Andaluza de Diseño y Traslación de Terapias Avanzadas,NA,NA,foundation,self_alias,0.94,self
red de apoyo a la investigacion clinica en hematologia y hemoterapia sehh,Red de Apoyo a la Investigación Clínica en Hematología y Hemoterapia SEHH,NA,NA,unknown,self_alias,0.94,self
redhill biopharma,RedHill Biopharma,NA,NA,unknown,self_alias,0.94,self
redwood pharma,Redwood Pharma,NA,NA,unknown,self_alias,0.94,self
redx pharma,Redx Pharma,NA,NA,unknown,self_alias,0.94,self
regado biosciences,Regado Biosciences,NA,NA,unknown,self_alias,0.94,self
regen therapeutics,Regen Therapeutics,NA,NA,unknown,self_alias,0.94,self
regeneron,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,llm_curated,0.9,NA
regeneron pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,llm_curated,1,NA
regeneron pharmaceuticals inc,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,llm_curated,1,NA
regenmedtx,RegenMedTX,NA,NA,unknown,self_alias,0.94,self
regentree,Regentree,NA,NA,unknown,self_alias,0.94,self
regenxbio,RegenxBio,NA,NA,unknown,self_alias,0.94,self
region jonkoping,Region Jönköping,NA,NA,unknown,self_alias,0.94,self
region jonkopings lan,Region Jönköpings Län,NA,NA,unknown,self_alias,0.94,self
